Scenario,Vaccination_Age,Index,mean,sd,q025,q250,q500,q750,q975
CEA_shingrix_NIC_36,36,ICER,20560.034542823407,4707.550700418984,14720.79062142986,16995.747157516438,19294.76669368598,22835.89592719422,31925.404406363825
CEA_shingrix_NIC_37,37,ICER,20100.391486842505,4776.6356327271005,14446.685663898388,16637.72702339526,18859.29735036222,22173.43392565335,32333.400169259345
CEA_shingrix_NIC_38,38,ICER,20179.852082685815,4584.6082408126895,14775.338154163293,16751.31661098425,19003.618066960433,22457.17307020497,31622.513541920125
CEA_shingrix_NIC_39,39,ICER,19553.74615300073,4366.044350495326,14361.198787238849,16451.04579111954,18319.77924355148,21823.175998146857,29745.15365108938
CEA_shingrix_NIC_40,40,ICER,19365.269561107696,4231.4542677093295,13962.715062234416,16470.05596119077,18306.051168311504,21086.959269901326,29496.088771036797
CEA_shingrix_NIC_41,41,ICER,18884.208492131114,3963.8279357235265,13860.599011587425,15803.879776421898,17922.485010149445,21153.627389095327,28378.317360752917
CEA_shingrix_NIC_42,42,ICER,18636.680933275355,3770.0089909054323,13910.736350810683,15981.897645061526,17616.19616069166,20680.374789329886,27684.726084347523
CEA_shingrix_NIC_43,43,ICER,18313.817354549064,3726.4100725338176,13580.268617342474,15551.490529419705,17536.800986412705,20062.10471384976,27397.32158204101
CEA_shingrix_NIC_44,44,ICER,18518.33793810694,3986.178268945582,13519.642691326311,15571.907542884546,17546.51581049947,20684.494309277714,29570.575259581638
CEA_shingrix_NIC_45,45,ICER,17904.42275916204,3534.9654435632465,13325.0410578181,15243.59768048331,17242.118345883835,19453.456520407948,27359.148726219173
CEA_shingrix_NIC_46,46,ICER,17283.08891745768,3529.044015771052,13027.486520926996,14751.237114140702,16442.18486352973,18933.080063539473,26143.15973818414
CEA_shingrix_NIC_47,47,ICER,17178.34681594304,3384.0127080162565,12723.765705572005,14723.453609971672,16488.38998132325,18665.979262769157,25261.700232411597
CEA_shingrix_NIC_48,48,ICER,16753.520131407608,3180.007140683838,12719.39343159042,14418.67389349063,16164.764830127382,18381.32621293186,23955.86069313671
CEA_shingrix_NIC_49,49,ICER,16495.161891361084,3117.5907530933714,12670.908939447498,14192.21478224132,15727.433127865166,18118.768212094878,24184.382062512617
CEA_shingrix_NIC_50,50,ICER,16027.769070284621,3105.0195548356132,12148.27518962456,13749.554285273613,15397.347447539936,17517.62091853743,24018.425923198578
CEA_shingrix_NIC_51,51,ICER,15871.826153616932,2972.676110739069,12065.260991509716,13695.212147733027,15265.0444260064,17394.169917669074,23447.280914116673
CEA_shingrix_NIC_52,52,ICER,15203.413530715197,2765.56074005903,11824.663412311562,13292.620995043311,14508.354762264837,16630.82342028828,22236.160242430597
CEA_shingrix_NIC_53,53,ICER,14882.615854971722,2643.576617540943,11519.454654062927,12962.372389355365,14333.063800284988,16268.015900469305,21312.054299363146
CEA_shingrix_NIC_54,54,ICER,14830.455832199692,2699.115194201808,11494.239260546146,12713.460919324827,14335.159865435386,16308.118638569737,21653.39213281589
CEA_shingrix_NIC_55,55,ICER,14485.97842299739,2267.9454666168267,11358.751019430954,12927.377940994847,14013.612440230097,15519.135781977366,19685.77110158033
CEA_shingrix_NIC_56,56,ICER,14146.078189325157,2319.2290722130315,10971.155227962245,12536.90979644446,13676.751056530245,15333.10118209685,20085.928503781706
CEA_shingrix_NIC_57,57,ICER,13882.057254469693,2190.888321417297,11088.40099055364,12360.52001935412,13389.240623559162,14751.057570088777,19318.39482355272
CEA_shingrix_NIC_58,58,ICER,13778.944290409388,2108.793206642971,10700.217447273215,12261.757305284238,13393.679705333092,14903.495894505479,18721.143604566692
CEA_shingrix_NIC_59,59,ICER,13632.73948271485,2103.789403168284,10850.916472013374,12102.409403744208,13242.579860976417,14726.988921337466,19294.303672685186
CEA_shingrix_NIC_60,60,ICER,13419.925563913012,1896.1708070545342,10705.841972212267,12142.177401619843,13017.449746505856,14438.436054577549,17940.547182178867
CEA_shingrix_NIC_61,61,ICER,13260.297535063937,1895.1950701010635,10722.312274617918,11931.180750602842,12884.707947069219,14159.560154000814,17912.525906731986
CEA_shingrix_NIC_62,62,ICER,13078.533409670881,1749.4918549367428,10750.845167314801,11763.607607164955,12715.017702053969,14007.13729008814,17329.308823291725
CEA_shingrix_NIC_63,63,ICER,13149.898596308469,1755.327270863152,10553.088137165449,11796.726665603563,12885.743090463151,14187.63933721057,17506.3498875636
CEA_shingrix_NIC_64,64,ICER,12987.433266698268,1633.315888231347,10615.044235361136,11888.526846537781,12641.920380697175,13745.956625515682,16935.538222094227
CEA_shingrix_NIC_65,65,ICER,13025.645932499428,1664.1650912158896,10720.539292411013,11830.553310465035,12719.537415884599,13935.344301272155,17047.50220716667
CEA_shingrix_NIC_66,66,ICER,12929.301045173002,1614.9568138222528,10593.871189154932,11832.09029330172,12645.762026671982,13760.078249890508,16760.66467030772
CEA_shingrix_NIC_67,67,ICER,13130.67852544381,1638.376772603291,10599.965161286782,11975.530867873196,12812.093226033321,14030.54765933216,17069.731361056358
CEA_shingrix_NIC_68,68,ICER,13143.512002505793,1573.032758934312,10726.607519101475,11991.131266468903,12893.961867040904,14001.181279361954,16593.818096461237
CEA_shingrix_NIC_69,69,ICER,13139.594782101052,1404.5047126950608,10826.99495124041,12165.359225568413,13010.178592598928,14003.733783199932,16243.71743141233
CEA_shingrix_NIC_70,70,ICER,13363.71153234274,1500.890758824831,11007.113353038145,12337.308257817616,13171.266121869405,14222.26423888373,16854.043722091883
CEA_shingrix_NIC_71,71,ICER,13397.013788083885,1488.0482318585198,11277.320500285015,12369.574868599933,13138.15547723313,14077.757157545544,17220.862341383494
CEA_shingrix_NIC_72,72,ICER,13630.796593744839,1455.0363717815724,11292.617620703535,12636.254278194248,13384.316083153824,14337.909723979483,16961.194054193777
CEA_shingrix_NIC_73,73,ICER,13779.9056702443,1327.96822259976,11692.716879239222,12810.176531988145,13605.532685736875,14485.544560242206,16876.317032017996
CEA_shingrix_NIC_74,74,ICER,14176.764085849218,1504.8848241632131,11974.001967182849,13129.055693799774,13958.897649632676,14963.050999955587,17806.168509759038
CEA_shingrix_NIC_75,75,ICER,14413.74973190075,1406.5120366890958,12044.523483980105,13425.436681312816,14281.197574532976,15205.339460966463,17550.80452547643
CEA_shingrix_NIC_76,76,ICER,14759.912847572918,1379.1781086691124,12278.424896582626,13810.665549616899,14589.862986776046,15580.092417395557,17937.372366373485
CEA_shingrix_NIC_77,77,ICER,15301.722265549148,1420.741942980046,12939.202832631285,14291.808293260157,15106.008973304655,16176.298408470584,18568.493632121917
CEA_shingrix_NIC_78,78,ICER,15877.28349224008,1467.4313303875897,13438.328302573911,14879.627809447891,15781.453657492311,16668.304045556688,19109.012762114362
CEA_shingrix_NIC_79,79,ICER,16405.36875678182,1480.0779637428802,13890.138761976283,15414.422463845873,16249.046079213329,17269.662638469585,19660.3894427008
CEA_shingrix_NIC_80,80,ICER,17099.272972850893,1567.232831939634,14438.136112116055,15957.553000749838,17017.176246184306,17936.269068250713,20523.760541749256
CEA_shingrix_NIC_81,81,ICER,17797.09184146953,1516.7949686353415,15127.95313715938,16761.097829624465,17708.289358668517,18681.649180190245,21199.230441516396
CEA_shingrix_NIC_82,82,ICER,18656.566538678664,1572.8667855899482,15937.461747513215,17557.396733433252,18596.99226572123,19597.625938702844,21935.103615349668
CEA_shingrix_NIC_83,83,ICER,19674.883984365548,1644.9271545685185,16750.875160707048,18610.055813096897,19520.92016477329,20716.984185424808,23464.426265715454
CEA_shingrix_NIC_84,84,ICER,20747.415934908677,1705.9340126180994,17603.460186481927,19620.158910717222,20612.476552366108,21742.512585112756,24704.43512375911
CEA_shingrix_NIC_85,85,ICER,21965.439273339463,1744.9882752688766,18833.011834147903,20764.446778878682,21951.9519897852,23023.076880392786,25763.75020443796
CEA_shingrix_NIC_86,86,ICER,23482.733653781776,2005.4258191327306,20162.612598354794,22055.636120573698,23337.14021720967,24627.109974682455,27943.25189408618
CEA_shingrix_NIC_87,87,ICER,25091.650828811806,2018.964687918251,21514.312824673245,23837.778484137794,24968.624543501377,26277.221836706343,29295.32642913874
CEA_shingrix_NIC_88,88,ICER,26872.210063474737,2155.397075687761,22963.55294427889,25368.74453456486,26882.754061993415,28032.720103260726,31698.458207071017
CEA_shingrix_NIC_89,89,ICER,29064.997709510604,2385.521523074933,24654.430153289162,27333.542808298625,28958.64174446798,30775.50513898141,33759.712188175814
CEA_shingrix_NIC_90,90,ICER,31528.803951276474,2581.412079937252,26655.97316436274,29856.426882566666,31419.083392924174,33013.45769936563,36999.8349321032
CEA_shingrix_NIC_91,91,ICER,34633.557235251,2758.7023780228096,29826.049030345624,32858.58593783091,34347.436467955835,36376.477214551676,40875.15763902454
CEA_shingrix_NIC_92,92,ICER,38009.46391820795,3051.493975548956,32488.862951678973,35959.83537641365,37779.96909200687,39845.46715423156,44057.27855281622
CEA_shingrix_NIC_93,93,ICER,41953.39259173421,3353.3203830990965,35882.18963916367,39687.69519515417,41810.71503205394,43983.010730333815,49109.45526493597
CEA_shingrix_NIC_94,94,ICER,46631.26587952034,3760.8005728457583,39430.92352106598,44025.78918833747,46410.201337109276,48962.83383011804,54582.534222697024
CEA_shingrix_NIC_95,95,ICER,52196.90269823908,4261.865643683044,44490.56523113963,49129.59351087178,51738.0496327602,54882.38133662424,61499.72378528477
CEA_shingrix_NIC_18,18,total_QALYs_gained_d,2255.75843278076,413.0498930654107,1461.0076476276486,1955.8880496577758,2260.6021193106653,2566.9084400600846,2995.2845918739367
CEA_shingrix_NIC_19,19,total_QALYs_gained_d,2278.1969579105958,439.520690721037,1391.4684207744338,1966.1125130693993,2318.8220327604313,2615.9545364892815,3013.978754090931
CEA_shingrix_NIC_20,20,total_QALYs_gained_d,2304.656557670686,436.7184894624914,1436.627891763826,1991.0233660255633,2338.962018244899,2638.1064484280514,3104.0510614454292
CEA_shingrix_NIC_21,21,total_QALYs_gained_d,2400.0725415558327,472.5991402157374,1487.9090544501587,2086.0976158777535,2436.228033787776,2766.5035904495426,3173.4544558857306
CEA_shingrix_NIC_22,22,total_QALYs_gained_d,2465.212488414706,469.8956170982524,1441.4424529478388,2135.522236588625,2515.5446148040596,2821.0338564998,3240.10978446005
CEA_shingrix_NIC_23,23,total_QALYs_gained_d,2556.0813852029337,501.39441360149584,1561.843694513068,2167.4549330509576,2612.2607829030026,2936.8096738716263,3403.3602907508384
CEA_shingrix_NIC_24,24,total_QALYs_gained_d,2653.502042045862,488.1043662163024,1699.945196823358,2288.811504774439,2692.3825853319395,3036.435626785315,3497.7668878157892
CEA_shingrix_NIC_25,25,total_QALYs_gained_d,2627.2531976384744,494.7551621755757,1664.2671949577086,2284.4831805928716,2688.5176310972156,2988.4807771977394,3480.9688289540672
CEA_shingrix_NIC_26,26,total_QALYs_gained_d,2629.685742360621,509.26770259562113,1596.9278668709767,2271.1038626083337,2682.5325759991665,3022.2935631488986,3475.3338752457403
CEA_shingrix_NIC_27,27,total_QALYs_gained_d,2700.6515846130196,488.63368177417027,1689.7876241287158,2357.1173019223475,2758.9936595777685,3083.4338975796272,3487.419277123611
CEA_shingrix_NIC_28,28,total_QALYs_gained_d,2680.909311236483,494.2261391162708,1653.887877704833,2318.11170769646,2726.4256229650764,3048.3729505672973,3502.383416971971
CEA_shingrix_NIC_29,29,total_QALYs_gained_d,2692.5395282938525,529.1032493375816,1594.1946574107706,2314.9711497099333,2744.494609212276,3110.4391054910466,3529.4899644924435
CEA_shingrix_NIC_30,30,total_QALYs_gained_d,2731.4946557442386,484.86574277361854,1778.1005127994044,2372.38708304639,2777.9184687480524,3117.135005535475,3543.431738319473
CEA_shingrix_NIC_31,31,total_QALYs_gained_d,2694.5469757875558,486.77605556790144,1669.0892049754402,2379.3046375543868,2732.298743954323,3074.8724328785456,3461.395991043165
CEA_shingrix_NIC_32,32,total_QALYs_gained_d,2707.868745367828,467.9741126814481,1788.4363893915108,2343.617783830418,2737.540931380941,3068.0308620664714,3516.7064043684013
CEA_shingrix_NIC_33,33,total_QALYs_gained_d,2752.370267289652,478.88331675389765,1819.174876353089,2385.7117168634254,2809.8808840462593,3131.9876697497593,3530.7010239893452
CEA_shingrix_NIC_34,34,total_QALYs_gained_d,2759.318452189421,511.2397703664467,1710.3195677989966,2386.6256373664687,2833.9782593206673,3134.0859079117636,3586.8445223602985
CEA_shingrix_NIC_35,35,total_QALYs_gained_d,2820.07045112198,490.4289891077693,1882.626205994311,2469.31291481436,2841.2967594047414,3210.960165205307,3642.0776747711325
CEA_shingrix_NIC_36,36,total_QALYs_gained_d,2701.1565205538845,477.3413860549718,1740.8350222881352,2368.417740553487,2750.667151062628,3085.3516228179524,3501.6059739619495
CEA_shingrix_NIC_37,37,total_QALYs_gained_d,2573.5941457098247,462.7412034176799,1605.346496564382,2263.238851952015,2617.9463031356963,2920.7783961788114,3339.291739344846
CEA_shingrix_NIC_38,38,total_QALYs_gained_d,2516.0421831243148,441.16631202915335,1614.1680094781916,2210.023180087972,2554.755783145068,2861.1475275551184,3209.5614989504493
CEA_shingrix_NIC_39,39,total_QALYs_gained_d,2621.758485705226,443.01862693243623,1743.5751486224656,2292.1158473764044,2679.9034725924603,2950.2054951808336,3334.5165315624176
CEA_shingrix_NIC_40,40,total_QALYs_gained_d,2691.0663037845393,444.26366044422474,1781.5871409747372,2408.1984632918497,2729.060901204013,3000.009504065528,3482.3148122933217
CEA_shingrix_NIC_41,41,total_QALYs_gained_d,2787.241990068368,452.7315783567817,1877.164625627939,2463.636468871103,2832.32204949311,3149.8847692753343,3556.8355681314133
CEA_shingrix_NIC_42,42,total_QALYs_gained_d,2934.9915022071773,463.1291106660577,1998.3770650958202,2613.170360320758,2995.3365060914134,3263.855515857951,3699.0773390585864
CEA_shingrix_NIC_43,43,total_QALYs_gained_d,3100.794301294761,486.0711650317462,2111.0379675059808,2786.655360160031,3131.9406120094413,3454.001461434136,3910.9573421954346
CEA_shingrix_NIC_44,44,total_QALYs_gained_d,3179.752955116807,529.808655409781,2019.6850614006407,2787.0468429334924,3230.906020934024,3580.790163345736,4048.9992204032123
CEA_shingrix_NIC_45,45,total_QALYs_gained_d,3175.860079544217,484.1936380514332,2130.091159162268,2881.265126437187,3186.380337548344,3556.8642839523054,4040.27332565103
CEA_shingrix_NIC_46,46,total_QALYs_gained_d,3349.2951512908653,507.9323683122275,2267.8757438596786,3014.5255057303402,3407.4957060698052,3724.9038272072826,4164.7942597412275
CEA_shingrix_NIC_47,47,total_QALYs_gained_d,3360.0990025369774,511.27362713703457,2328.5934664540487,3048.9486304236434,3375.9605514817395,3727.856909603791,4251.695859687578
CEA_shingrix_NIC_48,48,total_QALYs_gained_d,3472.6523377827216,505.4295152731608,2464.219810026181,3129.4875283739257,3493.354504972907,3845.3757211968014,4299.508629252296
CEA_shingrix_NIC_49,49,total_QALYs_gained_d,3516.950564983758,503.7030966405694,2458.120067373796,3166.327598437126,3573.166923993973,3900.6094419022575,4328.5290224638575
CEA_shingrix_NIC_50,50,total_QALYs_gained_d,3619.0646131220697,526.832528791171,2485.1493056604077,3285.753118623048,3655.7591898535557,4005.447698420435,4489.593039491378
CEA_shingrix_NIC_51,51,total_QALYs_gained_d,3608.469026975804,512.1650524977856,2519.6050391322615,3261.2851323957366,3650.8034247257533,3995.7970738259537,4476.819573732788
CEA_shingrix_NIC_52,52,total_QALYs_gained_d,3646.618387299028,487.87292481799307,2566.560327303462,3307.5143544581615,3698.30640833537,3995.6290538819944,4431.360319844545
CEA_shingrix_NIC_53,53,total_QALYs_gained_d,3624.2354827675117,483.0364040960068,2593.4454064360166,3290.457687227338,3671.848774879995,3976.643609271096,4434.942053593491
CEA_shingrix_NIC_54,54,total_QALYs_gained_d,3507.952347352976,480.1215788548864,2496.729014103418,3167.9786289780727,3527.245148165577,3904.6509053347922,4254.231518938499
CEA_shingrix_NIC_55,55,total_QALYs_gained_d,3408.1508727368027,403.9160419254593,2593.1554867046743,3151.5382947750277,3434.711155586928,3683.526331207358,4097.165566143153
CEA_shingrix_NIC_56,56,total_QALYs_gained_d,3394.3022372044916,421.5610828177225,2473.6142205751976,3113.4009809626705,3432.249704379004,3672.9557816794522,4120.732123377778
CEA_shingrix_NIC_57,57,total_QALYs_gained_d,3359.505410925129,391.15753935996986,2496.4332574702594,3132.391043709536,3386.8395675325964,3641.0134698572137,3997.7064942911034
CEA_shingrix_NIC_58,58,total_QALYs_gained_d,3244.212961384494,376.00109625014545,2478.624020004392,2998.9972563229294,3260.1215414769863,3510.1145474423874,3941.8547560398956
CEA_shingrix_NIC_59,59,total_QALYs_gained_d,3149.7431590203973,365.876339702359,2327.8847824547715,2905.5485023621827,3179.8338463554246,3415.7194456788816,3746.569378788443
CEA_shingrix_NIC_60,60,total_QALYs_gained_d,3057.9933009522983,329.34831918499617,2379.537133503315,2837.894823114634,3086.719516632098,3275.5132406164616,3629.9086242876565
CEA_shingrix_NIC_61,61,total_QALYs_gained_d,3086.3172141698255,329.10538471386434,2397.427085262153,2879.301682537835,3112.476617017487,3321.547834709999,3631.4358610006093
CEA_shingrix_NIC_62,62,total_QALYs_gained_d,3067.8060619411103,309.4278025043032,2383.956247265471,2863.278236773085,3096.8674058674687,3288.962019168161,3569.658459914065
CEA_shingrix_NIC_63,63,total_QALYs_gained_d,2962.3418245611697,306.36954944755973,2336.806581756349,2740.2393271835576,2970.5523222162783,3192.2371462451606,3521.6152007288874
CEA_shingrix_NIC_64,64,total_QALYs_gained_d,2995.6773419461,287.7915737034229,2379.662896403831,2818.273721404753,3015.0241569515,3194.00311367691,3492.0092703007817
CEA_shingrix_NIC_65,65,total_QALYs_gained_d,3038.4478816136425,295.2497472217915,2417.4859614246516,2839.8518852802367,3057.435345730809,3258.9310312982198,3535.1101166181957
CEA_shingrix_NIC_66,66,total_QALYs_gained_d,3113.437049267426,295.1201195804129,2512.0265477476296,2926.4602891595796,3132.8185019134835,3327.7522486878506,3655.396834082145
CEA_shingrix_NIC_67,67,total_QALYs_gained_d,3234.581851855,310.5335761240908,2590.1969688297536,3028.9450731381726,3262.138808883714,3444.3482779775886,3828.765073852966
CEA_shingrix_NIC_68,68,total_QALYs_gained_d,3485.8336124700513,322.5826643540629,2861.134672540239,3277.008935311018,3494.814954844544,3714.978138233149,4084.8422826800543
CEA_shingrix_NIC_69,69,total_QALYs_gained_d,2665.7514773958446,228.86917105003633,2204.219986970541,2517.6609102470325,2667.940434131824,2806.7163488550773,3130.969099485699
CEA_shingrix_NIC_70,70,total_QALYs_gained_d,2532.6425032534853,220.2039607977382,2070.657991241682,2388.403243317498,2533.5897470042,2673.7642226211456,2973.5161522678136
CEA_shingrix_NIC_71,71,total_QALYs_gained_d,2493.3141981217036,211.00216224992678,2023.1434313121242,2376.3755533474578,2509.713424172972,2634.269771192954,2859.9528793037325
CEA_shingrix_NIC_72,72,total_QALYs_gained_d,2262.78658586951,188.70155304378008,1881.1244077720958,2147.201736772032,2274.5058739183632,2381.038623896888,2626.7638545272753
CEA_shingrix_NIC_73,73,total_QALYs_gained_d,1978.2879405323072,154.21922740206494,1653.6927198986737,1882.39736954759,1978.4747354810836,2086.4898061972326,2255.3912013855406
CEA_shingrix_NIC_74,74,total_QALYs_gained_d,1723.6248186808632,143.71369488295116,1440.899540009866,1631.11210935697,1733.5731156178986,1823.2785651953159,1983.209859844168
CEA_shingrix_NIC_75,75,total_QALYs_gained_d,1748.0946260349126,140.505395979711,1464.8272565090997,1660.1729799964126,1748.4377420711785,1843.4570453857957,2025.4868271331545
CEA_shingrix_NIC_76,76,total_QALYs_gained_d,1679.2251647473854,128.7548131490981,1424.4799918255962,1598.5086382180677,1679.1358710347108,1760.5528646539299,1941.8291957580536
CEA_shingrix_NIC_77,77,total_QALYs_gained_d,1565.0223302684403,120.23104043635081,1328.3590518548656,1482.2802281790634,1573.0060715508916,1644.799194953422,1795.7785125990085
CEA_shingrix_NIC_78,78,total_QALYs_gained_d,1421.218330433506,108.67884777926787,1206.5120726252967,1355.8464816245628,1421.3964644265968,1489.3111629607192,1632.4966111880003
CEA_shingrix_NIC_79,79,total_QALYs_gained_d,1292.848284741754,97.76234061833627,1100.6608229646001,1228.1468073992196,1298.2631158830304,1351.8275018211189,1486.069385931623
CEA_shingrix_NIC_80,80,total_QALYs_gained_d,1165.378255736071,90.18133888604162,994.1056819116957,1108.8553490940703,1160.6974645522473,1227.8780135737538,1340.1474367790406
CEA_shingrix_NIC_81,81,total_QALYs_gained_d,1022.1559459592692,76.17110498067032,871.469463471788,966.9703183339202,1018.9259362065304,1076.2907974029122,1178.275909245639
CEA_shingrix_NIC_82,82,total_QALYs_gained_d,915.2188859100684,67.50881161557359,778.1259504569341,871.6285142198756,914.4230268317854,959.161906620557,1046.9222190203914
CEA_shingrix_NIC_83,83,total_QALYs_gained_d,830.7484798862422,61.32631071304197,707.0328547473478,788.9752535417675,829.6809057178805,870.7330314415539,948.5690803801951
CEA_shingrix_NIC_84,84,total_QALYs_gained_d,734.7207135928793,53.89355574281483,624.7583477458855,702.7649616601334,735.6749211365645,764.3087568925913,846.7556974848737
CEA_shingrix_NIC_85,85,total_QALYs_gained_d,633.45946873983155,45.54501955819073,547.2032160502793,602.5004312528827,632.9734443998543,662.8032897079977,720.2538206576437
CEA_shingrix_NIC_86,86,total_QALYs_gained_d,523.4886290183796,40.05968208157182,443.64808077721204,498.3413336777835,524.1395832005758,551.098393550232,603.5738153187267
CEA_shingrix_NIC_87,87,total_QALYs_gained_d,430.035701947252,31.55037173764959,369.53969297952926,409.96180609657563,428.834886196851,449.3794871418708,493.31772405257027
CEA_shingrix_NIC_88,88,total_QALYs_gained_d,356.7676306639212,26.41829398077993,304.8092499869108,340.5634301586137,355.4718279964246,374.565087775799,411.43118202217363
CEA_shingrix_NIC_89,89,total_QALYs_gained_d,289.9025812420072,22.358310382809368,248.61589956261153,273.99088804894876,288.7472996482293,304.7942684101424,332.6025312254328
CEA_shingrix_NIC_90,90,total_QALYs_gained_d,229.65506433238548,17.57097526749913,195.7960771754693,219.01989728056262,229.36648777511996,239.80212224709507,267.4203042996448
CEA_shingrix_NIC_91,91,total_QALYs_gained_d,178.3902879106152,13.41345452795709,152.76906669868043,169.17605676406183,178.34101951022888,186.97895758661753,204.7682418783566
CEA_shingrix_NIC_92,92,total_QALYs_gained_d,137.60062357090396,10.520213363825391,118.28295047173708,130.5585517162737,137.5013141066077,144.4188586070293,159.23794024113346
CEA_shingrix_NIC_93,93,total_QALYs_gained_d,104.73293543840116,8.091738817911958,89.13942528408069,99.46484160635785,104.53259720650928,109.7790016370196,121.38623365675463
CEA_shingrix_NIC_94,94,total_QALYs_gained_d,76.97201997163813,6.007583938843951,65.64570570244284,72.76793828934493,76.81519500760132,80.8848385162909,89.94174068098013
CEA_shingrix_NIC_95,95,total_QALYs_gained_d,49.695260139420775,3.897950134945207,42.13542663439549,47.123012189321244,49.884205542689244,52.29316276982801,57.74790223010967
CEA_shingrix_NIC_18,18,total_costs_intervention,54277255.41,0,54277255.41,54277255.41,54277255.41,54277255.41,54277255.41
CEA_shingrix_NIC_19,19,total_costs_intervention,54754232.4,0,54754232.4,54754232.4,54754232.4,54754232.4,54754232.4
CEA_shingrix_NIC_20,20,total_costs_intervention,55322515.70999999,0,55322515.70999999,55322515.70999999,55322515.70999999,55322515.70999999,55322515.70999999
CEA_shingrix_NIC_21,21,total_costs_intervention,57615355.349999994,0,57615355.349999994,57615355.349999994,57615355.349999994,57615355.349999994,57615355.349999994
CEA_shingrix_NIC_22,22,total_costs_intervention,58470120.45,0,58470120.45,58470120.45,58470120.45,58470120.45,58470120.45
CEA_shingrix_NIC_23,23,total_costs_intervention,60832178.81999999,0,60832178.81999999,60832178.81999999,60832178.81999999,60832178.81999999,60832178.81999999
CEA_shingrix_NIC_24,24,total_costs_intervention,62720051.93999999,0,62720051.93999999,62720051.93999999,62720051.93999999,62720051.93999999,62720051.93999999
CEA_shingrix_NIC_25,25,total_costs_intervention,61959795.45,0,61959795.45,61959795.45,61959795.45,61959795.45,61959795.45
CEA_shingrix_NIC_26,26,total_costs_intervention,61518125.76,0,61518125.76,61518125.76,61518125.76,61518125.76,61518125.76
CEA_shingrix_NIC_27,27,total_costs_intervention,62350721.16,0,62350721.16,62350721.16,62350721.16,62350721.16,62350721.16
CEA_shingrix_NIC_28,28,total_costs_intervention,60970287.839999996,0,60970287.839999996,60970287.839999996,60970287.839999996,60970287.839999996,60970287.839999996
CEA_shingrix_NIC_29,29,total_costs_intervention,61767822.269999996,0,61767822.269999996,61767822.269999996,61767822.269999996,61767822.269999996,61767822.269999996
CEA_shingrix_NIC_30,30,total_costs_intervention,61942388.13,0,61942388.13,61942388.13,61942388.13,61942388.13,61942388.13
CEA_shingrix_NIC_31,31,total_costs_intervention,60578130.480000004,0,60578130.480000004,60578130.480000004,60578130.480000004,60578130.480000004,60578130.480000004
