Scenario,Vaccination_Age,Index,mean,sd,q025,q250,q500,q750,q975
shingrix_IC_age77,77,total_saved_costs_d,482601.4117313673,120560.92248147575,284120.7929672706,396590.5443382055,468491.7806464365,554016.627478956,748486.6224065637
shingrix_IC_age78,78,total_saved_costs_d,439457.2149551548,110526.81900092128,260456.17012039627,360061.16425674874,426918.711560554,509765.84646761173,678292.256079987
shingrix_IC_age79,79,total_saved_costs_d,413702.30064385023,104560.5389920513,239609.55895481163,339688.71365940326,400256.5778894775,478602.035560029,654022.910681583
shingrix_IC_age80,80,total_saved_costs_d,393418.93218112714,104771.55858863668,219689.09272195425,321850.12742814125,377914.5673636375,454383.99113808223,629394.6077632039
shingrix_IC_age81,81,total_saved_costs_d,364452.8949985396,98750.5248441907,203090.876701237,293066.88349427504,357462.99501692597,425682.424522179,592292.0828544825
shingrix_IC_age82,82,total_saved_costs_d,333894.1545349448,93446.82506019596,187264.19932377842,261651.2597415965,320133.71593472955,393453.13491529727,528544.8933960907
shingrix_IC_age83,83,total_saved_costs_d,291689.38299556106,79298.21446732589,158619.0482284863,238266.85629045975,278765.531089445,341848.089265092,478556.9699884998
shingrix_IC_age84,84,total_saved_costs_d,250396.21557091022,71762.25535925271,136262.4540897688,199122.14407667975,240340.719874956,292037.53119825124,420603.7243675921
shingrix_IC_age85,85,total_saved_costs_d,220363.504025602,62041.264325044125,123811.78130592215,176924.67445235772,214077.03048516752,255328.81511157198,360049.24838861555
shingrix_IC_age86,86,total_saved_costs_d,187246.83818553702,57191.83733480501,98161.44082970108,145530.6310531555,177911.66462222,222496.68564789975,317139.76970275585
shingrix_IC_age87,87,total_saved_costs_d,153911.08440197766,46331.08414705134,80453.71261038781,122128.50413474624,147196.086766626,181566.4225306315,255989.8523447873
shingrix_IC_age88,88,total_saved_costs_d,130434.77056155464,42275.78930535984,64834.55681507507,101187.6950851855,124054.0452597255,154351.6109495505,231825.8924269426
shingrix_IC_age89,89,total_saved_costs_d,105639.0538353311,33471.38968247521,54645.93436208176,81718.04450344133,99928.2765155697,124148.902047072,183980.81278905357
shingrix_IC_age90,90,total_saved_costs_d,102965.58263569327,33030.78373648779,50870.911685699095,79094.46456266736,97681.83892525011,122605.06344130075,178117.76869834293
