Scenario,Arm,Key,Q_All_d,C_All_d,Q_All_d0,C_All_d0,dE,dC,ICER
Vac_50,SOC,68,5330948.24664558,0,5330948.24664558,0,0,0,0
Vac_50,SOC,69,5330942.11473812,0,5330942.11473812,0,0,0,0
Vac_50,SOC,70,5330971.708507089,0,5330971.708507089,0,0,0,0
Vac_50,SOC,71,5330938.4286982715,0,5330938.4286982715,0,0,0,0
Vac_50,SOC,72,5330952.010254052,0,5330952.010254052,0,0,0,0
Vac_50,SOC,73,5330921.3233422125,0,5330921.3233422125,0,0,0,0
Vac_50,SOC,74,5331001.545418584,0,5331001.545418584,0,0,0,0
Vac_50,SOC,75,5330860.209150091,0,5330860.209150091,0,0,0,0
Vac_50,SOC,76,5330977.078331163,0,5330977.078331163,0,0,0,0
Vac_50,SOC,77,5330899.056125133,0,5330899.056125133,0,0,0,0
Vac_50,SOC,78,5330964.513188146,0,5330964.513188146,0,0,0,0
Vac_50,SOC,79,5330909.552562356,0,5330909.552562356,0,0,0,0
Vac_50,SOC,80,5330965.544190481,0,5330965.544190481,0,0,0,0
Vac_50,SOC,81,5330903.8677549,0,5330903.8677549,0,0,0,0
Vac_50,SOC,82,5330958.025164462,0,5330958.025164462,0,0,0,0
Vac_50,SOC,83,5330938.458048909,0,5330938.458048909,0,0,0,0
Vac_50,SOC,84,5330912.950016915,0,5330912.950016915,0,0,0,0
Vac_50,SOC,85,5330984.517318208,0,5330984.517318208,0,0,0,0
Vac_50,SOC,86,5330960.974306742,0,5330960.974306742,0,0,0,0
Vac_50,SOC,87,5330869.228753737,0,5330869.228753737,0,0,0,0
Vac_50,SOC,88,5330886.173889405,0,5330886.173889405,0,0,0,0
Vac_50,SOC,89,5330914.910685928,0,5330914.910685928,0,0,0,0
Vac_50,SOC,90,5330958.20534611,0,5330958.20534611,0,0,0,0
Vac_50,SOC,91,5330887.598368382,0,5330887.598368382,0,0,0,0
Vac_50,SOC,92,5330993.867520726,0,5330993.867520726,0,0,0,0
Vac_50,SOC,93,5330963.273197627,0,5330963.273197627,0,0,0,0
Vac_50,SOC,94,5330934.57286013,0,5330934.57286013,0,0,0,0
Vac_50,SOC,95,5330906.904365122,0,5330906.904365122,0,0,0,0
Vac_50,SOC,96,5330929.787763329,0,5330929.787763329,0,0,0,0
Vac_50,SOC,97,5330940.540644376,0,5330940.540644376,0,0,0,0
Vac_50,SOC,98,5330953.033335621,0,5330953.033335621,0,0,0,0
Vac_50,SOC,99,5330909.531793251,0,5330909.531793251,0,0,0,0
Vac_50,SOC,100,5330948.295965432,0,5330948.295965432,0,0,0,0
Vac_51,SOC,1,5456003.368407086,0,5456003.368407086,0,0,0,0
Vac_51,SOC,2,5455998.748770118,0,5455998.748770118,0,0,0,0
Vac_51,SOC,3,5455868.929621365,0,5455868.929621365,0,0,0,0
Vac_51,SOC,4,5455936.713338295,0,5455936.713338295,0,0,0,0
Vac_51,SOC,5,5455994.312162118,0,5455994.312162118,0,0,0,0
Vac_51,SOC,6,5455944.473638021,0,5455944.473638021,0,0,0,0
Vac_51,SOC,7,5455940.293523958,0,5455940.293523958,0,0,0,0
Vac_51,SOC,8,5455948.806234526,0,5455948.806234526,0,0,0,0
Vac_51,SOC,9,5455943.095257632,0,5455943.095257632,0,0,0,0
Vac_51,SOC,10,5455974.994307952,0,5455974.994307952,0,0,0,0
Vac_51,SOC,11,5455896.326948447,0,5455896.326948447,0,0,0,0
Vac_51,SOC,12,5455921.920752456,0,5455921.920752456,0,0,0,0
Vac_51,SOC,13,5455860.391313578,0,5455860.391313578,0,0,0,0
Vac_51,SOC,14,5455911.856519828,0,5455911.856519828,0,0,0,0
Vac_51,SOC,15,5455938.791765455,0,5455938.791765455,0,0,0,0
Vac_51,SOC,16,5455922.305339779,0,5455922.305339779,0,0,0,0
Vac_51,SOC,17,5455885.421755217,0,5455885.421755217,0,0,0,0
Vac_51,SOC,18,5455866.452323509,0,5455866.452323509,0,0,0,0
Vac_51,SOC,19,5455905.744559257,0,5455905.744559257,0,0,0,0
Vac_51,SOC,20,5455937.939886139,0,5455937.939886139,0,0,0,0
Vac_51,SOC,21,5455929.225265552,0,5455929.225265552,0,0,0,0
Vac_51,SOC,22,5455852.2400746215,0,5455852.2400746215,0,0,0,0
Vac_51,SOC,23,5455921.316325786,0,5455921.316325786,0,0,0,0
Vac_51,SOC,24,5455955.922169865,0,5455955.922169865,0,0,0,0
Vac_51,SOC,25,5455981.626878145,0,5455981.626878145,0,0,0,0
Vac_51,SOC,26,5455924.989422432,0,5455924.989422432,0,0,0,0
Vac_51,SOC,27,5455892.257089087,0,5455892.257089087,0,0,0,0
Vac_51,SOC,28,5455908.662695621,0,5455908.662695621,0,0,0,0
Vac_51,SOC,29,5455901.2150111,0,5455901.2150111,0,0,0,0
Vac_51,SOC,30,5455886.10992127,0,5455886.10992127,0,0,0,0
Vac_51,SOC,31,5455888.441130893,0,5455888.441130893,0,0,0,0
Vac_51,SOC,32,5455979.148761072,0,5455979.148761072,0,0,0,0
Vac_51,SOC,33,5455946.337084621,0,5455946.337084621,0,0,0,0
Vac_51,SOC,34,5455975.330602805,0,5455975.330602805,0,0,0,0
Vac_51,SOC,35,5455918.508303788,0,5455918.508303788,0,0,0,0
Vac_51,SOC,36,5455956.899823966,0,5455956.899823966,0,0,0,0
Vac_51,SOC,37,5455928.533593498,0,5455928.533593498,0,0,0,0
Vac_51,SOC,38,5455947.771076877,0,5455947.771076877,0,0,0,0
Vac_51,SOC,39,5455911.663663466,0,5455911.663663466,0,0,0,0
Vac_51,SOC,40,5455920.86732212,0,5455920.86732212,0,0,0,0
Vac_51,SOC,41,5455945.274199564,0,5455945.274199564,0,0,0,0
Vac_51,SOC,42,5455984.727088477,0,5455984.727088477,0,0,0,0
Vac_51,SOC,43,5455921.4152529705,0,5455921.4152529705,0,0,0,0
Vac_51,SOC,44,5455959.249787094,0,5455959.249787094,0,0,0,0
Vac_51,SOC,45,5455978.8249094095,0,5455978.8249094095,0,0,0,0
Vac_51,SOC,46,5455963.845574535,0,5455963.845574535,0,0,0,0
Vac_51,SOC,47,5455977.528804336,0,5455977.528804336,0,0,0,0
Vac_51,SOC,48,5455938.565460056,0,5455938.565460056,0,0,0,0
Vac_51,SOC,49,5455955.155294206,0,5455955.155294206,0,0,0,0
Vac_51,SOC,50,5455910.150228932,0,5455910.150228932,0,0,0,0
Vac_51,SOC,51,5455931.759630625,0,5455931.759630625,0,0,0,0
Vac_51,SOC,52,5455936.748415905,0,5455936.748415905,0,0,0,0
Vac_51,SOC,53,5455893.143717116,0,5455893.143717116,0,0,0,0
Vac_51,SOC,54,5455914.0775763225,0,5455914.0775763225,0,0,0,0
Vac_51,SOC,55,5455955.64111979,0,5455955.64111979,0,0,0,0
Vac_51,SOC,56,5455897.668211131,0,5455897.668211131,0,0,0,0
Vac_51,SOC,57,5455945.359740784,0,5455945.359740784,0,0,0,0
Vac_51,SOC,58,5455918.58590979,0,5455918.58590979,0,0,0,0
Vac_51,SOC,59,5455874.867170428,0,5455874.867170428,0,0,0,0
Vac_51,SOC,60,5455846.841902084,0,5455846.841902084,0,0,0,0
Vac_51,SOC,61,5455980.952781576,0,5455980.952781576,0,0,0,0
Vac_51,SOC,62,5455959.509570878,0,5455959.509570878,0,0,0,0
Vac_51,SOC,63,5455929.913822744,0,5455929.913822744,0,0,0,0
Vac_51,SOC,64,5456012.602672703,0,5456012.602672703,0,0,0,0
Vac_51,SOC,65,5455927.755948311,0,5455927.755948311,0,0,0,0
Vac_51,SOC,66,5455922.429388096,0,5455922.429388096,0,0,0,0
Vac_51,SOC,67,5455923.263358213,0,5455923.263358213,0,0,0,0
Vac_51,SOC,68,5455931.582818709,0,5455931.582818709,0,0,0,0
Vac_51,SOC,69,5455928.31112271,0,5455928.31112271,0,0,0,0
Vac_51,SOC,70,5455956.536209377,0,5455956.536209377,0,0,0,0
Vac_51,SOC,71,5455923.118808233,0,5455923.118808233,0,0,0,0
Vac_51,SOC,72,5455931.395249005,0,5455931.395249005,0,0,0,0
Vac_51,SOC,73,5455899.653842177,0,5455899.653842177,0,0,0,0
Vac_51,SOC,74,5455981.671243907,0,5455981.671243907,0,0,0,0
Vac_51,SOC,75,5455841.295315891,0,5455841.295315891,0,0,0,0
Vac_51,SOC,76,5455962.547610974,0,5455962.547610974,0,0,0,0
Vac_51,SOC,77,5455878.502799925,0,5455878.502799925,0,0,0,0
Vac_51,SOC,78,5455952.681170593,0,5455952.681170593,0,0,0,0
Vac_51,SOC,79,5455883.773402134,0,5455883.773402134,0,0,0,0
Vac_51,SOC,80,5455945.95791952,0,5455945.95791952,0,0,0,0
Vac_51,SOC,81,5455885.9166658735,0,5455885.9166658735,0,0,0,0
Vac_51,SOC,82,5455934.028763791,0,5455934.028763791,0,0,0,0
Vac_51,SOC,83,5455918.57831496,0,5455918.57831496,0,0,0,0
Vac_51,SOC,84,5455894.643861972,0,5455894.643861972,0,0,0,0
Vac_51,SOC,85,5455974.3464666065,0,5455974.3464666065,0,0,0,0
Vac_51,SOC,86,5455938.994064393,0,5455938.994064393,0,0,0,0
Vac_51,SOC,87,5455850.935946847,0,5455850.935946847,0,0,0,0
Vac_51,SOC,88,5455867.8978495095,0,5455867.8978495095,0,0,0,0
Vac_51,SOC,89,5455896.227896586,0,5455896.227896586,0,0,0,0
Vac_51,SOC,90,5455943.787693131,0,5455943.787693131,0,0,0,0
Vac_51,SOC,91,5455864.926714424,0,5455864.926714424,0,0,0,0
Vac_51,SOC,92,5455987.372169412,0,5455987.372169412,0,0,0,0
Vac_51,SOC,93,5455948.971982308,0,5455948.971982308,0,0,0,0
Vac_51,SOC,94,5455925.9802971,0,5455925.9802971,0,0,0,0
Vac_51,SOC,95,5455897.170342353,0,5455897.170342353,0,0,0,0
Vac_51,SOC,96,5455903.606800493,0,5455903.606800493,0,0,0,0
Vac_51,SOC,97,5455920.274495316,0,5455920.274495316,0,0,0,0
Vac_51,SOC,98,5455935.167446314,0,5455935.167446314,0,0,0,0
Vac_51,SOC,99,5455893.303639969,0,5455893.303639969,0,0,0,0
Vac_51,SOC,100,5455927.3600319,0,5455927.3600319,0,0,0,0
Vac_52,SOC,1,5575265.640784859,0,5575265.640784859,0,0,0,0
Vac_52,SOC,2,5575259.581687161,0,5575259.581687161,0,0,0,0
Vac_52,SOC,3,5575116.076058627,0,5575116.076058627,0,0,0,0
Vac_52,SOC,4,5575186.234007438,0,5575186.234007438,0,0,0,0
Vac_52,SOC,5,5575250.123143752,0,5575250.123143752,0,0,0,0
Vac_52,SOC,6,5575195.3628711775,0,5575195.3628711775,0,0,0,0
Vac_52,SOC,7,5575190.236108939,0,5575190.236108939,0,0,0,0
Vac_52,SOC,8,5575202.438019636,0,5575202.438019636,0,0,0,0
Vac_52,SOC,9,5575203.486976564,0,5575203.486976564,0,0,0,0
Vac_52,SOC,10,5575231.1544976635,0,5575231.1544976635,0,0,0,0
Vac_52,SOC,11,5575151.642037177,0,5575151.642037177,0,0,0,0
Vac_52,SOC,12,5575173.420432893,0,5575173.420432893,0,0,0,0
Vac_52,SOC,13,5575109.777827332,0,5575109.777827332,0,0,0,0
Vac_52,SOC,14,5575153.405657428,0,5575153.405657428,0,0,0,0
Vac_52,SOC,15,5575179.736513741,0,5575179.736513741,0,0,0,0
Vac_52,SOC,16,5575168.41491094,0,5575168.41491094,0,0,0,0
Vac_52,SOC,17,5575141.591958624,0,5575141.591958624,0,0,0,0
Vac_52,SOC,18,5575114.013499506,0,5575114.013499506,0,0,0,0
Vac_52,SOC,19,5575151.6569131715,0,5575151.6569131715,0,0,0,0
Vac_52,SOC,20,5575175.869683461,0,5575175.869683461,0,0,0,0
Vac_52,SOC,21,5575184.467954768,0,5575184.467954768,0,0,0,0
Vac_52,SOC,22,5575102.887630369,0,5575102.887630369,0,0,0,0
Vac_52,SOC,23,5575175.725236285,0,5575175.725236285,0,0,0,0
Vac_52,SOC,24,5575206.268982701,0,5575206.268982701,0,0,0,0
Vac_52,SOC,25,5575228.004948759,0,5575228.004948759,0,0,0,0
Vac_52,SOC,26,5575162.094130993,0,5575162.094130993,0,0,0,0
Vac_52,SOC,27,5575139.611033229,0,5575139.611033229,0,0,0,0
Vac_52,SOC,28,5575164.451556428,0,5575164.451556428,0,0,0,0
Vac_52,SOC,29,5575146.7482929975,0,5575146.7482929975,0,0,0,0
Vac_52,SOC,30,5575142.167791647,0,5575142.167791647,0,0,0,0
Vac_52,SOC,31,5575142.334639265,0,5575142.334639265,0,0,0,0
Vac_52,SOC,32,5575238.688139073,0,5575238.688139073,0,0,0,0
Vac_52,SOC,33,5575206.428551329,0,5575206.428551329,0,0,0,0
Vac_52,SOC,34,5575229.339083222,0,5575229.339083222,0,0,0,0
Vac_52,SOC,35,5575170.910689725,0,5575170.910689725,0,0,0,0
Vac_52,SOC,36,5575213.770632461,0,5575213.770632461,0,0,0,0
Vac_52,SOC,37,5575177.410110056,0,5575177.410110056,0,0,0,0
Vac_52,SOC,38,5575194.510698774,0,5575194.510698774,0,0,0,0
Vac_52,SOC,39,5575159.14305465,0,5575159.14305465,0,0,0,0
Vac_52,SOC,40,5575159.6771557415,0,5575159.6771557415,0,0,0,0
Vac_52,SOC,41,5575198.912414328,0,5575198.912414328,0,0,0,0
Vac_52,SOC,42,5575232.308784264,0,5575232.308784264,0,0,0,0
Vac_52,SOC,43,5575182.381367589,0,5575182.381367589,0,0,0,0
Vac_52,SOC,44,5575209.273733379,0,5575209.273733379,0,0,0,0
Vac_52,SOC,45,5575233.498646549,0,5575233.498646549,0,0,0,0
Vac_52,SOC,46,5575216.805569609,0,5575216.805569609,0,0,0,0
Vac_52,SOC,47,5575234.457886652,0,5575234.457886652,0,0,0,0
Vac_52,SOC,48,5575191.404455918,0,5575191.404455918,0,0,0,0
Vac_52,SOC,49,5575210.048271498,0,5575210.048271498,0,0,0,0
Vac_52,SOC,50,5575165.06327569,0,5575165.06327569,0,0,0,0
Vac_52,SOC,51,5575188.966134503,0,5575188.966134503,0,0,0,0
Vac_52,SOC,52,5575185.627465158,0,5575185.627465158,0,0,0,0
Vac_52,SOC,53,5575143.818353752,0,5575143.818353752,0,0,0,0
Vac_52,SOC,54,5575166.176095253,0,5575166.176095253,0,0,0,0
Vac_52,SOC,55,5575208.217005213,0,5575208.217005213,0,0,0,0
Vac_52,SOC,56,5575143.7622922,0,5575143.7622922,0,0,0,0
Vac_52,SOC,57,5575199.836218553,0,5575199.836218553,0,0,0,0
Vac_52,SOC,58,5575167.406937245,0,5575167.406937245,0,0,0,0
Vac_52,SOC,59,5575125.108962432,0,5575125.108962432,0,0,0,0
Vac_52,SOC,60,5575103.362045418,0,5575103.362045418,0,0,0,0
Vac_52,SOC,61,5575241.7977730455,0,5575241.7977730455,0,0,0,0
Vac_52,SOC,62,5575219.477573979,0,5575219.477573979,0,0,0,0
Vac_52,SOC,63,5575182.490781415,0,5575182.490781415,0,0,0,0
Vac_52,SOC,64,5575271.350457886,0,5575271.350457886,0,0,0,0
Vac_52,SOC,65,5575183.529314755,0,5575183.529314755,0,0,0,0
Vac_52,SOC,66,5575174.054173656,0,5575174.054173656,0,0,0,0
Vac_52,SOC,67,5575173.708959785,0,5575173.708959785,0,0,0,0
Vac_52,SOC,68,5575179.46004111,0,5575179.46004111,0,0,0,0
Vac_52,SOC,69,5575172.628480814,0,5575172.628480814,0,0,0,0
Vac_52,SOC,70,5575208.586552066,0,5575208.586552066,0,0,0,0
Vac_52,SOC,71,5575172.932401474,0,5575172.932401474,0,0,0,0
Vac_52,SOC,72,5575189.827500349,0,5575189.827500349,0,0,0,0
Vac_52,SOC,73,5575149.609248727,0,5575149.609248727,0,0,0,0
Vac_52,SOC,74,5575233.126478137,0,5575233.126478137,0,0,0,0
Vac_52,SOC,75,5575087.999131367,0,5575087.999131367,0,0,0,0
Vac_52,SOC,76,5575218.434420101,0,5575218.434420101,0,0,0,0
Vac_52,SOC,77,5575128.085858097,0,5575128.085858097,0,0,0,0
Vac_52,SOC,78,5575209.042249708,0,5575209.042249708,0,0,0,0
Vac_52,SOC,79,5575128.537233698,0,5575128.537233698,0,0,0,0
Vac_52,SOC,80,5575190.460591802,0,5575190.460591802,0,0,0,0
Vac_52,SOC,81,5575137.6419223165,0,5575137.6419223165,0,0,0,0
Vac_52,SOC,82,5575179.846116989,0,5575179.846116989,0,0,0,0
Vac_52,SOC,83,5575165.158791589,0,5575165.158791589,0,0,0,0
Vac_52,SOC,84,5575140.076210632,0,5575140.076210632,0,0,0,0
Vac_52,SOC,85,5575227.586293595,0,5575227.586293595,0,0,0,0
Vac_52,SOC,86,5575191.489443902,0,5575191.489443902,0,0,0,0
Vac_52,SOC,87,5575102.815398736,0,5575102.815398736,0,0,0,0
Vac_52,SOC,88,5575116.596064418,0,5575116.596064418,0,0,0,0
Vac_52,SOC,89,5575149.506909606,0,5575149.506909606,0,0,0,0
Vac_52,SOC,90,5575192.192123688,0,5575192.192123688,0,0,0,0
Vac_52,SOC,91,5575119.845113919,0,5575119.845113919,0,0,0,0
Vac_52,SOC,92,5575244.553880096,0,5575244.553880096,0,0,0,0
Vac_52,SOC,93,5575197.925702234,0,5575197.925702234,0,0,0,0
Vac_52,SOC,94,5575188.422352191,0,5575188.422352191,0,0,0,0
Vac_52,SOC,95,5575140.476270187,0,5575140.476270187,0,0,0,0
Vac_52,SOC,96,5575149.690573657,0,5575149.690573657,0,0,0,0
Vac_52,SOC,97,5575167.048991828,0,5575167.048991828,0,0,0,0
Vac_52,SOC,98,5575175.959368871,0,5575175.959368871,0,0,0,0
Vac_52,SOC,99,5575143.11373801,0,5575143.11373801,0,0,0,0
Vac_52,SOC,100,5575175.313850102,0,5575175.313850102,0,0,0,0
Vac_53,SOC,1,5632116.47156382,0,5632116.47156382,0,0,0,0
Vac_53,SOC,2,5632109.220770997,0,5632109.220770997,0,0,0,0
Vac_53,SOC,3,5631953.522474785,0,5631953.522474785,0,0,0,0
Vac_53,SOC,4,5632021.537203385,0,5632021.537203385,0,0,0,0
Vac_53,SOC,5,5632082.255457264,0,5632082.255457264,0,0,0,0
Vac_53,SOC,6,5632037.1678357255,0,5632037.1678357255,0,0,0,0
Vac_53,SOC,7,5632023.62834258,0,5632023.62834258,0,0,0,0
Vac_53,SOC,8,5632042.12842205,0,5632042.12842205,0,0,0,0
Vac_53,SOC,9,5632039.220191032,0,5632039.220191032,0,0,0,0
Vac_53,SOC,10,5632070.182303999,0,5632070.182303999,0,0,0,0
Vac_53,SOC,11,5631989.369757958,0,5631989.369757958,0,0,0,0
Vac_53,SOC,12,5632019.986814457,0,5632019.986814457,0,0,0,0
Vac_53,SOC,13,5631941.438363955,0,5631941.438363955,0,0,0,0
Vac_53,SOC,14,5631985.966373618,0,5631985.966373618,0,0,0,0
Vac_53,SOC,15,5632017.820568793,0,5632017.820568793,0,0,0,0
Vac_53,SOC,16,5632004.220901001,0,5632004.220901001,0,0,0,0
Vac_53,SOC,17,5631971.750759425,0,5631971.750759425,0,0,0,0
Vac_53,SOC,18,5631948.564508752,0,5631948.564508752,0,0,0,0
Vac_53,SOC,19,5631984.692749172,0,5631984.692749172,0,0,0,0
Vac_53,SOC,20,5632009.299011479,0,5632009.299011479,0,0,0,0
Vac_53,SOC,21,5632016.825473843,0,5632016.825473843,0,0,0,0
Vac_53,SOC,22,5631936.260858476,0,5631936.260858476,0,0,0,0
Vac_53,SOC,23,5632011.873553488,0,5632011.873553488,0,0,0,0
Vac_53,SOC,24,5632051.840922688,0,5632051.840922688,0,0,0,0
Vac_53,SOC,25,5632062.912484161,0,5632062.912484161,0,0,0,0
Vac_53,SOC,26,5631997.176579599,0,5631997.176579599,0,0,0,0
Vac_53,SOC,27,5631975.435707715,0,5631975.435707715,0,0,0,0
Vac_53,SOC,28,5632002.647792574,0,5632002.647792574,0,0,0,0
Vac_53,SOC,29,5631976.177510226,0,5631976.177510226,0,0,0,0
Vac_53,SOC,30,5631971.189160519,0,5631971.189160519,0,0,0,0
Vac_53,SOC,31,5631982.748735639,0,5631982.748735639,0,0,0,0
Vac_53,SOC,32,5632079.100554213,0,5632079.100554213,0,0,0,0
Vac_53,SOC,33,5632049.318564014,0,5632049.318564014,0,0,0,0
Vac_53,SOC,34,5632066.945811205,0,5632066.945811205,0,0,0,0
Vac_53,SOC,35,5632014.156526926,0,5632014.156526926,0,0,0,0
Vac_53,SOC,36,5632061.391656642,0,5632061.391656642,0,0,0,0
Vac_53,SOC,37,5632008.197092564,0,5632008.197092564,0,0,0,0
Vac_53,SOC,38,5632030.293436115,0,5632030.293436115,0,0,0,0
Vac_53,SOC,39,5631996.203306459,0,5631996.203306459,0,0,0,0
Vac_53,SOC,40,5631996.056430613,0,5631996.056430613,0,0,0,0
Vac_53,SOC,41,5632034.998328419,0,5632034.998328419,0,0,0,0
Vac_53,SOC,42,5632075.881787985,0,5632075.881787985,0,0,0,0
Vac_53,SOC,43,5632029.761097166,0,5632029.761097166,0,0,0,0
Vac_53,SOC,44,5632042.92384786,0,5632042.92384786,0,0,0,0
Vac_53,SOC,45,5632065.9893041495,0,5632065.9893041495,0,0,0,0
Vac_53,SOC,46,5632056.225165798,0,5632056.225165798,0,0,0,0
Vac_53,SOC,47,5632068.054908084,0,5632068.054908084,0,0,0,0
Vac_53,SOC,48,5632027.992153961,0,5632027.992153961,0,0,0,0
Vac_53,SOC,49,5632039.0658598635,0,5632039.0658598635,0,0,0,0
Vac_53,SOC,50,5632003.089739724,0,5632003.089739724,0,0,0,0
Vac_53,SOC,51,5632024.867818586,0,5632024.867818586,0,0,0,0
Vac_53,SOC,52,5632028.207751365,0,5632028.207751365,0,0,0,0
Vac_53,SOC,53,5631981.989861404,0,5631981.989861404,0,0,0,0
Vac_53,SOC,54,5631996.7008584235,0,5631996.7008584235,0,0,0,0
Vac_53,SOC,55,5632044.724701024,0,5632044.724701024,0,0,0,0
Vac_53,SOC,56,5631988.413912959,0,5631988.413912959,0,0,0,0
Vac_53,SOC,57,5632027.232044873,0,5632027.232044873,0,0,0,0
Vac_53,SOC,58,5632010.3938049665,0,5632010.3938049665,0,0,0,0
Vac_53,SOC,59,5631963.296905843,0,5631963.296905843,0,0,0,0
Vac_53,SOC,60,5631927.784571991,0,5631927.784571991,0,0,0,0
Vac_53,SOC,61,5632083.535109858,0,5632083.535109858,0,0,0,0
Vac_53,SOC,62,5632065.427338754,0,5632065.427338754,0,0,0,0
Vac_53,SOC,63,5632007.978541071,0,5632007.978541071,0,0,0,0
Vac_53,SOC,64,5632108.913043199,0,5632108.913043199,0,0,0,0
