Eligibility,Agp,Arm,N_All,N,N_Uptake,N_Doses,dRisk_HZ,dC_Med_d,dQ_All_d,Thres,Prop_Uptake,Prop_Doses,Prop_Case,Prop_dQ,Prop_dC_Med,Scenario
ZVL_90,"[85,90)",ReRZV_2d,940569,344417.71727378963,46752.586205033294,93505.17241006659,-2333.6321502355718,-702794.0127477956,204.35444414519876,90.03275847026214,1.4092509556325326,1.4092509556325326,1.2853355071327317,1.2565350022879107,1.4383232280517828,Cont_2d
UV_95,"[85,90)",RZV_2d,940569,596151.2827262104,80923.8690085801,161847.7380171602,-3282.8727192919605,-1661694.6974283005,471.2298790982051,88.192646116255915,1.5409221436709246,1.5409221436709246,1.3578659945249756,1.339972607202654,1.6087186524689037,Cont_2d
UV_95,"[90,95)",RZV_2d,417138,417138,56623.91719788369,113247.83439576738,-1653.2181399321512,-959013.6432420936,232.54928996703006,86.01181484671056,1.6330548918968206,1.6330548918968206,1.3943915402003617,1.381148595059378,1.7070589414611883,Cont_2d
UV_100,"[95,100)",RZV_2d,109064,109064,14804.767020194724,29609.534040389448,-275.0341264485477,-154602.14238927266,33.60184985853203,85.1673426194837,1.6571437211392035,1.6571437211392035,1.4004680350713283,1.3870982557181337,1.7229123336089676,Cont_2d
New2023,"[65,70)",RZV_2d,2965505,640873,308987.7238558622,617975.4477117244,-23053.023438093365,-4243967.955552667,2765.352047040404,96.36468425545011,0.5027537757131506,0.5027537757131506,0.5093243536381621,0.4896428723761993,0.43518988302618733,Boost_1d
SOC,"[70,75)",RZV_2d,2662322,1053476.2497747962,241224.43116069655,482448.8623213931,-17869.59654937055,-4187510.240012758,2299.4163918788545,99.71321605085983,0.8952499307282626,0.8952499307282626,0.9041281301026185,0.8967855535814572,0.8645904135221341,Boost_1d
SOC,"[75,80)",RZV_2d,2423598,474263.87725610525,64378.40358753453,128756.80717506906,-4339.349665907224,-1320513.1100258601,582.9233851654316,99.82729645732297,1,1,1,1,1,Boost_1d
ZVL_85,"[80,85)",ReRZV_1d,1508497,1075401.782433929,256661.78948319663,256661.78948319663,-10049.10679902931,-3006789.0037067826,1101.1970025376017,99.42945931660965,1.4176142732588461,1.208807136629423,1.2220209786712375,1.1949817796080031,1.308325644423293,Boost_1d
UV_85,"[80,85)",RZV_1d,1508497,433095.21756607096,76705.70267800335,76705.70267800335,-3462.429711766122,-1362810.6794243227,484.0300541320999,101.61601863246396,1.5424220849053891,1.2712110424526946,1.2985185270166228,1.2806858281306126,1.4480725573069169,Boost_1d
ZVL_90,"[85,90)",ReRZV_1d,940569,344417.71727378963,46752.586205033294,46752.586205033294,-1804.8925917992724,-541485.516255079,158.46255002809337,100.96972870428283,1.618493195257656,1.309246597628828,1.338395107855275,1.3087437595765756,1.5035981929732058,Boost_1d
UV_95,"[85,90)",RZV_1d,940569,596151.2827262104,80923.8690085801,80923.8690085801,-2739.0412930148013,-1386413.949429504,394.4365635151354,101.6230642531243,1.7501643832960483,1.3750821916480243,1.3989103994784886,1.3785840723629519,1.645765459737954,Boost_1d
UV_95,"[90,95)",RZV_1d,417138,417138,56623.91719788369,56623.91719788369,-1395.013892044575,-812932.8441166244,196.98840547994115,101.04969183662179,1.842297131521944,1.4211485657609721,1.4297312829426414,1.4134635260611657,1.7291261620440084,Boost_1d
UV_100,"[95,100)",RZV_1d,109064,109064,14804.767020194724,14804.767020194724,-236.05748812828034,-133546.53503447553,28.73836839657502,100.60255332107992,1.8663859607643272,1.4331929803821637,1.4349466434303992,1.4185520417400876,1.7428204456882022,Boost_1d
New2023,"[65,70)",RZV_2d,2965505,640873,308987.7238558622,617975.4477117244,-23053.023438093365,-4243967.955552667,2765.352047040404,96.36468425545011,0.5027537757131506,0.5027537757131506,0.5093243536381621,0.4896428723761993,0.43518988302618733,Boost_2d
SOC,"[70,75)",RZV_2d,2662322,1053476.2497747962,241224.43116069655,482448.8623213931,-17869.59654937055,-4187510.240012758,2299.4163918788545,99.71321605085983,0.8952499307282626,0.8952499307282626,0.9041281301026185,0.8967855535814572,0.8645904135221341,Boost_2d
SOC,"[75,80)",RZV_2d,2423598,474263.87725610525,64378.40358753453,128756.80717506906,-4339.349665907224,-1320513.1100258601,582.9233851654316,99.82729645732297,1,1,1,1,1,Boost_2d
ZVL_85,"[80,85)",ReRZV_2d,1508497,1075401.782433929,256661.78948319663,513323.57896639325,-13433.578842080069,-4052669.7440618104,1465.8056421343279,89.56911893360916,1.4176142732588461,1.4176142732588461,1.2967961612134467,1.2595406562170004,1.4155735600110944,Boost_2d
UV_85,"[80,85)",RZV_2d,1508497,433095.21756607096,76705.70267800335,153411.4053560067,-4222.885066112589,-1675235.222547981,589.5029085559404,89.42373749071992,1.5424220849053891,1.5424220849053891,1.390094908449871,1.3639200959806919,1.5873574726554265,Boost_2d
ZVL_90,"[85,90)",ReRZV_2d,940569,344417.71727378963,46752.586205033294,93505.17241006659,-2333.6321502355718,-702794.0127477956,204.35444414519876,87.62839170712141,1.618493195257656,1.618493195257656,1.441653251317121,1.4001038061600832,1.659424191208062,Boost_2d
UV_95,"[85,90)",RZV_2d,940569,596151.2827262104,80923.8690085801,161847.7380171602,-3282.8727192919605,-1661694.6974283005,471.2298790982051,86.18916458709276,1.7501643832960483,1.7501643832960483,1.5141837387093648,1.4835414110748264,1.829819615625183,Boost_2d
UV_95,"[90,95)",RZV_2d,417138,417138,56623.91719788369,113247.83439576738,-1653.2181399321512,-959013.6432420936,232.54928996703006,84.35621871964665,1.842297131521944,1.842297131521944,1.5507092843847512,1.5247173989315506,1.9281599046174676,Boost_2d
UV_100,"[95,100)",RZV_2d,109064,109064,14804.767020194724,29609.534040389448,-275.0341264485477,-154602.14238927266,33.60184985853203,83.62778928157398,1.8663859607643272,1.8663859607643272,1.5567857792557176,1.530667059590306,1.9440132967652468,Boost_2d
