Scenario,Arm,Age0,Age1,Index,M,L,U
Overall,ReVac_RZV1,70,72,C_Med,24.955248023422012,15.216397836656254,29.94271820492363
Overall,ReVac_RZV1,70,72,C_VacZVL,110,110,110
Overall,ReVac_RZV1,70,72,C_VacRZV,83.73875961654196,83.73875013842074,83.7387658725411
Overall,ReVac_RZV1,70,72,C_Vac,193.73875961654196,193.73875013842076,193.73876587254108
Overall,ReVac_RZV1,70,72,C_All,218.69401069881934,208.95516076837455,223.68147743458346
Overall,ReVac_RZV1,70,72,C_Hosp_d,8.655948137431942,5.083623459586253,11.033594173864845
Overall,ReVac_RZV1,70,72,C_GP_NonPHN_d,4.718683338461269,3.3937845302442202,5.614634697639091
Overall,ReVac_RZV1,70,72,C_GP_PHN_d,1.8997410733727231,1.301689404463039,2.3409863829781834
Overall,ReVac_RZV1,70,72,C_GP_d,6.612189020617288,4.753264777673464,7.903170101330812
Overall,ReVac_RZV1,70,72,C_Med_d,15.504369732342974,10.05805954595998,18.798809836994252
Overall,ReVac_RZV1,70,72,C_VacZVL_d,110,110,110
Overall,ReVac_RZV1,70,72,C_VacRZV_d,78.17102813745194,78.17101928952438,78.17103397749409
Overall,ReVac_RZV1,70,72,C_Vac_d,188.17102813745194,188.17101928952437,188.1710339774941
Overall,ReVac_RZV1,70,72,C_All_d,203.67539535461916,198.22909379100537,206.96984074575104
Overall,ReVac_RZV1,70,72,N_VacZVL,1,1,1
Overall,ReVac_RZV1,70,72,N_VacRZV,0.98516187784167,0.9851617663343617,0.9851619514416599
Overall,ReVac_RZV1,70,72,N_VacZVL_d,1,1,1
Overall,ReVac_RZV1,70,72,N_VacRZV_d,0.9196591545582582,0.9196590504649926,0.9196592232646361
Overall,ReVac_RZV1,70,73,N0,1,1,1
Overall,ReVac_RZV1,70,73,Year0,2024,2024,2024
Overall,ReVac_RZV1,70,73,Year_Life,16.743408392049922,16.74326744231195,16.743623451031716
Overall,ReVac_RZV1,70,73,Year_Immunised,7.652626700816347,6.2008528404554655,10.289900087416108
Overall,ReVac_RZV1,70,73,Risk_HZ,0.08236367352559901,0.057726136712586223,0.096759357377957
Overall,ReVac_RZV1,70,73,Risk_Hosp,0.004285983532187912,0.002504077105965719,0.005360098233538544
Overall,ReVac_RZV1,70,73,Risk_PHN,0.006831587590409057,0.004595620159751522,0.008322678971674583
Overall,ReVac_RZV1,70,73,Risk_Death,6.593546793605069e-7,1.9868945972584954e-7,9.078478421538602e-7
Overall,ReVac_RZV1,70,73,Q_Life,12.799624014776155,12.799525921378795,12.799772176430391
Overall,ReVac_RZV1,70,73,Q_HZ,-0.009983008852978027,-0.012066144397583243,-0.006699181015702939
Overall,ReVac_RZV1,70,73,Q_All,12.789630896922054,12.78748316707888,12.793057808833927
Overall,ReVac_RZV1,70,73,Q_HZ_d,-0.006681316765933355,-0.008060463057169466,-0.004732779632909612
Overall,ReVac_RZV1,70,73,Q_Life_d,9.427779114337817,9.427731499683315,9.42784765705858
Overall,ReVac_RZV1,70,73,Q_All_d,9.421097482983512,9.419684216247832,9.423114463740122
Overall,ReVac_RZV1,70,73,C_Hosp,14.542115847745618,8.300875687360143,18.174299816446656
Overall,ReVac_RZV1,70,73,C_GP_NonPHN,6.757591547616297,4.797112464017055,7.955867206838536
Overall,ReVac_RZV1,70,73,C_GP_PHN,2.7480434912637266,1.8835646870627936,3.414267990282872
Overall,ReVac_RZV1,70,73,C_GP,9.543847497043723,6.703323294521655,11.206982981202506
Overall,ReVac_RZV1,70,73,C_Med,24.288297469333294,15.2152248679102,29.17660682763867
Overall,ReVac_RZV1,70,73,C_VacZVL,110,110,110
Overall,ReVac_RZV1,70,73,C_VacRZV,82.36775970575059,82.36773864165312,82.36777352952153
Overall,ReVac_RZV1,70,73,C_Vac,192.3677597057506,192.3677386416531,192.36777352952154
Overall,ReVac_RZV1,70,73,C_All,216.65605869197896,207.5830020016636,221.5443652249967
Overall,ReVac_RZV1,70,73,C_Hosp_d,8.41669661544358,5.10395733863159,10.717917674137276
Overall,ReVac_RZV1,70,73,C_GP_NonPHN_d,4.641679530852146,3.473044822305684,5.466627269403129
Overall,ReVac_RZV1,70,73,C_GP_PHN_d,1.8556372109538914,1.3307877055432604,2.2714420530770583
Overall,ReVac_RZV1,70,73,C_GP_d,6.483644402590352,4.822223263290015,7.7279532662559465
Overall,ReVac_RZV1,70,73,C_Med_d,15.074444460209445,9.973439014828964,18.305722634269223
Overall,ReVac_RZV1,70,73,C_VacZVL_d,110,110,110
Overall,ReVac_RZV1,70,73,C_VacRZV_d,74.29100004881818,74.29098105020914,74.29101251706756
Overall,ReVac_RZV1,70,73,C_Vac_d,184.2910000488182,184.29098105020913,184.29101251706754
Overall,ReVac_RZV1,70,73,C_All_d,199.36545252451313,194.26443863446426,202.59672436256523
Overall,ReVac_RZV1,70,73,N_VacZVL,1,1,1
Overall,ReVac_RZV1,70,73,N_VacRZV,0.9690324671264774,0.9690322193135661,0.9690326297590768
Overall,ReVac_RZV1,70,73,N_VacZVL_d,1,1,1
Overall,ReVac_RZV1,70,73,N_VacRZV_d,0.874011765280214,0.8740115417671662,0.8740119119655007
Overall,ReVac_RZV1,70,74,N0,1,1,1
Overall,ReVac_RZV1,70,74,Year0,2024,2024,2024
Overall,ReVac_RZV1,70,74,Year_Life,16.743429202871877,16.743286621528902,16.74362908401999
Overall,ReVac_RZV1,70,74,Year_Immunised,7.776077994890867,6.38050677240463,10.165973588106453
Overall,ReVac_RZV1,70,74,Risk_HZ,0.08089765282272522,0.05861544890976293,0.09407373150583512
Overall,ReVac_RZV1,70,74,Risk_Hosp,0.004158817280061306,0.0024955193718902706,0.005200421985819758
Overall,ReVac_RZV1,70,74,Risk_PHN,0.006642157401442796,0.00465914025591188,0.008099322701417737
Overall,ReVac_RZV1,70,74,Risk_Death,6.222981567702058e-7,1.966385431373524e-7,8.676324844255211e-7
Overall,ReVac_RZV1,70,74,Q_Life,12.799638950875483,12.79953993563025,12.799775964554636
Overall,ReVac_RZV1,70,74,Q_HZ,-0.009800100154888948,-0.011823242558594772,-0.006780858334640331
Overall,ReVac_RZV1,70,74,Q_All,12.789845547980327,12.787745179285752,12.792976681140289
Overall,ReVac_RZV1,70,74,Q_HZ_d,-0.006593509243691138,-0.007900691379788672,-0.004848599204881179
Overall,ReVac_RZV1,70,74,Q_Life_d,9.427783969788873,9.427739322222248,9.427848938296268
Overall,ReVac_RZV1,70,74,Q_All_d,9.421173077862104,9.41985049309496,9.423000395230297
Overall,ReVac_RZV1,70,74,C_Hosp,14.097756269997085,8.273225062724737,17.628287570951844
Overall,ReVac_RZV1,70,74,C_GP_NonPHN,6.6819993228781795,4.896495260907808,7.770658741386442
Overall,ReVac_RZV1,70,74,C_GP_PHN,2.69209398007885,1.9050110304375178,3.324243717413136
Overall,ReVac_RZV1,70,74,C_GP,9.394453945941452,6.849825024177298,10.974409594649583
Overall,ReVac_RZV1,70,74,C_Med,23.658252887321805,15.428763442586192,28.56308759072148
Overall,ReVac_RZV1,70,74,C_VacZVL,110,110,110
Overall,ReVac_RZV1,70,74,C_VacRZV,80.87490221193411,80.874868115175,80.8749252663349
Overall,ReVac_RZV1,70,74,C_Vac,190.8749022119341,190.87486811517502,190.8749252663349
Overall,ReVac_RZV1,70,74,C_All,214.53315968061162,206.30369715232064,219.4379830248872
Overall,ReVac_RZV1,70,74,C_Hosp_d,8.201860039107954,5.1254002349122265,10.462430986112311
Overall,ReVac_RZV1,70,74,C_GP_NonPHN_d,4.611889909921338,3.580029081499099,5.373987211382192
Overall,ReVac_RZV1,70,74,C_GP_PHN_d,1.8291250110222346,1.3516468431225965,2.2307441123679044
Overall,ReVac_RZV1,70,74,C_GP_d,6.426271097184976,5.002105964774505,7.582403379617437
Overall,ReVac_RZV1,70,74,C_Med_d,14.763496316218664,9.961938766054068,17.918228792055938
Overall,ReVac_RZV1,70,74,C_VacZVL_d,110,110,110
Overall,ReVac_RZV1,70,74,C_VacRZV_d,70.47780494847207,70.47777523511634,70.47782503905044
Overall,ReVac_RZV1,70,74,C_Vac_d,180.47780494847206,180.47777523511633,180.47782503905043
Overall,ReVac_RZV1,70,74,C_All_d,195.24130247429179,190.43974304922537,198.3960216098232
Overall,ReVac_RZV1,70,74,N_VacZVL,1,1,1
Overall,ReVac_RZV1,70,74,N_VacRZV,0.9514694377874603,0.9514690366491176,0.9514697090157047
Overall,ReVac_RZV1,70,74,N_VacZVL_d,1,1,1
Overall,ReVac_RZV1,70,74,N_VacRZV_d,0.8291506464526126,0.8291502968837217,0.8291508828123583
Overall,ReVac_RZV1,70,75,N0,1,1,1
Overall,ReVac_RZV1,70,75,Year0,2024,2024,2024
Overall,ReVac_RZV1,70,75,Year_Life,16.743444644166306,16.74331126067885,16.743632102165094
Overall,ReVac_RZV1,70,75,Year_Immunised,7.836420072369089,6.501664712096644,9.943542568035188
Overall,ReVac_RZV1,70,75,Risk_HZ,0.08036678664708943,0.06010109094180443,0.09256689987735148
Overall,ReVac_RZV1,70,75,Risk_Hosp,0.004059765798861102,0.0025132800743271877,0.005059470015123167
Overall,ReVac_RZV1,70,75,Risk_PHN,0.0065268961416191556,0.0048076957399666755,0.007941405406959857
Overall,ReVac_RZV1,70,75,Risk_Death,5.859076244895477e-7,1.965221507452317e-7,8.277385048621242e-7
Overall,ReVac_RZV1,70,75,Q_Life,12.799648961641989,12.799557080586391,12.799777918786688
Overall,ReVac_RZV1,70,75,Q_HZ,-0.009680060391974792,-0.011620126000142526,-0.00694835178500325
Overall,ReVac_RZV1,70,75,Q_All,12.789978949884915,12.787960776429689,12.792829929966905
Overall,ReVac_RZV1,70,75,Q_HZ_d,-0.0065852939636307315,-0.007821614253225528,-0.005017766866301232
Overall,ReVac_RZV1,70,75,Q_Life_d,9.427787770189557,9.427744114655567,9.42784906874683
Overall,ReVac_RZV1,70,75,Q_All_d,9.421204832997965,9.419935518545401,9.422821025236104
Overall,ReVac_RZV1,70,75,C_Hosp,13.741271386691725,8.30194534344366,17.062318221411367
Overall,ReVac_RZV1,70,75,C_GP_NonPHN,6.642097615775846,5.030980048704529,7.699872147053828
Overall,ReVac_RZV1,70,75,C_GP_PHN,2.6529561093076373,1.955638129753484,3.2483982613244846
Overall,ReVac_RZV1,70,75,C_GP,9.291805508121282,7.065747511361399,10.817756799343876
Overall,ReVac_RZV1,70,75,C_Med,23.12650470203252,15.383198424604949,27.976801514902043
Overall,ReVac_RZV1,70,75,C_VacZVL,110,110,110
Overall,ReVac_RZV1,70,75,C_VacRZV,79.24577637496503,79.24572067877727,79.24581048925549
Overall,ReVac_RZV1,70,75,C_Vac,189.24577637496503,189.24572067877727,189.2458104892555
Overall,ReVac_RZV1,70,75,C_All,212.37226599933604,204.62897354811128,217.22256899035955
Overall,ReVac_RZV1,70,75,C_Hosp_d,8.017006332203088,5.184457851672998,10.216419285622752
Overall,ReVac_RZV1,70,75,C_GP_NonPHN_d,4.639802414314268,3.7353994117230958,5.355593681705621
Overall,ReVac_RZV1,70,75,C_GP_PHN_d,1.816211929941899,1.3812046742118824,2.192815437066004
Overall,ReVac_RZV1,70,75,C_GP_d,6.44475686308998,5.149541734301329,7.483663272525361
Overall,ReVac_RZV1,70,75,C_Med_d,14.56395520742564,10.32051579983859,17.567164787759406
Overall,ReVac_RZV1,70,75,C_VacZVL_d,110,110,110
Overall,ReVac_RZV1,70,75,C_VacRZV_d,66.72281729459172,66.72277039989613,66.7228460179089
Overall,ReVac_RZV1,70,75,C_Vac_d,176.72281729459172,176.72277039989612,176.72284601790892
Overall,ReVac_RZV1,70,75,C_All_d,191.28676426280583,187.0433457645796,194.29000358314647
Overall,ReVac_RZV1,70,75,N_VacZVL,1,1,1
Overall,ReVac_RZV1,70,75,N_VacRZV,0.9323032514701768,0.9323025962209092,0.9323036528147705
Overall,ReVac_RZV1,70,75,N_VacZVL_d,1,1,1
Overall,ReVac_RZV1,70,75,N_VacRZV_d,0.7849743211128438,0.7849737694105429,0.7849746590342224
Overall,ReVac_RZV1,70,76,N0,1,1,1
Overall,ReVac_RZV1,70,76,Year0,2024,2024,2024
Overall,ReVac_RZV1,70,76,Year_Life,16.743456762321483,16.743330647447884,16.743632430516772
Overall,ReVac_RZV1,70,76,Year_Immunised,7.818786844862963,6.56254902128287,9.691314680324258
Overall,ReVac_RZV1,70,76,Risk_HZ,0.08001416085168711,0.06214348013035265,0.09160527866556006
Overall,ReVac_RZV1,70,76,Risk_Hosp,0.003946131605658664,0.002546368506447551,0.004937991894685374
Overall,ReVac_RZV1,70,76,Risk_PHN,0.006480062735311343,0.004963665168284601,0.007853879414255435
Overall,ReVac_RZV1,70,76,Risk_Death,5.506171211573508e-7,1.975977511757774e-7,7.800336767033795e-7
Overall,ReVac_RZV1,70,76,Q_Life,12.799656903553526,12.799570337418679,12.799777988556189
Overall,ReVac_RZV1,70,76,Q_HZ,-0.009612513761276713,-0.011467937577097952,-0.007169954329857098
Overall,ReVac_RZV1,70,76,Q_All,12.790033826267607,12.788124682010734,12.79258735197317
Overall,ReVac_RZV1,70,76,Q_HZ_d,-0.006607112121277145,-0.007780686646229486,-0.005208487069576845
Overall,ReVac_RZV1,70,76,Q_Life_d,9.42779202993948,9.427748979197991,9.427847491802218
Overall,ReVac_RZV1,70,76,Q_All_d,9.421179412223772,9.419981003653481,9.422628552538502
Overall,ReVac_RZV1,70,76,C_Hosp,13.345149442764779,8.388779145961632,16.64719314608663
Overall,ReVac_RZV1,70,76,C_GP_NonPHN,6.62879236202371,5.2578007898718795,7.602526449332788
Overall,ReVac_RZV1,70,76,C_GP_PHN,2.648494905230652,2.01574730065874,3.2001386442244573
Overall,ReVac_RZV1,70,76,C_GP,9.269572271006542,7.301602855304295,10.723974196454467
Overall,ReVac_RZV1,70,76,C_Med,22.740266570542058,15.509624018067722,27.482776518217417
Overall,ReVac_RZV1,70,76,C_VacZVL,110,110,110
Overall,ReVac_RZV1,70,76,C_VacRZV,77.46840147171687,77.46832381854468,77.46845070958739
Overall,ReVac_RZV1,70,76,C_Vac,187.46840147171687,187.4683238185447,187.46845070958742
Overall,ReVac_RZV1,70,76,C_All,210.20864573482595,202.97804609787457,214.95116315812228
Overall,ReVac_RZV1,70,76,C_Hosp_d,7.801677515096511,5.2544977968959845,9.949122556538827
Overall,ReVac_RZV1,70,76,C_GP_NonPHN_d,4.708095385480872,3.879238240339117,5.310056244369588
Overall,ReVac_RZV1,70,76,C_GP_PHN_d,1.8242618202878318,1.434250775994103,2.174644899924985
Overall,ReVac_RZV1,70,76,C_GP_d,6.522011331462753,5.372298594183947,7.434268902682195
Overall,ReVac_RZV1,70,76,C_Med_d,14.463625452870062,10.772205220365764,17.28368942636421
Overall,ReVac_RZV1,70,76,C_VacZVL_d,110,110,110
Overall,ReVac_RZV1,70,76,C_VacRZV_d,63.02059451073336,63.02053133982774,63.02063456577274
Overall,ReVac_RZV1,70,76,C_Vac_d,173.02059451073336,173.02053133982776,173.02063456577275
Overall,ReVac_RZV1,70,76,C_All_d,187.48422274484605,183.7928168253733,190.30431486805372
Overall,ReVac_RZV1,70,76,N_VacZVL,1,1,1
Overall,ReVac_RZV1,70,76,N_VacRZV,0.9113929584907868,0.911392044924055,0.9113935377598517
Overall,ReVac_RZV1,70,76,N_VacZVL_d,1,1,1
Overall,ReVac_RZV1,70,76,N_VacRZV_d,0.7414187589498042,0.7414180157626792,0.7414192301855618
Overall,ReVac_RZV1,70,77,N0,1,1,1
Overall,ReVac_RZV1,70,77,Year0,2024,2024,2024
Overall,ReVac_RZV1,70,77,Year_Life,16.743466122217292,16.743341332390195,16.743628817631045
Overall,ReVac_RZV1,70,77,Year_Immunised,7.739758849466435,6.570367685932487,9.417690536839688
Overall,ReVac_RZV1,70,77,Risk_HZ,0.08031831418315133,0.06473061313153596,0.09159730417059957
Overall,ReVac_RZV1,70,77,Risk_Hosp,0.0038646320652790623,0.002594029359044489,0.004846036457762903
Overall,ReVac_RZV1,70,77,Risk_PHN,0.00649541567430203,0.005138042944566135,0.00778916684629201
Overall,ReVac_RZV1,70,77,Risk_Death,5.167471218303466e-7,1.9159025655576625e-7,7.39825212600197e-7
Overall,ReVac_RZV1,70,77,Q_Life,12.79966381785249,12.79957720533588,12.799774718238902
Overall,ReVac_RZV1,70,77,Q_HZ,-0.009602415153613214,-0.011412457753382293,-0.007410845182236191
Overall,ReVac_RZV1,70,77,Q_All,12.790052423587682,12.788190899758176,12.792344071642551
Overall,ReVac_RZV1,70,77,Q_HZ_d,-0.006678125513101751,-0.007814264453679443,-0.005424195084364154
Overall,ReVac_RZV1,70,77,Q_Life_d,9.427795714679334,9.42775418895553,9.427845493581504
Overall,ReVac_RZV1,70,77,Q_All_d,9.42111881675511,9.419952100071027,9.422410826389989
Overall,ReVac_RZV1,70,77,C_Hosp,13.002797342666963,8.525371170213791,16.315586895662708
Overall,ReVac_RZV1,70,77,C_GP_NonPHN,6.66769392444797,5.451526383665742,7.5951442697097455
Overall,ReVac_RZV1,70,77,C_GP_PHN,2.6379232252216305,2.0594690182504207,3.1741929473793458
Overall,ReVac_RZV1,70,77,C_GP,9.314146424350382,7.534579389331517,10.67223577039848
Overall,ReVac_RZV1,70,77,C_Med,22.372933454994005,16.126874596992465,26.951145545633064
Overall,ReVac_RZV1,70,77,C_VacZVL,110,110,110
Overall,ReVac_RZV1,70,77,C_VacRZV,75.5297692646699,75.52967044234451,75.52983567166658
Overall,ReVac_RZV1,70,77,C_Vac,185.52976926466988,185.5296704423445,185.52983567166658
Overall,ReVac_RZV1,70,77,C_All,207.90269032467904,201.65667430858915,212.4809696472874
Overall,ReVac_RZV1,70,77,C_Hosp_d,7.679549973299756,5.386194378272272,9.66476615537729
Overall,ReVac_RZV1,70,77,C_GP_NonPHN_d,4.793014369253002,4.065961512348367,5.352056912995214
Overall,ReVac_RZV1,70,77,C_GP_PHN_d,1.8420617396214436,1.5053201434590229,2.17425113500466
Overall,ReVac_RZV1,70,77,C_GP_d,6.656443929907972,5.596846211535354,7.469745750641372
Overall,ReVac_RZV1,70,77,C_Med_d,14.332697270500342,11.06046129352248,17.10384192215906
Overall,ReVac_RZV1,70,77,C_VacZVL_d,110,110,110
Overall,ReVac_RZV1,70,77,C_VacRZV_d,59.36571590456511,59.36563823111064,59.36576809986422
Overall,ReVac_RZV1,70,77,C_Vac_d,169.3657159045651,169.36563823111064,169.36576809986423
Overall,ReVac_RZV1,70,77,C_All_d,183.69841453800592,180.42616157751368,186.46960090949744
Overall,ReVac_RZV1,70,77,N_VacZVL,1,1,1
Overall,ReVac_RZV1,70,77,N_VacRZV,0.8885855207608222,0.8885843581452296,0.8885863020196068
Overall,ReVac_RZV1,70,77,N_VacZVL_d,1,1,1
Overall,ReVac_RZV1,70,77,N_VacRZV_d,0.6984201871125306,0.698419273307184,0.6984208011748733
Overall,ReVac_RZV1,70,78,N0,1,1,1
Overall,ReVac_RZV1,70,78,Year0,2024,2024,2024
Overall,ReVac_RZV1,70,78,Year_Life,16.74347567942493,16.743356572738236,16.743621977213962
Overall,ReVac_RZV1,70,78,Year_Immunised,7.63897498721892,6.530955737346385,9.098302344340953
Overall,ReVac_RZV1,70,78,Risk_HZ,0.08129471319241771,0.06757998029800164,0.09158934444192789
Overall,ReVac_RZV1,70,78,Risk_Hosp,0.0038109118828330967,0.002661628907857129,0.0047797061993460795
Overall,ReVac_RZV1,70,78,Risk_PHN,0.006550454355919324,0.005381742908628693,0.0077572353735288835
Overall,ReVac_RZV1,70,78,Risk_Death,4.880938477146104e-7,1.9021212054594166e-7,6.934865928587423e-7
Overall,ReVac_RZV1,70,78,Q_Life,12.799670787924228,12.799588745798129,12.799770619494652
Overall,ReVac_RZV1,70,78,Q_HZ,-0.009670287926872221,-0.011389588889618113,-0.007786133207371105
Overall,ReVac_RZV1,70,78,Q_All,12.79000252840564,12.78822183710915,12.792007231855415
Overall,ReVac_RZV1,70,78,Q_HZ_d,-0.006803530129092794,-0.007870591897349255,-0.00563257252109128
Overall,ReVac_RZV1,70,78,Q_Life_d,9.427797566066321,9.427757212664872,9.427842527908183
Overall,ReVac_RZV1,70,78,Q_All_d,9.421001216170753,9.419900753448552,9.42220674527773
Overall,ReVac_RZV1,70,78,C_Hosp,12.715861058632692,8.654809792497344,16.081553630837828
Overall,ReVac_RZV1,70,78,C_GP_NonPHN,6.782656535271656,5.664589176385083,7.57934351964235
Overall,ReVac_RZV1,70,78,C_GP_PHN,2.66878647448761,2.1567739369396186,3.1695828044607213
Overall,ReVac_RZV1,70,78,C_GP,9.4420910158889,7.822019791688289,10.671910900208216
Overall,ReVac_RZV1,70,78,C_Med,22.221940573031183,16.793296109448843,26.622495556717222
Overall,ReVac_RZV1,70,78,C_VacZVL,110,110,110
Overall,ReVac_RZV1,70,78,C_VacRZV,73.42230730538047,73.4221884464408,73.42239165087508
Overall,ReVac_RZV1,70,78,C_Vac,183.42230730538046,183.42218844644077,183.42239165087508
Overall,ReVac_RZV1,70,78,C_All,205.64427414901814,200.21558218923434,210.04479363668383
Overall,ReVac_RZV1,70,78,C_Hosp_d,7.630947886326664,5.5189032469498445,9.543486310472899
Overall,ReVac_RZV1,70,78,C_GP_NonPHN_d,4.901813699256761,4.240280387521922,5.42076979115268
Overall,ReVac_RZV1,70,78,C_GP_PHN_d,1.8882779387254942,1.5799926296245208,2.186165376555078
Overall,ReVac_RZV1,70,78,C_GP_d,6.803441892141549,5.852258432768505,7.54487380360626
Overall,ReVac_RZV1,70,78,C_Med_d,14.417564666005259,11.394312218063966,17.087180958669443
Overall,ReVac_RZV1,70,78,C_VacZVL_d,110,110,110
Overall,ReVac_RZV1,70,78,C_VacRZV_d,55.75774865176677,55.75765838891442,55.7578127047101
Overall,ReVac_RZV1,70,78,C_Vac_d,165.75774865176675,165.75765838891442,165.75781270471012
Overall,ReVac_RZV1,70,78,C_All_d,180.17526455458125,177.1520447508686,182.8449217151147
Overall,ReVac_RZV1,70,78,N_VacZVL,1,1,1
Overall,ReVac_RZV1,70,78,N_VacRZV,0.863791850651535,0.8637904523110683,0.8637928429514716
Overall,ReVac_RZV1,70,78,N_VacZVL_d,1,1,1
Overall,ReVac_RZV1,70,78,N_VacRZV_d,0.6559735135501972,0.6559724516342872,0.6559742671142365
Overall,ReVac_RZV1,70,79,N0,1,1,1
Overall,ReVac_RZV1,70,79,Year0,2024,2024,2024
Overall,ReVac_RZV1,70,79,Year_Life,16.74348329550761,16.743369572483836,16.743613242699137
Overall,ReVac_RZV1,70,79,Year_Immunised,7.478403538286682,6.424371398431468,8.780681186300617
