Scenario,Year,Index,Group,L,M,U
"Scheduled + [80, 85)",2035,IncPHN,All,1.1663490217805891e-4,1.2237892655111413e-4,1.2986691801378225e-4
"Scheduled + [80, 85)",2035,IncPHN,60u,1.5720434170229196e-4,1.6629821617247104e-4,1.778991892492874e-4
"Scheduled + [80, 85)",2035,IncPNH,80u,2.2485866150498022e-4,2.445110358378553e-4,2.6375601098637216e-4
"Scheduled + [80, 85)",2036,N,All,58832019.436452426,58832019.436452426,58832019.436452426
"Scheduled + [80, 85)",2036,N,60u,17249591,17249591,17249591
"Scheduled + [80, 85)",2036,N,80u,4167522,4167522,4167522
"Scheduled + [80, 85)",2036,IncHZ,All,0.003270348359995981,0.0033421741456408586,0.0034240219782445632
"Scheduled + [80, 85)",2036,IncHZ,60u,0.0023660587432277895,0.0024828585927375987,0.0026586135685533483
"Scheduled + [80, 85)",2036,IncHZ,80u,0.0023829696217891327,0.002548746178089865,0.0027842251662428593
"Scheduled + [80, 85)",2036,IncPHN,All,1.1533494389545375e-4,1.2109264364974749e-4,1.287263153302997e-4
"Scheduled + [80, 85)",2036,IncPHN,60u,1.521854727928941e-4,1.6155504598342808e-4,1.7300391554768535e-4
"Scheduled + [80, 85)",2036,IncPNH,80u,2.124517911369261e-4,2.317553431990506e-4,2.5113387397700373e-4
"Scheduled + [80, 85)",2037,N,All,58929570.80519893,58929570.80519893,58929570.80519893
"Scheduled + [80, 85)",2037,N,60u,17311250,17311250,17311250
"Scheduled + [80, 85)",2037,N,80u,4237769,4237769,4237769
"Scheduled + [80, 85)",2037,IncHZ,All,0.0032525406949964813,0.003324422784218802,0.003405333072918073
"Scheduled + [80, 85)",2037,IncHZ,60u,0.002298356726360285,0.002419005727268519,0.002597187963590007
"Scheduled + [80, 85)",2037,IncHZ,80u,0.002259076568936332,0.0024251174365267263,0.0026557541185600183
"Scheduled + [80, 85)",2037,IncPHN,All,1.1425904523530246e-4,1.2002770563456403e-4,1.2758866703383175e-4
"Scheduled + [80, 85)",2037,IncPHN,60u,1.4838336152244062e-4,1.575304475294828e-4,1.6979826888193045e-4
"Scheduled + [80, 85)",2037,IncPNH,80u,2.010014337436815e-4,2.200635877456545e-4,2.404882711971731e-4
"Scheduled + [80, 85)",2038,N,All,59026783.73474885,59026783.73474885,59026783.73474885
"Scheduled + [80, 85)",2038,N,60u,17377355,17377355,17377355
"Scheduled + [80, 85)",2038,N,80u,4319079,4319079,4319079
"Scheduled + [80, 85)",2038,IncHZ,All,0.0032375773257250777,0.003309996850858623,0.0033905192129438143
"Scheduled + [80, 85)",2038,IncHZ,60u,0.002240691139906331,0.002363752092346951,0.002544253897964113
"Scheduled + [80, 85)",2038,IncHZ,80u,0.0021466081319763044,0.0023110790442976512,0.002550184447948693
"Scheduled + [80, 85)",2038,IncPHN,All,1.1324719930579287e-4,1.1915323677364061e-4,1.2658911820802416e-4
"Scheduled + [80, 85)",2038,IncPHN,60u,1.4488705075758765e-4,1.5405249949824274e-4,1.6700711532713857e-4
"Scheduled + [80, 85)",2038,IncPNH,80u,1.9093940210361055e-4,2.0978015759143414e-4,2.3004101038603202e-4
"Scheduled + [80, 85)",2039,N,All,59123921.18159037,59123921.18159037,59123921.18159037
"Scheduled + [80, 85)",2039,N,60u,17483346,17483346,17483346
"Scheduled + [80, 85)",2039,N,80u,4404459,4404459,4404459
"Scheduled + [80, 85)",2039,IncHZ,All,0.00322383674535268,0.003296717913354956,0.003376833888961389
"Scheduled + [80, 85)",2039,IncHZ,60u,0.0021930142712358203,0.0023178671418775864,0.0025006314273139174
"Scheduled + [80, 85)",2039,IncHZ,80u,0.0020501022442085143,0.0022168778249340385,0.0024589150698751845
"Scheduled + [80, 85)",2039,IncPHN,All,1.1235160684528435e-4,1.1842899238550275e-4,1.2590871873827185e-4
"Scheduled + [80, 85)",2039,IncPHN,60u,1.4200554633599173e-4,1.5094665586321793e-4,1.640632284791303e-4
"Scheduled + [80, 85)",2039,IncPNH,80u,1.8288433963469094e-4,2.0107381846342384e-4,2.20569972671865e-4
"Scheduled + [80, 85)",2040,N,All,59220916.44902057,59220916.44902057,59220916.44902057
"Scheduled + [80, 85)",2040,N,60u,17612449,17612449,17612449
"Scheduled + [80, 85)",2040,N,80u,4494979,4494979,4494979
"Scheduled + [80, 85)",2040,IncHZ,All,0.0032110073553129437,0.003284089610172589,0.0033643471402406678
"Scheduled + [80, 85)",2040,IncHZ,60u,0.002155253891858892,0.0022803091262356594,0.0024643789993231634
"Scheduled + [80, 85)",2040,IncHZ,80u,0.001967753127529019,0.0021404911129706255,0.0023806660689776656
"Scheduled + [80, 85)",2040,IncPHN,All,1.1160768618513172e-4,1.1776454081130815e-4,1.2533281629568426e-4
"Scheduled + [80, 85)",2040,IncPHN,60u,1.3920719830248822e-4,1.4814669332790462e-4,1.6144714399696138e-4
"Scheduled + [80, 85)",2040,IncPNH,80u,1.7542345247080574e-4,1.939913563444401e-4,2.13315423091719e-4
"Scheduled + [80, 85)",2041,N,All,59317434.65998518,59317434.65998518,59317434.65998518
"Scheduled + [80, 85)",2041,N,60u,17736905,17736905,17736905
"Scheduled + [80, 85)",2041,N,80u,4601150,4601150,4601150
"Scheduled + [80, 85)",2041,IncHZ,All,0.0031997799369981395,0.0032721136654793427,0.003353856141435151
"Scheduled + [80, 85)",2041,IncHZ,60u,0.002124011876782648,0.002247672035813611,0.0024334944752634332
"Scheduled + [80, 85)",2041,IncHZ,80u,0.0019011398552110808,0.0020738376018459683,0.0023144844049500495
"Scheduled + [80, 85)",2041,IncPHN,All,1.110425767333075e-4,1.1713083148331949e-4,1.2476405409458452e-4
"Scheduled + [80, 85)",2041,IncPHN,60u,1.3677900335260125e-4,1.4552484946501196e-4,1.5925494657334282e-4
"Scheduled + [80, 85)",2041,IncPNH,80u,1.6919961064955493e-4,1.8784169678161272e-4,2.078034595314915e-4
"Scheduled + [80, 85)",2042,N,All,59413301.41479546,59413301.41479546,59413301.41479546
"Scheduled + [80, 85)",2042,N,60u,17851956,17851956,17851956
"Scheduled + [80, 85)",2042,N,80u,4720092,4720092,4720092
"Scheduled + [80, 85)",2042,IncHZ,All,0.0031904290533766476,0.0032633002724703503,0.003345032522336164
"Scheduled + [80, 85)",2042,IncHZ,60u,0.0020968389616066747,0.0022190695182084615,0.002407113472708239
"Scheduled + [80, 85)",2042,IncHZ,80u,0.0018445978601919772,0.00201196618824927,0.0022593258421805245
"Scheduled + [80, 85)",2042,IncPHN,All,1.10405768665167e-4,1.1657352491347678e-4,1.2432692778294128e-4
"Scheduled + [80, 85)",2042,IncPHN,60u,1.3480463060900377e-4,1.4332873672100332e-4,1.5731248976059533e-4
"Scheduled + [80, 85)",2042,IncPNH,80u,1.6465269449435118e-4,1.8241642023481488e-4,2.0303540591268927e-4
"Scheduled + [80, 85)",2043,N,All,59507973.292836465,59507973.292836465,59507973.292836465
"Scheduled + [80, 85)",2043,N,60u,17964325,17964325,17964325
"Scheduled + [80, 85)",2043,N,80u,4846041,4846041,4846041
"Scheduled + [80, 85)",2043,IncHZ,All,0.00318209690090061,0.0032552181438787004,0.003336498574710268
"Scheduled + [80, 85)",2043,IncHZ,60u,0.0020734021534807136,0.002194648908068031,0.0023842805922614594
"Scheduled + [80, 85)",2043,IncHZ,80u,0.0017937169036569337,0.001961288929431898,0.0022136562923030035
"Scheduled + [80, 85)",2043,IncPHN,All,1.0983078809645929e-4,1.1613471641308838e-4,1.2385179779401582e-4
"Scheduled + [80, 85)",2043,IncPHN,60u,1.3298811498126266e-4,1.4146907251673009e-4,1.5549022526637645e-4
"Scheduled + [80, 85)",2043,IncPNH,80u,1.608776636377994e-4,1.7747945096278952e-4,1.9885001603885596e-4
"Scheduled + [80, 85)",2044,N,All,59600112.80976739,59600112.80976739,59600112.80976739
"Scheduled + [80, 85)",2044,N,60u,18068623,18068623,18068623
"Scheduled + [80, 85)",2044,N,80u,4978859,4978859,4978859
"Scheduled + [80, 85)",2044,IncHZ,All,0.003175320566575741,0.003248859557954933,0.0033293861514544876
"Scheduled + [80, 85)",2044,IncHZ,60u,0.0020541313579661193,0.0021737769143057523,0.0023654424926367267
"Scheduled + [80, 85)",2044,IncHZ,80u,0.0017488399119298802,0.0019171437625499343,0.002171234325401063
"Scheduled + [80, 85)",2044,IncPHN,All,1.093697980806936e-4,1.1576771849554316e-4,1.2349757475702908e-4
"Scheduled + [80, 85)",2044,IncPHN,60u,1.313561366131521e-4,1.3982073304064617e-4,1.5415776898743648e-4
"Scheduled + [80, 85)",2044,IncPNH,80u,1.572218544040614e-4,1.732703213608425e-4,1.9511770576359668e-4
"Scheduled + [80, 85)",2045,N,All,59688179.00570769,59688179.00570769,59688179.00570769
"Scheduled + [80, 85)",2045,N,60u,18187133,18187133,18187133
"Scheduled + [80, 85)",2045,N,80u,5111869,5111869,5111869
"Scheduled + [80, 85)",2045,IncHZ,All,0.003168844170894568,0.0032430926848275804,0.0033222211803578395
"Scheduled + [80, 85)",2045,IncHZ,60u,0.002039152353776938,0.0021578000209371948,0.0023505411052886778
"Scheduled + [80, 85)",2045,IncHZ,80u,0.0017079693764258564,0.0018783144902431161,0.0021330224398334683
"Scheduled + [80, 85)",2045,IncPHN,All,1.0901762957963157e-4,1.154672191702331e-4,1.2328049212815748e-4
"Scheduled + [80, 85)",2045,IncPHN,60u,1.3006192578948286e-4,1.385628404666487e-4,1.5290021207085974e-4
"Scheduled + [80, 85)",2045,IncPNH,80u,1.5374545552490957e-4,1.6963225933971354e-4,1.915860464362391e-4
"Scheduled + [80, 85)",2046,N,All,59771251.5885225,59771251.5885225,59771251.5885225
"Scheduled + [80, 85)",2046,N,60u,18304488,18304488,18304488
"Scheduled + [80, 85)",2046,N,80u,5235283,5235283,5235283
"Scheduled + [80, 85)",2046,IncHZ,All,0.0031631983756106284,0.003237946002806931,0.0033158769425288555
"Scheduled + [80, 85)",2046,IncHZ,60u,0.002026670230842942,0.002145271322642599,0.0023383963279288776
"Scheduled + [80, 85)",2046,IncHZ,80u,0.0016728401363107206,0.0018436697830215808,0.002098307972972382
"Scheduled + [80, 85)",2046,IncPHN,All,1.0878245341989991e-4,1.1525541775801077e-4,1.231504452881703e-4
"Scheduled + [80, 85)",2046,IncPHN,60u,1.2900025039436918e-4,1.375716300200354e-4,1.5206201565990518e-4
"Scheduled + [80, 85)",2046,IncPNH,80u,1.506115252913319e-4,1.66721976181764e-4,1.8852566512184133e-4
"Scheduled + [80, 85)",2047,N,All,59848259.03156813,59848259.03156813,59848259.03156813
"Scheduled + [80, 85)",2047,N,60u,18414100,18414100,18414100
"Scheduled + [80, 85)",2047,N,80u,5354018,5354018,5354018
"Scheduled + [80, 85)",2047,IncHZ,All,0.0031582332760296487,0.003233603041019017,0.003310935808427746
"Scheduled + [80, 85)",2047,IncHZ,60u,0.0020161723403906767,0.0021344594020824403,0.002328234441934319
"Scheduled + [80, 85)",2047,IncHZ,80u,0.0016413110516336812,0.0018118795837962348,0.002068197707767784
"Scheduled + [80, 85)",2047,IncPHN,All,1.0859469201408733e-4,1.1513284267815349e-4,1.2308347860914837e-4
"Scheduled + [80, 85)",2047,IncPHN,60u,1.281359897158845e-4,1.3671276180207334e-4,1.5141836145603733e-4
"Scheduled + [80, 85)",2047,IncPNH,80u,1.479216365591459e-4,1.6409832397467196e-4,1.859762061817518e-4
"Scheduled + [80, 85)",2048,N,All,59918074.20475489,59918074.20475489,59918074.20475489
"Scheduled + [80, 85)",2048,N,60u,18539193,18539193,18539193
"Scheduled + [80, 85)",2048,N,80u,5460391,5460391,5460391
"Scheduled + [80, 85)",2048,IncHZ,All,0.0031531247612464957,0.0032290024935568993,0.0033059168325371736
"Scheduled + [80, 85)",2048,IncHZ,60u,0.0020085549154509547,0.002127475295547849,0.0023213014201263725
"Scheduled + [80, 85)",2048,IncHZ,80u,0.0016127306523791498,0.0017840141448912496,0.0020417626628061038
"Scheduled + [80, 85)",2048,IncPHN,All,1.0846510481983678e-4,1.1502073657575307e-4,1.230177108088721e-4
"Scheduled + [80, 85)",2048,IncPHN,60u,1.274466026166956e-4,1.3609448590167538e-4,1.5075456649041747e-4
"Scheduled + [80, 85)",2048,IncPNH,80u,1.4540437680175868e-4,1.617447273991451e-4,1.8369767218899468e-4
"Scheduled + [80, 85)",2049,N,All,59979888.31324713,59979888.31324713,59979888.31324713
"Scheduled + [80, 85)",2049,N,60u,18655593,18655593,18655593
"Scheduled + [80, 85)",2049,N,80u,5561670,5561670,5561670
"Scheduled + [80, 85)",2049,IncHZ,All,0.003148482335408908,0.00322479371033058,0.0033013224130271353
"Scheduled + [80, 85)",2049,IncHZ,60u,0.002001966613011998,0.00212106540977779,0.0023148065544502288
"Scheduled + [80, 85)",2049,IncHZ,80u,0.0015893117604805465,0.0017618969768917916,0.0020204671383119385
"Scheduled + [80, 85)",2049,IncPHN,All,1.0833813325336328e-4,1.1497333458638476e-4,1.2288716748679057e-4
"Scheduled + [80, 85)",2049,IncPHN,60u,1.2683657540161694e-4,1.3548815805625625e-4,1.5013496212411671e-4
"Scheduled + [80, 85)",2049,IncPNH,80u,1.4353912294051834e-4,1.5974240477904512e-4,1.8170516771870331e-4
"Scheduled + [80, 85)",2050,N,All,60033257.21197521,60033257.21197521,60033257.21197521
"Scheduled + [80, 85)",2050,N,60u,18776005,18776005,18776005
"Scheduled + [80, 85)",2050,N,80u,5644521,5644521,5644521
"Scheduled + [80, 85)",2050,IncHZ,All,0.0031437199249479955,0.0032204072394292614,0.0032966490937931065
"Scheduled + [80, 85)",2050,IncHZ,60u,0.0019966659404376825,0.002116038625544457,0.0023095849307825573
"Scheduled + [80, 85)",2050,IncHZ,80u,0.001570718680135423,0.0017443909050985748,0.0020020948913310878
"Scheduled + [80, 85)",2050,IncPHN,All,1.0822928076843961e-4,1.1494743351396914e-4,1.227630198581729e-4
"Scheduled + [80, 85)",2050,IncPHN,60u,1.262945516433985e-4,1.3497704045568957e-4,1.496818960882666e-4
"Scheduled + [80, 85)",2050,IncPNH,80u,1.4199324739311455e-4,1.581125918151575e-4,1.802469027038187e-4
Switch to RZV only,2012,N,All,53493729,53493729,53493729
Switch to RZV only,2012,N,60u,12069402,12069402,12069402
Switch to RZV only,2012,N,80u,2507928,2507928,2507928
Switch to RZV only,2012,IncHZ,All,0.004436500813955701,0.004534160725002663,0.004601830829492901
Switch to RZV only,2012,IncHZ,60u,0.007365312392857466,0.007413433467593737,0.0074739843676828585
Switch to RZV only,2012,IncHZ,80u,0.009340744246705654,0.009448156357317286,0.009560726103271189
Switch to RZV only,2012,IncPHN,All,1.8355159898444798e-4,1.909363543019315e-4,1.9902852982649395e-4
Switch to RZV only,2012,IncPHN,60u,4.7886793641790666e-4,4.905315776459324e-4,5.018951655968364e-4
Switch to RZV only,2012,IncPNH,80u,8.204056157088272e-4,8.559903886612246e-4,8.881422806014019e-4
Switch to RZV only,2013,N,All,53853469,53853469,53853469
Switch to RZV only,2013,N,60u,12244950,12244950,12244950
Switch to RZV only,2013,N,80u,2538132,2538132,2538132
Switch to RZV only,2013,IncHZ,All,0.004390010358126479,0.00448646312481513,0.004551666995247612
Switch to RZV only,2013,IncHZ,60u,0.007117263739197566,0.007165637767434121,0.007227936527673006
Switch to RZV only,2013,IncHZ,80u,0.009248964466234924,0.009354004627135619,0.009468428970260076
Switch to RZV only,2013,IncPHN,All,1.8019065659508968e-4,1.8748220904711392e-4,1.9565394844210307e-4
Switch to RZV only,2013,IncPHN,60u,4.6242512964332643e-4,4.731576580077406e-4,4.84017673050402e-4
Switch to RZV only,2013,IncPNH,80u,8.126463350292324e-4,8.480118885486094e-4,8.787841138845963e-4
Switch to RZV only,2014,N,All,54302951.3490557,54302951.3490557,54302951.3490557
Switch to RZV only,2014,N,60u,12451639,12451639,12451639
Switch to RZV only,2014,N,80u,2589877,2589877,2589877
Switch to RZV only,2014,IncHZ,All,0.004348346023935724,0.004446449043209083,0.004508211115755817
Switch to RZV only,2014,IncHZ,60u,0.006899227371931389,0.006950558303507557,0.007010719632598329
Switch to RZV only,2014,IncHZ,80u,0.009076569222122747,0.00918730067643293,0.009290749168159971
Switch to RZV only,2014,IncPHN,All,1.7768743373116144e-4,1.849019374472071e-4,1.9289136610179313e-4
Switch to RZV only,2014,IncPHN,60u,4.4689882099695037e-4,4.5753269322620465e-4,4.684651359454477e-4
Switch to RZV only,2014,IncPNH,80u,7.976758748729844e-4,8.315510079779415e-4,8.649871551728789e-4
Switch to RZV only,2015,N,All,54778660.292393945,54778660.292393945,54778660.292393945
Switch to RZV only,2015,N,60u,12616293,12616293,12616293
Switch to RZV only,2015,N,80u,2621589,2621589,2621589
Switch to RZV only,2015,IncHZ,All,0.004310492647754292,0.004410951213090833,0.004468081769652462
Switch to RZV only,2015,IncHZ,60u,0.00670564886944976,0.006765199286678813,0.006818644904556776
Switch to RZV only,2015,IncHZ,80u,0.008848092965685938,0.008958641430735501,0.009058146858294631
Switch to RZV only,2015,IncPHN,All,1.752368192254397e-4,1.81959208990158e-4,1.899167916756572e-4
Switch to RZV only,2015,IncPHN,60u,4.320793560076869e-4,4.4311635788364884e-4,4.535247665719811e-4
Switch to RZV only,2015,IncPNH,80u,7.785884279609351e-4,8.109182846450364e-4,8.418796260089745e-4
Switch to RZV only,2016,N,All,55244709.34552622,55244709.34552622,55244709.34552622
Switch to RZV only,2016,N,60u,12813814,12813814,12813814
Switch to RZV only,2016,N,80u,2673451,2673451,2673451
Switch to RZV only,2016,IncHZ,All,0.004278648127781684,0.004379248247526774,0.004437856088364566
Switch to RZV only,2016,IncHZ,60u,0.006536614454415733,0.0065969890423191345,0.006650056324064144
Switch to RZV only,2016,IncHZ,80u,0.008566761673022415,0.00868258028245009,0.008785224446532998
Switch to RZV only,2016,IncPHN,All,1.7305743470871933e-4,1.7968481586505845e-4,1.873719106362791e-4
Switch to RZV only,2016,IncPHN,60u,4.195449222976729e-4,4.306949861199174e-4,4.406010382453588e-4
Switch to RZV only,2016,IncPNH,80u,7.540257875901541e-4,7.846494379143802e-4,8.126981894498593e-4
Switch to RZV only,2017,N,All,55580263.551905476,55580263.551905476,55580263.551905476
Switch to RZV only,2017,N,60u,13013431,13013431,13013431
Switch to RZV only,2017,N,80u,2721910,2721910,2721910
Switch to RZV only,2017,IncHZ,All,0.004246698777069759,0.004346330183205236,0.004405956136613591
Switch to RZV only,2017,IncHZ,60u,0.006357235608210364,0.006419366874723081,0.006473161623629519
Switch to RZV only,2017,IncHZ,80u,0.00826275700419933,0.00837495110484645,0.008467410737927129
Switch to RZV only,2017,IncPHN,All,1.7096196026796803e-4,1.7724415873648464e-4,1.850043002558622e-4
Switch to RZV only,2017,IncPHN,60u,4.0675834095617444e-4,4.176473151347295e-4,4.2615705031491416e-4
Switch to RZV only,2017,IncPNH,80u,7.268608323666961e-4,7.555839121705637e-4,7.830111119036067e-4
Switch to RZV only,2018,N,All,55918704.81235852,55918704.81235852,55918704.81235852
Switch to RZV only,2018,N,60u,13223627,13223627,13223627
Switch to RZV only,2018,N,80u,2768734,2768734,2768734
Switch to RZV only,2018,IncHZ,All,0.0042212327681863115,0.004319483762478189,0.004377678862089086
Switch to RZV only,2018,IncHZ,60u,0.006199246717462665,0.006263797233492548,0.006317214463250089
Switch to RZV only,2018,IncHZ,80u,0.00792254453915418,0.008037665143366308,0.008129407450344286
Switch to RZV only,2018,IncPHN,All,1.6881458835320192e-4,1.7502739926096827e-4,1.8300383896910181e-4
Switch to RZV only,2018,IncPHN,60u,3.947163223767543e-4,4.0503326562827584e-4,0.00041353292420954303
Switch to RZV only,2018,IncPNH,80u,6.991241377307247e-4,7.236489685224455e-4,7.52617932470747e-4
Switch to RZV only,2019,N,All,56211072.81072051,56211072.81072051,56211072.81072051
Switch to RZV only,2019,N,60u,13465551,13465551,13465551
Switch to RZV only,2019,N,80u,2836964,2836964,2836964
Switch to RZV only,2019,IncHZ,All,0.004202788278800112,0.004298741843513552,0.004356947575675759
Switch to RZV only,2019,IncHZ,60u,0.0060730387318710544,0.006134304835099002,0.006194596936985418
Switch to RZV only,2019,IncHZ,80u,0.007582336490312696,0.007696066154378858,0.00778419162100344
Switch to RZV only,2019,IncPHN,All,1.6736950611603006e-4,1.7365572409713668e-4,1.8146730795136297e-4
Switch to RZV only,2019,IncPHN,60u,3.844705677126252e-4,3.945728792212943e-4,4.034512723645309e-4
Switch to RZV only,2019,IncPNH,80u,6.692832818967486e-4,6.917368517143196e-4,7.194473567927969e-4
Switch to RZV only,2020,N,All,56437241.85089297,56437241.85089297,56437241.85089297
Switch to RZV only,2020,N,60u,13660832,13660832,13660832
Switch to RZV only,2020,N,80u,2855599,2855599,2855599
Switch to RZV only,2020,IncHZ,All,0.004184174678267459,0.004278434772678215,0.004336404718673992
Switch to RZV only,2020,IncHZ,60u,0.005953508108842003,0.006017945305051692,0.006077456512325307
Switch to RZV only,2020,IncHZ,80u,0.007233550761965574,0.007343236050079415,0.007438909947582423
Switch to RZV only,2020,IncPHN,All,1.6585639271451597e-4,1.7194172460830825e-4,1.7982474276772615e-4
Switch to RZV only,2020,IncPHN,60u,3.7415647397207524e-4,3.84965513879933e-4,3.931060846039053e-4
Switch to RZV only,2020,IncPNH,80u,6.385811438227009e-4,6.586709825025737e-4,6.864287687301423e-4
Switch to RZV only,2021,N,All,56632003.14928431,56632003.14928431,56632003.14928431
Switch to RZV only,2021,N,60u,14030495,14030495,14030495
Switch to RZV only,2021,N,80u,2868643,2868643,2868643
Switch to RZV only,2021,IncHZ,All,0.00417489793167421,0.004269792118202427,0.0043282293783166075
Switch to RZV only,2021,IncHZ,60u,0.005851547138628361,0.00592005512255778,0.005977846827371057
Switch to RZV only,2021,IncHZ,80u,0.006894377483554085,0.007006916794551551,0.00710527429808798
Switch to RZV only,2021,IncPHN,All,1.6522405240636912e-4,1.713018695073337e-4,1.788506823214053e-4
Switch to RZV only,2021,IncPHN,60u,3.644656655170866e-4,3.753355899148566e-4,3.835125995049519e-4
Switch to RZV only,2021,IncPNH,80u,6.089519649684344e-4,6.288963149435869e-4,6.556372735942461e-4
Switch to RZV only,2022,N,All,56834252.806983784,56834252.806983784,56834252.806983784
Switch to RZV only,2022,N,60u,14287697,14287697,14287697
Switch to RZV only,2022,N,80u,2909899,2909899,2909899
Switch to RZV only,2022,IncHZ,All,0.004161350717616362,0.004255792387318179,0.004314428567813162
Switch to RZV only,2022,IncHZ,60u,0.005761759584959269,0.005832000686857141,0.005892792462930048
Switch to RZV only,2022,IncHZ,80u,0.006470625005859373,0.006593572455911034,0.006699356380082703
Switch to RZV only,2022,IncPHN,All,1.641761913769024e-4,1.7020694847249746e-4,1.7791363828506882e-4
Switch to RZV only,2022,IncPHN,60u,3.5632416159477466e-4,3.6706401387092454e-4,3.7590798297292574e-4
Switch to RZV only,2022,IncPNH,80u,5.70911787696672e-4,5.91764357931282e-4,6.178460065184985e-4
Switch to RZV only,2023,N,All,57045501.619796,57045501.619796,57045501.619796
Switch to RZV only,2023,N,60u,14568372,14568372,14568372
Switch to RZV only,2023,N,80u,2989402,2989402,2989402
Switch to RZV only,2023,IncHZ,All,0.004140849939056347,0.004232636471304409,0.004290082184548316
Switch to RZV only,2023,IncHZ,60u,0.005641996280609241,0.00570489095606057,0.0057632418394211096
Switch to RZV only,2023,IncHZ,80u,0.006077882435446108,0.00620030728199137,0.0063086280789211606
Switch to RZV only,2023,IncPHN,All,1.626525462520636e-4,1.6877920410841466e-4,1.7649181351484013e-4
Switch to RZV only,2023,IncPHN,60u,3.46799078077145e-4,3.5690559054578954e-4,3.653917134709204e-4
Switch to RZV only,2023,IncPNH,80u,5.347930162477571e-4,5.566687307996623e-4,5.81275044031983e-4
Switch to RZV only,2024,N,All,57245043.862556264,57245043.862556264,57245043.862556264
Switch to RZV only,2024,N,60u,14857500,14857500,14857500
Switch to RZV only,2024,N,80u,3086634,3086634,3086634
Switch to RZV only,2024,IncHZ,All,0.0041194021399401865,0.004209480428916853,0.00427022647914477
Switch to RZV only,2024,IncHZ,60u,0.005524559117983176,0.005592973256042218,0.005647618430348668
Switch to RZV only,2024,IncHZ,80u,0.005719870271444181,0.005840649426846178,0.005957073698683527
Switch to RZV only,2024,IncPHN,All,1.6133634153348884e-4,1.6751803691421324e-4,1.7537568269559604e-4
Switch to RZV only,2024,IncPHN,60u,3.386316194404739e-4,3.4781390895451803e-4,3.561264735487705e-4
Switch to RZV only,2024,IncPNH,80u,5.022897180469563e-4,5.236993771479393e-4,5.474042089384359e-4
Switch to RZV only,2025,N,All,57430157.31964595,57430157.31964595,57430157.31964595
Switch to RZV only,2025,N,60u,15145928,15145928,15145928
Switch to RZV only,2025,N,80u,3175049,3175049,3175049
Switch to RZV only,2025,IncHZ,All,0.0041016668003822625,0.0041900609705239605,0.004250572846641043
Switch to RZV only,2025,IncHZ,60u,0.005428756767685492,0.005491763819439637,0.005549782064302459
Switch to RZV only,2025,IncHZ,80u,0.005412424799213407,0.0055310361561896355,0.0056509430758841725
Switch to RZV only,2025,IncPHN,All,1.6015689107046964e-4,1.6642618923783085e-4,1.7387053370072583e-4
Switch to RZV only,2025,IncPHN,60u,3.3047880356950856e-4,3.3991176678412006e-4,3.47255910668103e-4
Switch to RZV only,2025,IncPNH,80u,4.743060086972869e-4,4.951879913082239e-4,5.190426748208091e-4
Switch to RZV only,2026,N,All,57601892.44014474,57601892.44014474,57601892.44014474
Switch to RZV only,2026,N,60u,15420096,15420096,15420096
Switch to RZV only,2026,N,80u,3266698.9999999995,3266698.9999999995,3266698.9999999995
Switch to RZV only,2026,IncHZ,All,0.004083388977623377,0.004170724969933404,0.0042297210829779055
Switch to RZV only,2026,IncHZ,60u,0.005336984847018884,0.005400231991782014,0.005456700323423955
Switch to RZV only,2026,IncHZ,80u,0.005137066288428275,0.005256663352584684,0.005384843043380841
Switch to RZV only,2026,IncPHN,All,1.5917120204988366e-4,1.6521532911450824e-4,1.7254106825808388e-4
Switch to RZV only,2026,IncPHN,60u,3.23479821140968e-4,3.328926369178034e-4,3.3975391297574295e-4
Switch to RZV only,2026,IncPNH,80u,4.491392316956377e-4,4.7068817731911396e-4,4.945801152801798e-4
Switch to RZV only,2027,N,All,57759291.13835117,57759291.13835117,57759291.13835117
Switch to RZV only,2027,N,60u,15686789,15686789,15686789
Switch to RZV only,2027,N,80u,3465462,3465462,3465462
Switch to RZV only,2027,IncHZ,All,0.0040665445053440635,0.004153201900141788,0.004212675347870346
Switch to RZV only,2027,IncHZ,60u,0.0052552904526130696,0.005318152020401737,0.005373681237768454
Switch to RZV only,2027,IncHZ,80u,0.004869205953856502,0.004981690687211207,0.005116285381619095
Switch to RZV only,2027,IncPHN,All,1.5833988592409284e-4,1.6425602184399075e-4,1.7162748007867662e-4
Switch to RZV only,2027,IncPHN,60u,3.1691586148707116e-4,3.2528514428379403e-4,3.330486763064869e-4
Switch to RZV only,2027,IncPNH,80u,4.249233101749463e-4,4.470725305097739e-4,4.689814141858397e-4
Switch to RZV only,2028,N,All,57907855.55779924,57907855.55779924,57907855.55779924
Switch to RZV only,2028,N,60u,15935441,15935441,15935441
Switch to RZV only,2028,N,80u,3610899.9999999995,3610899.9999999995,3610899.9999999995
Switch to RZV only,2028,IncHZ,All,0.004049049880817517,0.004135652017518313,0.004196066807383234
Switch to RZV only,2028,IncHZ,60u,0.0051781948299628134,0.005237992485251267,0.005298969518859397
Switch to RZV only,2028,IncHZ,80u,0.00465191117176521,0.004768990960895959,0.004895520347175841
Switch to RZV only,2028,IncPHN,All,1.576679267082474e-4,1.6322734536267943e-4,1.7076641892904367e-4
Switch to RZV only,2028,IncPHN,60u,3.1139506794660023e-4,3.1931907621212096e-4,3.2699036786941184e-4
