Scenario,Year,Index,Group,L,M,U
Expand to 65+,2046,IncPHN,60u,1.7191006736819213e-4,1.8073440502596762e-4,1.9317511975907128e-4
Expand to 65+,2046,IncPNH,80u,1.7194781089975122e-4,1.8880931806622357e-4,2.0801910464875322e-4
Expand to 65+,2047,N,All,59848259.03156813,59848259.03156813,59848259.03156813
Expand to 65+,2047,N,60u,18414100,18414100,18414100
Expand to 65+,2047,N,80u,5354018,5354018,5354018
Expand to 65+,2047,IncHZ,All,0.0034455127008167596,0.0035134254528898772,0.003594734732762433
Expand to 65+,2047,IncHZ,60u,0.0029593075507215847,0.0030556147907967695,0.0032131884496099023
Expand to 65+,2047,IncHZ,80u,0.0018877950075722725,0.002043464184910945,0.0022719622097775428
Expand to 65+,2047,IncPHN,All,1.2241757895919167e-4,1.2833833332197132e-4,1.3584189700503345e-4
Expand to 65+,2047,IncPHN,60u,1.7088240461830915e-4,1.7962609580544458e-4,1.923135718894356e-4
Expand to 65+,2047,IncPNH,80u,1.6783312382761027e-4,1.847320132445392e-4,2.043234563626454e-4
Expand to 65+,2048,N,All,59918074.20475488,59918074.20475488,59918074.20475488
Expand to 65+,2048,N,60u,18539193,18539193,18539193
Expand to 65+,2048,N,80u,5460391,5460391,5460391
Expand to 65+,2048,IncHZ,All,0.003441547196676068,0.0035100299159828343,0.003590652980071805
Expand to 65+,2048,IncHZ,60u,0.002949573585097493,0.0030479986818469484,0.0032055590778851456
Expand to 65+,2048,IncHZ,80u,0.001846228143477754,0.0020019311876827645,0.002238116365974186
Expand to 65+,2048,IncPHN,All,1.2235651475464674e-4,1.281974758330837e-4,1.3569562470893995e-4
Expand to 65+,2048,IncPHN,60u,1.6993355720020765e-4,1.7898142956119552e-4,1.91647224553632e-4
Expand to 65+,2048,IncPNH,80u,1.6437566801506747e-4,1.8145610343223e-4,2.017517232197599e-4
Expand to 65+,2049,N,All,59979888.31324713,59979888.31324713,59979888.31324713
Expand to 65+,2049,N,60u,18655593,18655593,18655593
Expand to 65+,2049,N,80u,5561670,5561670,5561670
Expand to 65+,2049,IncHZ,All,0.003437597485118993,0.003506937481567265,0.0035868042729662345
Expand to 65+,2049,IncHZ,60u,0.0029415023579038844,0.003041330057036289,0.003199192406350768
Expand to 65+,2049,IncHZ,80u,0.0018114404163931412,0.0019717323216370737,0.002210659590034837
Expand to 65+,2049,IncPHN,All,1.2228669465323715e-4,1.2817124240677472e-4,1.356543937474483e-4
Expand to 65+,2049,IncPHN,60u,1.6933156091493356e-4,1.7840751928798983e-4,1.9107464512509972e-4
Expand to 65+,2049,IncPNH,80u,1.616614853966754e-4,1.7836712162102252e-4,1.9930205233141828e-4
Expand to 65+,2050,N,All,60033257.21197521,60033257.21197521,60033257.21197521
Expand to 65+,2050,N,60u,18776005,18776005,18776005
Expand to 65+,2050,N,80u,5644521,5644521,5644521
Expand to 65+,2050,IncHZ,All,0.0034339225843439836,0.003502966246269114,0.0035827337841143293
Expand to 65+,2050,IncHZ,60u,0.002934185422080379,0.0030339657229789424,0.0031919225177928605
Expand to 65+,2050,IncHZ,80u,0.0017845288152581289,0.001947492816429541,0.0021891672854855676
Expand to 65+,2050,IncPHN,All,1.2222966006119424e-4,1.2810277842539663e-4,1.356268620204131e-4
Expand to 65+,2050,IncPHN,60u,1.6876761154834647e-4,1.7783060479348333e-4,1.9042041606269825e-4
Expand to 65+,2050,IncPNH,80u,1.5949875192424202e-4,1.7606237787070917e-4,1.976149436164982e-4
No new programme,2012,N,All,53493729,53493729,53493729
No new programme,2012,N,60u,12069402,12069402,12069402
No new programme,2012,N,80u,2507928,2507928,2507928
No new programme,2012,IncHZ,All,0.004436500813955701,0.004534160725002663,0.004601830829492901
No new programme,2012,IncHZ,60u,0.007365312392857466,0.007413433467593737,0.0074739843676828585
No new programme,2012,IncHZ,80u,0.009340744246705654,0.009448156357317286,0.009560726103271189
No new programme,2012,IncPHN,All,1.8355159898444798e-4,1.909363543019315e-4,1.9902852982649395e-4
No new programme,2012,IncPHN,60u,4.7886793641790666e-4,4.905315776459324e-4,5.018951655968364e-4
No new programme,2012,IncPNH,80u,8.204056157088272e-4,8.559903886612246e-4,8.881422806014019e-4
No new programme,2013,N,All,53853469,53853469,53853469
No new programme,2013,N,60u,12244950,12244950,12244950
No new programme,2013,N,80u,2538132,2538132,2538132
No new programme,2013,IncHZ,All,0.004390010358126479,0.00448646312481513,0.004551666995247612
No new programme,2013,IncHZ,60u,0.007117263739197566,0.007165637767434121,0.007227936527673006
No new programme,2013,IncHZ,80u,0.009248964466234924,0.009354004627135619,0.009468428970260076
No new programme,2013,IncPHN,All,1.8019065659508968e-4,1.8748220904711392e-4,1.9565394844210307e-4
No new programme,2013,IncPHN,60u,4.6242512964332643e-4,4.731576580077406e-4,4.84017673050402e-4
No new programme,2013,IncPNH,80u,8.126463350292324e-4,8.480118885486094e-4,8.787841138845963e-4
No new programme,2014,N,All,54302951.3490557,54302951.3490557,54302951.3490557
No new programme,2014,N,60u,12451639,12451639,12451639
No new programme,2014,N,80u,2589877,2589877,2589877
No new programme,2014,IncHZ,All,0.004348346023935724,0.004446449043209083,0.004508211115755817
No new programme,2014,IncHZ,60u,0.006899227371931389,0.006950558303507557,0.007010719632598329
No new programme,2014,IncHZ,80u,0.009076569222122747,0.00918730067643293,0.009290749168159971
No new programme,2014,IncPHN,All,1.7768743373116144e-4,1.849019374472071e-4,1.9289136610179313e-4
No new programme,2014,IncPHN,60u,4.4689882099695037e-4,4.5753269322620465e-4,4.684651359454477e-4
No new programme,2014,IncPNH,80u,7.976758748729844e-4,8.315510079779415e-4,8.649871551728789e-4
No new programme,2015,N,All,54778660.292393945,54778660.292393945,54778660.292393945
No new programme,2015,N,60u,12616293,12616293,12616293
No new programme,2015,N,80u,2621589,2621589,2621589
No new programme,2015,IncHZ,All,0.004310492647754292,0.004410951213090833,0.004468081769652462
No new programme,2015,IncHZ,60u,0.00670564886944976,0.006765199286678813,0.006818644904556776
No new programme,2015,IncHZ,80u,0.008848092965685938,0.008958641430735501,0.009058146858294631
No new programme,2015,IncPHN,All,1.752368192254397e-4,1.81959208990158e-4,1.899167916756572e-4
No new programme,2015,IncPHN,60u,4.320793560076869e-4,4.4311635788364884e-4,4.535247665719811e-4
No new programme,2015,IncPNH,80u,7.785884279609351e-4,8.109182846450364e-4,8.418796260089745e-4
No new programme,2016,N,All,55244709.34552622,55244709.34552622,55244709.34552622
No new programme,2016,N,60u,12813814,12813814,12813814
No new programme,2016,N,80u,2673451,2673451,2673451
No new programme,2016,IncHZ,All,0.004278648127781684,0.004379248247526774,0.004437856088364566
No new programme,2016,IncHZ,60u,0.006536614454415733,0.0065969890423191345,0.006650056324064144
No new programme,2016,IncHZ,80u,0.008566761673022415,0.00868258028245009,0.008785224446532998
No new programme,2016,IncPHN,All,1.7305743470871933e-4,1.7968481586505845e-4,1.873719106362791e-4
No new programme,2016,IncPHN,60u,4.195449222976729e-4,4.306949861199174e-4,4.406010382453588e-4
No new programme,2016,IncPNH,80u,7.540257875901541e-4,7.846494379143802e-4,8.126981894498593e-4
No new programme,2017,N,All,55580263.551905476,55580263.551905476,55580263.551905476
No new programme,2017,N,60u,13013431,13013431,13013431
No new programme,2017,N,80u,2721910,2721910,2721910
No new programme,2017,IncHZ,All,0.004246698777069759,0.004346330183205236,0.004405956136613591
No new programme,2017,IncHZ,60u,0.006357235608210364,0.006419366874723081,0.006473161623629519
No new programme,2017,IncHZ,80u,0.00826275700419933,0.00837495110484645,0.008467410737927129
No new programme,2017,IncPHN,All,1.7096196026796803e-4,1.7724415873648464e-4,1.850043002558622e-4
No new programme,2017,IncPHN,60u,4.0675834095617444e-4,4.176473151347295e-4,4.2615705031491416e-4
No new programme,2017,IncPNH,80u,7.268608323666961e-4,7.555839121705637e-4,7.830111119036067e-4
No new programme,2018,N,All,55918704.81235852,55918704.81235852,55918704.81235852
No new programme,2018,N,60u,13223627,13223627,13223627
No new programme,2018,N,80u,2768734,2768734,2768734
No new programme,2018,IncHZ,All,0.0042212327681863115,0.004319483762478189,0.004377678862089086
No new programme,2018,IncHZ,60u,0.006199246717462665,0.006263797233492548,0.006317214463250089
No new programme,2018,IncHZ,80u,0.00792254453915418,0.008037665143366308,0.008129407450344286
No new programme,2018,IncPHN,All,1.6881458835320192e-4,1.7502739926096827e-4,1.8300383896910181e-4
No new programme,2018,IncPHN,60u,3.947163223767543e-4,4.0503326562827584e-4,0.00041353292420954303
No new programme,2018,IncPNH,80u,6.991241377307247e-4,7.236489685224455e-4,7.52617932470747e-4
No new programme,2019,N,All,56211072.81072051,56211072.81072051,56211072.81072051
No new programme,2019,N,60u,13465551,13465551,13465551
No new programme,2019,N,80u,2836964,2836964,2836964
No new programme,2019,IncHZ,All,0.004202788278800112,0.004298741843513552,0.004356947575675759
No new programme,2019,IncHZ,60u,0.0060730387318710544,0.006134304835099002,0.006194596936985418
No new programme,2019,IncHZ,80u,0.007582336490312696,0.007696066154378858,0.00778419162100344
No new programme,2019,IncPHN,All,1.6736950611603006e-4,1.7365572409713668e-4,1.8146730795136297e-4
No new programme,2019,IncPHN,60u,3.844705677126252e-4,3.945728792212943e-4,4.034512723645309e-4
No new programme,2019,IncPNH,80u,6.692832818967486e-4,6.917368517143196e-4,7.194473567927969e-4
No new programme,2020,N,All,56437241.85089297,56437241.85089297,56437241.85089297
No new programme,2020,N,60u,13660832,13660832,13660832
No new programme,2020,N,80u,2855599,2855599,2855599
No new programme,2020,IncHZ,All,0.004184174678267459,0.004278434772678215,0.004336404718673992
No new programme,2020,IncHZ,60u,0.005953508108842003,0.006017945305051692,0.006077456512325307
No new programme,2020,IncHZ,80u,0.007233550761965574,0.007343236050079415,0.007438909947582423
No new programme,2020,IncPHN,All,1.6585639271451597e-4,1.7194172460830825e-4,1.7982474276772615e-4
No new programme,2020,IncPHN,60u,3.7415647397207524e-4,3.84965513879933e-4,3.931060846039053e-4
No new programme,2020,IncPNH,80u,6.385811438227009e-4,6.586709825025737e-4,6.864287687301423e-4
No new programme,2021,N,All,56632003.14928431,56632003.14928431,56632003.14928431
No new programme,2021,N,60u,14030495,14030495,14030495
No new programme,2021,N,80u,2868643,2868643,2868643
No new programme,2021,IncHZ,All,0.00417489793167421,0.004269792118202427,0.0043282293783166075
No new programme,2021,IncHZ,60u,0.005851547138628361,0.00592005512255778,0.005977846827371057
No new programme,2021,IncHZ,80u,0.006894377483554085,0.007006916794551551,0.00710527429808798
No new programme,2021,IncPHN,All,1.6522405240636912e-4,1.713018695073337e-4,1.788506823214053e-4
No new programme,2021,IncPHN,60u,3.644656655170866e-4,3.753355899148566e-4,3.835125995049519e-4
No new programme,2021,IncPNH,80u,6.089519649684344e-4,6.288963149435869e-4,6.556372735942461e-4
No new programme,2022,N,All,56834252.806983784,56834252.806983784,56834252.806983784
No new programme,2022,N,60u,14287697,14287697,14287697
No new programme,2022,N,80u,2909899,2909899,2909899
No new programme,2022,IncHZ,All,0.004161350717616362,0.004255792387318179,0.004314428567813162
No new programme,2022,IncHZ,60u,0.005761759584959269,0.005832000686857141,0.005892792462930048
No new programme,2022,IncHZ,80u,0.006470625005859373,0.006593572455911034,0.006699356380082703
No new programme,2022,IncPHN,All,1.641761913769024e-4,1.7020694847249746e-4,1.7791363828506882e-4
No new programme,2022,IncPHN,60u,3.5632416159477466e-4,3.6706401387092454e-4,3.7590798297292574e-4
No new programme,2022,IncPNH,80u,5.70911787696672e-4,5.91764357931282e-4,6.178460065184985e-4
No new programme,2023,N,All,57045501.619796,57045501.619796,57045501.619796
No new programme,2023,N,60u,14568372,14568372,14568372
No new programme,2023,N,80u,2989402,2989402,2989402
No new programme,2023,IncHZ,All,0.004150801490411278,0.004243313967903074,0.004303905347326955
No new programme,2023,IncHZ,60u,0.005683973920963576,0.005754285067390695,0.005816691046689667
No new programme,2023,IncHZ,80u,0.006077882435446108,0.00620030728199137,0.0063086280789211606
No new programme,2023,IncPHN,All,1.6334547564632041e-4,1.6948651699525818e-4,1.7713422882921693e-4
No new programme,2023,IncPHN,60u,3.4947918138614155e-4,3.599506591509096e-4,3.685227595197207e-4
No new programme,2023,IncPNH,80u,5.347930162477571e-4,5.566687307996623e-4,5.81275044031983e-4
No new programme,2024,N,All,57245043.862556264,57245043.862556264,57245043.862556264
No new programme,2024,N,60u,14857500,14857500,14857500
No new programme,2024,N,80u,3086634,3086634,3086634
No new programme,2024,IncHZ,All,0.004142504269590661,0.004233804597831403,0.004294869805028833
No new programme,2024,IncHZ,60u,0.005617558339218964,0.0056846187186865155,0.005751466446491198
No new programme,2024,IncHZ,80u,0.005724195880510671,0.0058454986893540645,0.005964123096437737
No new programme,2024,IncPHN,All,1.6274681866083022e-4,1.6909066946004e-4,1.7656677425486317e-4
No new programme,2024,IncPHN,60u,3.4337899818137293e-4,3.537945583995276e-4,3.6280274575694867e-4
No new programme,2024,IncPNH,80u,5.026624155943613e-4,5.241355748042582e-4,5.478840286918328e-4
No new programme,2025,N,All,57430157.31964595,57430157.31964595,57430157.31964595
No new programme,2025,N,60u,15145928,15145928,15145928
No new programme,2025,N,80u,3175049,3175049,3175049
No new programme,2025,IncHZ,All,0.004136163654835115,0.004225842153176685,0.004287694519020845
No new programme,2025,IncHZ,60u,0.005560193076897836,0.005629217506805924,0.005695723975578496
No new programme,2025,IncHZ,80u,0.005423740143148309,0.005546500804769505,0.005670838115894452
No new programme,2025,IncPHN,All,1.6236345994580703e-4,1.6878040954870432e-4,1.7602806415070607e-4
No new programme,2025,IncPHN,60u,3.381132842097417e-4,3.485003025624848e-4,3.5755068290407497e-4
No new programme,2025,IncPNH,80u,4.758055376661712e-4,4.967255993269467e-4,5.204210120617718e-4
No new programme,2026,N,All,57601892.44014474,57601892.44014474,57601892.44014474
No new programme,2026,N,60u,15420096,15420096,15420096
No new programme,2026,N,80u,3266698.9999999995,3266698.9999999995,3266698.9999999995
No new programme,2026,IncHZ,All,0.004131033153737206,0.004218834526837396,0.004281452571404999
No new programme,2026,IncHZ,60u,0.0055089713451556095,0.005580303907082508,0.0056496040262773006
No new programme,2026,IncHZ,80u,0.005167710835255884,0.005288293181838359,0.005426693630861807
No new programme,2026,IncPHN,All,1.621837490616515e-4,1.6851262411468257e-4,1.7590980603754262e-4
No new programme,2026,IncPHN,60u,3.339097512340046e-4,3.4396338477408567e-4,3.533370070275177e-4
No new programme,2026,IncPNH,80u,4.5194742641814956e-4,4.7354504279323133e-4,4.982312363879396e-4
No new programme,2027,N,All,57759291.13835117,57759291.13835117,57759291.13835117
No new programme,2027,N,60u,15686789,15686789,15686789
No new programme,2027,N,80u,3465462,3465462,3465462
No new programme,2027,IncHZ,All,0.00412507208544371,0.00421323151103392,0.00427448204210781
No new programme,2027,IncHZ,60u,0.005467945531420379,0.005538624654771285,0.005610881129400059
No new programme,2027,IncHZ,80u,0.004917846147343209,0.0050412193713256035,0.005181922329411216
No new programme,2027,IncPHN,All,1.621109280892988e-4,1.6830374174608108e-4,1.7587164181687902e-4
No new programme,2027,IncPHN,60u,3.3051695682925547e-4,3.4024210785764885e-4,3.4931654457547766e-4
No new programme,2027,IncPNH,80u,4.2987519646853857e-4,4.529759595092636e-4,4.735196139993329e-4
No new programme,2028,N,All,57907855.55779924,57907855.55779924,57907855.55779924
No new programme,2028,N,60u,15935441,15935441,15935441
No new programme,2028,N,80u,3610899.9999999995,3610899.9999999995,3610899.9999999995
No new programme,2028,IncHZ,All,0.004120882144684747,0.004206797428134854,0.004268985373220662
No new programme,2028,IncHZ,60u,0.0054302506117683644,0.005502159935334965,0.005577353176875824
No new programme,2028,IncHZ,80u,0.004731339216772918,0.004850862122351781,0.004999449166691455
No new programme,2028,IncPHN,All,1.6205316257561486e-4,1.6831664164110055e-4,1.7595133680521735e-4
No new programme,2028,IncPHN,60u,3.278648669996229e-4,3.374974852428435e-4,3.4665809766567347e-4
No new programme,2028,IncPNH,80u,4.1433207270371295e-4,4.358482931843947e-4,4.58947813638424e-4
No new programme,2029,N,All,58047670.585551575,58047670.585551575,58047670.585551575
No new programme,2029,N,60u,16175605,16175605,16175605
No new programme,2029,N,80u,3720375.9999999995,3720375.9999999995,3720375.9999999995
No new programme,2029,IncHZ,All,0.004115905793731927,0.004201497026306282,0.004266561973962159
No new programme,2029,IncHZ,60u,0.005400312269390988,0.005472602580481788,0.005548704617018417
No new programme,2029,IncHZ,80u,0.004584388903726595,0.00470477109285658,0.004857805310037655
No new programme,2029,IncPHN,All,1.6226940854372848e-4,1.6844470423008453e-4,1.7587233552558693e-4
No new programme,2029,IncPHN,60u,0.00032578429327268443,3.35503504324986e-4,3.4445071043409073e-4
No new programme,2029,IncPNH,80u,4.025645222948094e-4,4.225173420534938e-4,4.45227087042179e-4
No new programme,2030,N,All,58179177.32993071,58179177.32993071,58179177.32993071
No new programme,2030,N,60u,16389315,16389315,16389315
No new programme,2030,N,80u,3808128,3808128,3808128
No new programme,2030,IncHZ,All,0.004111009019016959,0.004198273524913702,0.004263738469319813
No new programme,2030,IncHZ,60u,0.005372436654619157,0.005446785586550485,0.005525040050622163
No new programme,2030,IncHZ,80u,0.0044609118952890145,0.00458740611977034,0.004746134038985926
No new programme,2030,IncPHN,All,1.6247566507944896e-4,1.6878175143358043e-4,1.7594063166598287e-4
No new programme,2030,IncPHN,60u,3.24073260919589e-4,3.338946102157079e-4,3.430525298087039e-4
No new programme,2030,IncPNH,80u,3.9182325707290736e-4,4.122721442945245e-4,4.365142130454344e-4
No new programme,2031,N,All,58302960.44968728,58302960.44968728,58302960.44968728
No new programme,2031,N,60u,16611952,16611952,16611952
No new programme,2031,N,80u,3877704,3877704,3877704
No new programme,2031,IncHZ,All,0.0041072757027310275,0.004195263830705217,0.004260392392590857
No new programme,2031,IncHZ,60u,0.005346661017550405,0.005420514074968619,0.005500948642198915
No new programme,2031,IncHZ,80u,0.004367021311355339,0.004497627141311867,0.004661733382382717
No new programme,2031,IncPHN,All,1.6275987983447012e-4,1.6890231502052444e-4,1.7598555856010843e-4
No new programme,2031,IncPHN,60u,3.224534949806841e-4,3.3225895153814644e-4,3.414775896290966e-4
No new programme,2031,IncPNH,80u,3.839157575250027e-4,4.040537758105362e-4,4.2759987040782196e-4
No new programme,2032,N,All,58419412.46477923,58419412.46477923,58419412.46477923
No new programme,2032,N,60u,16802646,16802646,16802646
No new programme,2032,N,80u,3935412,3935412,3935412
No new programme,2032,IncHZ,All,0.004104174197253672,0.004191253612944692,0.004257718376931686
No new programme,2032,IncHZ,60u,0.005321819019524228,0.005396434788966226,0.00547719850789126
No new programme,2032,IncHZ,80u,0.0042928111538794445,0.00442267269143219,0.004590850082809325
No new programme,2032,IncPHN,All,1.6300633654578266e-4,1.691748345946549e-4,1.7624113017364933e-4
No new programme,2032,IncPHN,60u,3.215374987041358e-4,3.3153238327734795e-4,3.4055398075715914e-4
No new programme,2032,IncPNH,80u,3.782837487199315e-4,3.9803070633227957e-4,4.2152726531286005e-4
No new programme,2033,N,All,58529151.816488974,58529151.816488974,58529151.816488974
No new programme,2033,N,60u,16955359,16955359,16955359
No new programme,2033,N,80u,3997061,3997061,3997061
No new programme,2033,IncHZ,All,0.004101458148981901,0.0041870175679981116,0.004254344577459187
No new programme,2033,IncHZ,60u,0.005296564577470445,0.005373482382743605,0.005453325545614701
No new programme,2033,IncHZ,80u,0.004231158664233041,0.004361586926986792,0.004525292772109925
No new programme,2033,IncPHN,All,1.6332293359259676e-4,1.6950088989055691e-4,1.7657357883270878e-4
No new programme,2033,IncPHN,60u,3.2153524660264354e-4,3.306741737158204e-4,3.4003242075184557e-4
No new programme,2033,IncPNH,80u,3.73412244262209e-4,3.9277804636031347e-4,4.152334154608762e-4
No new programme,2034,N,All,58633224.54834486,58633224.54834486,58633224.54834486
No new programme,2034,N,60u,17071667,17071667,17071667
No new programme,2034,N,80u,4056390,4056390,4056390
No new programme,2034,IncHZ,All,0.004098542809406207,0.004182217221892732,0.004250845170612945
No new programme,2034,IncHZ,60u,0.005271303536760669,0.005348834845309902,0.0054289993612536835
No new programme,2034,IncHZ,80u,0.004184695780706524,0.004316921952643974,0.004478197534785628
No new programme,2034,IncPHN,All,1.6374441265462906e-4,1.6980542699332848e-4,1.7672982812556913e-4
No new programme,2034,IncPHN,60u,3.211065830802548e-4,3.3084998793715366e-4,3.400366606351214e-4
No new programme,2034,IncPNH,80u,3.699843360721571e-4,3.885462713106224e-4,4.113398341620199e-4
No new programme,2035,N,All,58733536.07774301,58733536.07774301,58733536.07774301
No new programme,2035,N,60u,17169741,17169741,17169741
No new programme,2035,N,80u,4107296,4107296,4107296
No new programme,2035,IncHZ,All,0.0040945027519890785,0.0041780493689702845,0.004247243637242939
No new programme,2035,IncHZ,60u,0.005247134137259461,0.005326957637404625,0.005406176804065431
No new programme,2035,IncHZ,80u,0.00414983295797015,0.004276174119358221,0.004442128405597937
No new programme,2035,IncPHN,All,1.6394376678301086e-4,1.701311861665581e-4,1.7695996630961918e-4
No new programme,2035,IncPHN,60u,3.207912898766877e-4,3.308830733360848e-4,3.400294632098637e-4
No new programme,2035,IncPNH,80u,3.6710117955944847e-4,3.8471242434014717e-4,4.077631789902743e-4
No new programme,2036,N,All,58832019.436452426,58832019.436452426,58832019.436452426
No new programme,2036,N,60u,17249591,17249591,17249591
No new programme,2036,N,80u,4167522,4167522,4167522
No new programme,2036,IncHZ,All,0.004091176384994646,0.004173433092240004,0.00424419468541901
No new programme,2036,IncHZ,60u,0.005224414343325644,0.005305182819149749,0.00538528296262157
No new programme,2036,IncHZ,80u,0.004123995051406151,0.004248364842401249,0.004416454198916854
No new programme,2036,IncPHN,All,1.643439388077556e-4,1.7048013124704495e-4,1.7721028736410174e-4
No new programme,2036,IncPHN,60u,3.207330315773139e-4,3.313368946791038e-4,3.3994437773938964e-4
No new programme,2036,IncPNH,80u,3.6468994814736505e-4,3.818246870610076e-4,4.045576086819122e-4
No new programme,2037,N,All,58929570.80519893,58929570.80519893,58929570.80519893
No new programme,2037,N,60u,17311250,17311250,17311250
No new programme,2037,N,80u,4237769,4237769,4237769
No new programme,2037,IncHZ,All,0.0040883598556488415,0.004168550364802086,0.004241343185450565
No new programme,2037,IncHZ,60u,0.005200668624058193,0.005280747907921887,0.00536402930595959
No new programme,2037,IncHZ,80u,0.004103007748608549,0.004230689027735822,0.004395124341182355
No new programme,2037,IncPHN,All,1.6472322446568373e-4,1.707560182268528e-4,1.774351178844866e-4
No new programme,2037,IncPHN,60u,3.2078628786926e-4,3.3145137478798095e-4,3.4021080046287895e-4
No new programme,2037,IncPNH,80u,3.6293570650025467e-4,3.796702198006322e-4,4.0257486465635324e-4
No new programme,2038,N,All,59026783.73474885,59026783.73474885,59026783.73474885
No new programme,2038,N,60u,17377355,17377355,17377355
No new programme,2038,N,80u,4319079,4319079,4319079
No new programme,2038,IncHZ,All,0.004085762252178127,0.004164704168400469,0.0042385028672936005
No new programme,2038,IncHZ,60u,0.005178254332904544,0.005259149966392142,0.00534444926588086
No new programme,2038,IncHZ,80u,0.004088551982287313,0.004214754323375097,0.004380540910214779
No new programme,2038,IncPHN,All,1.6501106123943102e-4,1.7101357452092508e-4,1.7768298193249356e-4
No new programme,2038,IncPHN,60u,3.2103992492510814e-4,3.316332435976348e-4,3.40587611421973e-4
No new programme,2038,IncPNH,80u,3.612334094142951e-4,3.7837531715870416e-4,4.019627633570854e-4
No new programme,2039,N,All,59123921.18159037,59123921.18159037,59123921.18159037
No new programme,2039,N,60u,17483346,17483346,17483346
No new programme,2039,N,80u,4404459,4404459,4404459
No new programme,2039,IncHZ,All,0.004082927163269508,0.004161613269465759,0.004235919554981503
No new programme,2039,IncHZ,60u,0.00515885757763244,0.005238398872005489,0.005324815103462204
No new programme,2039,IncHZ,80u,0.004076849324174342,0.004205007527567241,0.00437146580265238
No new programme,2039,IncPHN,All,1.6532543780864187e-4,1.7135482902802047e-4,1.7796047700150886e-4
No new programme,2039,IncPHN,60u,3.2075244854614515e-4,3.3132464590824456e-4,3.405535450168586e-4
No new programme,2039,IncPNH,80u,3.6035368915867045e-4,3.78012486211832e-4,4.0146783792751337e-4
No new programme,2040,N,All,59220916.44902057,59220916.44902057,59220916.44902057
No new programme,2040,N,60u,17612449,17612449,17612449
No new programme,2040,N,80u,4494979,4494979,4494979
No new programme,2040,IncHZ,All,0.00408152245840518,0.0041593116527239606,0.0042343646894013095
No new programme,2040,IncHZ,60u,0.005142124420216708,0.0052228082656842825,0.005308482275019091
No new programme,2040,IncHZ,80u,0.00406969169404906,0.0042008650937282056,0.004364245406911195
No new programme,2040,IncPHN,All,1.6565038290223963e-4,1.71660779781654e-4,1.7823439668818446e-4
No new programme,2040,IncPHN,60u,3.20565186671963e-4,3.308869698811154e-4,3.404256099308338e-4
No new programme,2040,IncPNH,80u,3.5956392275032805e-4,3.773354172539776e-4,4.007755678014703e-4
No new programme,2041,N,All,59317434.65998518,59317434.65998518,59317434.65998518
No new programme,2041,N,60u,17736905,17736905,17736905
No new programme,2041,N,80u,4601150,4601150,4601150
No new programme,2041,IncHZ,All,0.004079763108992607,0.004156873210683673,0.004232130399939771
No new programme,2041,IncHZ,60u,0.005125394530378696,0.005206256478610147,0.005288128947158516
No new programme,2041,IncHZ,80u,0.004065192595249655,0.004197546154443356,0.004364296174677051
No new programme,2041,IncPHN,All,1.6595024800839176e-4,1.7188669754852589e-4,1.7848446421168018e-4
No new programme,2041,IncPHN,60u,3.202786403674946e-4,3.304395766047265e-4,3.40122513977574e-4
No new programme,2041,IncPNH,80u,3.589882852528749e-4,3.770488072941412e-4,4.002073944877782e-4
No new programme,2042,N,All,59413301.41479546,59413301.41479546,59413301.41479546
No new programme,2042,N,60u,17851956,17851956,17851956
No new programme,2042,N,80u,4720092,4720092,4720092
No new programme,2042,IncHZ,All,0.004079215864677288,0.004155935741896719,0.004230181432905952
No new programme,2042,IncHZ,60u,0.005112897874919472,0.005192380298927813,0.005272419612496916
No new programme,2042,IncHZ,80u,0.004061756578864924,0.004193326733443527,0.004360726699753977
No new programme,2042,IncPHN,All,1.661579841614867e-4,1.7213995881684412e-4,1.7885080833758703e-4
No new programme,2042,IncPHN,60u,3.200547686378674e-4,3.3010791485973425e-4,3.3985058391185387e-4
No new programme,2042,IncPNH,80u,3.583359652086102e-4,3.767354766320475e-4,3.998355552957898e-4
No new programme,2043,N,All,59507973.292836465,59507973.292836465,59507973.292836465
No new programme,2043,N,60u,17964325,17964325,17964325
No new programme,2043,N,80u,4846041,4846041,4846041
No new programme,2043,IncHZ,All,0.004079978902749529,0.004156481109016372,0.004229244091811975
No new programme,2043,IncHZ,60u,0.005102445911087054,0.005185227045811711,0.005263479745519673
No new programme,2043,IncHZ,80u,0.004061866575064202,0.0041942881499810805,0.004360141865182926
No new programme,2043,IncPHN,All,1.6647210549319667e-4,1.7241666811900473e-4,1.7915806027960185e-4
No new programme,2043,IncPHN,60u,3.2036765635795107e-4,3.301705229554726e-4,3.397231183986324e-4
No new programme,2043,IncPNH,80u,3.580777141100198e-4,3.767751682960006e-4,3.997130276329837e-4
No new programme,2044,N,All,59600112.80976739,59600112.80976739,59600112.80976739
No new programme,2044,N,60u,18068623,18068623,18068623
No new programme,2044,N,80u,4978859,4978859,4978859
No new programme,2044,IncHZ,All,0.004081467613159072,0.004158130529571221,0.0042305326121679365
No new programme,2044,IncHZ,60u,0.0050980834133971045,0.005181446959066046,0.0052587095419217595
No new programme,2044,IncHZ,80u,0.004061813959450588,0.004194294371454296,0.004360359384672329
No new programme,2044,IncPHN,All,1.6694107733165834e-4,1.72815116693061e-4,1.7958348397591686e-4
No new programme,2044,IncPHN,60u,3.2095581756182016e-4,3.307186377701182e-4,3.399589425958669e-4
