Scenario,Age0,Age1,Arm,Year0,Index,A,M,L,U
Overall,60,80,ReRZV_2d,2024,dYear_Life,5.187740161109424e-4,5.165698063400725e-4,4.2496072101672056e-4,6.166637558517429e-4
Overall,60,80,ReRZV_2d,2024,dYear_Immunised,13.482661536973987,13.484729857313768,11.947841745130207,14.92443110492971
Overall,60,80,ReRZV_2d,2024,dRisk_HZ,-0.10634812115462294,-0.10638288413795535,-0.11879792795486763,-0.09304614639779368
Overall,60,80,ReRZV_2d,2024,dRisk_Hosp,-0.0039312128696194935,-0.003912572339664425,-0.0048350272801585235,-0.003096325475429913
Overall,60,80,ReRZV_2d,2024,dRisk_PHN,-0.007489424155735041,-0.0074581804853462485,-0.00856947112116341,-0.006494767136981048
Overall,60,80,ReRZV_2d,2024,dRisk_Death,-9.003494540963886e-7,-8.998360547843961e-7,-1.0707874679527953e-6,-7.344922580963748e-7
Overall,60,80,ReRZV_2d,2024,dQ_Life,3.5708124995987943e-4,3.5590746061942014e-4,2.932541239710318e-4,4.234144090164982e-4
Overall,60,80,ReRZV_2d,2024,dQ_HZ,0.014222445714203415,0.01414982401954747,0.01198748410712978,0.016727160001918477
Overall,60,80,ReRZV_2d,2024,dQ_HZ_Norm,0.00437813995594889,0.004362911427640295,0.003625756545822398,0.005206757652801039
Overall,60,80,ReRZV_2d,2024,dQ_All,0.014574294378090737,0.014517958037551182,0.012265970123969438,0.01707551380125922
Overall,60,80,ReRZV_2d,2024,dQ_HZ_d,0.011275292355383063,0.011256707891711376,0.009507000235008547,0.013124537328530958
Overall,60,80,ReRZV_2d,2024,dQ_HZ_Norm_d,0.003622466581577504,0.00361456542268509,0.002995457187163234,0.004282187597934843
Overall,60,80,ReRZV_2d,2024,dQ_Life_d,2.3257455656216665e-4,2.3185955769200461e-4,1.9225061792340625e-4,2.758676624068812e-4
Overall,60,80,ReRZV_2d,2024,dQ_All_d,0.01150786691194521,0.011494148609565435,0.009714536475691427,0.013358879744020146
Overall,60,80,ReRZV_2d,2024,dC_Hosp,-16.657715083125815,-16.567611315156782,-20.650076340673053,-12.944628434168923
Overall,60,80,ReRZV_2d,2024,dC_GP_NonPHN,-9.76614694088244,-9.75645359475834,-10.95334888888699,-8.597803453021477
Overall,60,80,ReRZV_2d,2024,dC_GP_PHN,-3.298787397610519,-3.282462609581012,-3.844913499391009,-2.831180922333879
Overall,60,80,ReRZV_2d,2024,dC_GP,-13.064934338492957,-13.038588203541629,-14.688073928437252,-11.504934043088111
Overall,60,80,ReRZV_2d,2024,dC_Med,-29.722649421618772,-29.662303411286317,-34.86424104892335,-25.11760042776163
Overall,60,80,ReRZV_2d,2024,dC_VacZVL,110,110,110,110
Overall,60,80,ReRZV_2d,2024,dC_VacRZV,124.98890217892558,124.98891623618752,124.98840619991405,124.98931772980951
Overall,60,80,ReRZV_2d,2024,dC_Vac,234.98890217892557,234.98891623618752,234.98840619991404,234.9893177298095
Overall,60,80,ReRZV_2d,2024,dC_All,205.2662527573068,205.32672874029154,200.124556355831,209.87092979463733
Overall,60,80,ReRZV_2d,2024,dC_Hosp_d,-11.67016544572279,-11.630418142274102,-14.293160445154793,-9.209000412026478
Overall,60,80,ReRZV_2d,2024,dC_GP_NonPHN_d,-7.893629078026837,-7.8956411347513376,-8.8371341514033,-6.945898507203589
Overall,60,80,ReRZV_2d,2024,dC_GP_PHN_d,-2.5371098304941677,-2.529338624098439,-2.951482878637302,-2.169138631782997
Overall,60,80,ReRZV_2d,2024,dC_GP_d,-10.430738908521006,-10.425972026441515,-11.711697327304785,-9.152280000382122
Overall,60,80,ReRZV_2d,2024,dC_Med_d,-22.100904354243795,-22.036855316484093,-25.53031410454888,-18.82555328219939
Overall,60,80,ReRZV_2d,2024,dC_VacZVL_d,110,110,110,110
Overall,60,80,ReRZV_2d,2024,dC_VacRZV_d,92.80056247411706,92.80057291121821,92.80019422437293,92.80087100835564
Overall,60,80,ReRZV_2d,2024,dC_Vac_d,202.80056247411707,202.8005729112182,202.80019422437292,202.80087100835567
Overall,60,80,ReRZV_2d,2024,dC_All_d,180.69965811987328,180.76380217448906,177.2705105765688,183.97484737910756
Overall,60,80,ReRZV_2d,2024,dN_VacZVL,1,1,1,1
Overall,60,80,ReRZV_2d,2024,dN_VacRZV,1.4704576726932421,1.4704578380727944,1.4704518376460474,1.470462561527171
Overall,60,80,ReRZV_2d,2024,dN_VacZVL_d,1,1,1,1
Overall,60,80,ReRZV_2d,2024,dN_VacRZV_d,1.0917713232249067,1.091771446014332,1.0917669908749756,1.0917749530394782
Overall,60,80,ReRZV_2d,2024,ICER,15813.276970542025,15737.233364548512,13372.156383837088,18837.93030054886
Overall,60,80,ReRZV_2d,2024,Price0,85,85,84.99999999999999,85.00000000000001
Overall,60,80,ReRZV_2d,2024,Thres20,231.05408751094262,230.47980799263377,196.06809985861702,266.681488342763
Overall,60,80,ReRZV_2d,2024,Thres30,336.4595504516819,335.76034089871223,284.8276134911406,389.60646480916546
Overall,60,80,ReRZV_2d,2024,Thres20_50,NA,230.47980799263377,NA,NA
Overall,60,80,ReRZV_2d,2024,Thres30_90,NA,303.6784411583471,NA,NA
Overall,60,80,ReRZV_2d,2024,Thres,NA,230.47980799263377,NA,NA
Overall,60,81,ReRZV_1d,2024,dYear_Life,4.533409335988026e-4,4.51007878321974e-4,3.6436940305337726e-4,5.501998730121472e-4
Overall,60,81,ReRZV_1d,2024,dYear_Immunised,12.495297288909116,12.498046854884924,10.899831007841156,14.033729362324697
Overall,60,81,ReRZV_1d,2024,dRisk_HZ,-0.09706172735548572,-0.09697589259310538,-0.11027993932699562,-0.08339834565647071
Overall,60,81,ReRZV_1d,2024,dRisk_Hosp,-0.003425572600962026,-0.0034053156909079315,-0.00428309502280937,-0.00267638584575614
Overall,60,81,ReRZV_1d,2024,dRisk_PHN,-0.006658175194275244,-0.006630700700270248,-0.007753996718410281,-0.005636042901952126
Overall,60,81,ReRZV_1d,2024,dRisk_Death,-8.282138735300035e-7,-8.248363800418517e-7,-1.0007643630483556e-6,-6.587156680408907e-7
Overall,60,81,ReRZV_1d,2024,dQ_Life,3.1230620688323183e-4,3.104520394732191e-4,2.524699213884318e-4,3.7795903959798595e-4
Overall,60,81,ReRZV_1d,2024,dQ_HZ,0.01290698381569064,0.012860534031971831,0.010678290360526265,0.015319122536992184
Overall,60,81,ReRZV_1d,2024,dQ_HZ_Norm,0.004057934043180449,0.004042862192124524,0.0032991527948985576,0.004876567522212397
Overall,60,81,ReRZV_1d,2024,dQ_All,0.013214829605432793,0.013165021027173651,0.010995578025325692,0.015670221441325436
Overall,60,81,ReRZV_1d,2024,dQ_HZ_d,0.01034195840845024,0.010326709126992127,0.008614861963352594,0.012225307374666199
Overall,60,81,ReRZV_1d,2024,dQ_HZ_Norm_d,0.003393910875364274,0.003384975070000089,0.0027866824515106383,0.004054264661545203
Overall,60,81,ReRZV_1d,2024,dQ_Life_d,2.0385149016277992e-4,2.0304787255653878e-4,1.6514398033624643e-4,2.4647136671056557e-4
Overall,60,81,ReRZV_1d,2024,dQ_All_d,0.01054580989861298,0.01052457579721544,0.008791818266682716,0.01246367960350585
Overall,60,81,ReRZV_1d,2024,dC_Hosp,-14.476447431852975,-14.404916658453546,-18.419555801832807,-11.176088652871536
Overall,60,81,ReRZV_1d,2024,dC_GP_NonPHN,-8.947330244067231,-8.943371268105107,-10.224849812892842,-7.711971469410058
Overall,60,81,ReRZV_1d,2024,dC_GP_PHN,-2.936614937840617,-2.924840680845092,-3.494876806658377,-2.4453553388636866
Overall,60,81,ReRZV_1d,2024,dC_GP,-11.883945181907848,-11.852893722095754,-13.608727766472065,-10.23410141169805
Overall,60,81,ReRZV_1d,2024,dC_Med,-26.360392613760823,-26.28646624727754,-31.232289085888155,-21.978415367389523
Overall,60,81,ReRZV_1d,2024,dC_VacZVL,110,110,110,110
Overall,60,81,ReRZV_1d,2024,dC_VacRZV,60.062239709770935,60.06224836687089,60.06195864479998,60.062475893000794
Overall,60,81,ReRZV_1d,2024,dC_Vac,170.06223970977092,170.0622483668709,170.06195864479997,170.0624758930008
Overall,60,81,ReRZV_1d,2024,dC_All,143.7018470960101,143.77558605434518,138.8300056395332,148.08382339399745
Overall,60,81,ReRZV_1d,2024,dC_Hosp_d,-10.172082861820932,-10.12724413337822,-12.705067609469896,-7.979390615251316
Overall,60,81,ReRZV_1d,2024,dC_GP_NonPHN_d,-7.311428741149379,-7.314852384987669,-8.2863430101052,-6.315873121305227
Overall,60,81,ReRZV_1d,2024,dC_GP_PHN_d,-2.2792743769516655,-2.268886345574005,-2.7065522357657943,-1.9027013482513957
Overall,60,81,ReRZV_1d,2024,dC_GP_d,-9.590703118101043,-9.587501793919945,-10.902927948798999,-8.286719015875633
Overall,60,81,ReRZV_1d,2024,dC_Med_d,-19.762785979921976,-19.69547350754497,-23.088522243399893,-16.570082800325753
Overall,60,81,ReRZV_1d,2024,dC_VacZVL_d,110,110,110,110
Overall,60,81,ReRZV_1d,2024,dC_VacRZV_d,43.93540515937941,43.93541149203027,43.93519956092962,43.93557792692764
Overall,60,81,ReRZV_1d,2024,dC_Vac_d,153.9354051593794,153.93541149203025,153.93519956092962,153.93557792692766
Overall,60,81,ReRZV_1d,2024,dC_All_d,134.17261917945743,134.239899374472,130.8469732897177,137.36503067145628
Overall,60,81,ReRZV_1d,2024,dN_VacZVL,1,1,1,1
Overall,60,81,ReRZV_1d,2024,dN_VacRZV,0.7066145848208345,0.7066146866690692,0.7066112781741174,0.7066173634470682
Overall,60,81,ReRZV_1d,2024,dN_VacZVL_d,1,1,1,1
Overall,60,81,ReRZV_1d,2024,dN_VacRZV_d,0.5168871195221106,0.5168871940238855,0.5168847007168191,0.5168891520815015
Overall,60,81,ReRZV_1d,2024,ICER,12832.425543770545,12784.300878439346,10624.893241441609,15412.86908774698
Overall,60,81,ReRZV_1d,2024,Price0,85,85,84.99999999999999,85.00000000000001
Overall,60,81,ReRZV_1d,2024,Thres20,446.2849914319066,444.75192779739086,376.05372806757833,524.8140026781189
Overall,60,81,ReRZV_1d,2024,Thres30,650.3103686371559,648.5136310506568,546.1763368394512,766.7219380260012
Overall,60,81,ReRZV_1d,2024,Thres20_50,NA,444.75192779739086,NA,NA
Overall,60,81,ReRZV_1d,2024,Thres30_90,NA,580.5346633680808,NA,NA
Overall,60,81,ReRZV_1d,2024,Thres,NA,444.75192779739086,NA,NA
Overall,60,81,ReRZV_2d,2024,dYear_Life,5.055466799891732e-4,5.034052855563687e-4,4.181015436586222e-4,5.974244977096532e-4
Overall,60,81,ReRZV_2d,2024,dYear_Immunised,13.07628940751026,13.084085434225006,11.564084823372166,14.50178518531249
Overall,60,81,ReRZV_2d,2024,dRisk_HZ,-0.10251275471703812,-0.1026426133132024,-0.11529299845393097,-0.08926956434228504
Overall,60,81,ReRZV_2d,2024,dRisk_Hosp,-0.0038413782882327284,-0.0038153405671488456,-0.004643868503585058,-0.003079319470623525
Overall,60,81,ReRZV_2d,2024,dRisk_PHN,-0.007144672250972627,-0.007128265800600844,-0.008230967091151405,-0.006169837095120529
Overall,60,81,ReRZV_2d,2024,dRisk_Death,-8.904311170029467e-7,-8.866099132571776e-7,-1.0497621105695308e-6,-7.348690401992799e-7
Overall,60,81,ReRZV_2d,2024,dQ_Life,3.472879394850992e-4,3.4592214221262907e-4,2.8657151126258994e-4,4.099709274620444e-4
Overall,60,81,ReRZV_2d,2024,dQ_HZ,0.013688403085993499,0.013667590077823963,0.011474091429083112,0.01606792606538207
Overall,60,81,ReRZV_2d,2024,dQ_HZ_Norm,0.00422872016770537,0.004210963619543507,0.003484360353242777,0.005048544869592333
Overall,60,81,ReRZV_2d,2024,dQ_All,0.014030288185448693,0.014004496399442345,0.011771859661468832,0.01640780019592052
Overall,60,81,ReRZV_2d,2024,dQ_HZ_d,0.010862999839914308,0.01083604671440076,0.009118511436834717,0.012712448094250218
Overall,60,81,ReRZV_2d,2024,dQ_HZ_Norm_d,0.0035081979751382555,0.003498449952003253,0.002897862894542896,0.004150488462228186
Overall,60,81,ReRZV_2d,2024,dQ_Life_d,2.2548725723660823e-4,2.2489461133368138e-4,1.8673370031714321e-4,2.662527396567249e-4
Overall,60,81,ReRZV_2d,2024,dQ_All_d,0.01108848709715088,0.011059810972652073,0.009326262119211748,0.012971052708378705
Overall,60,81,ReRZV_2d,2024,dC_Hosp,-16.33672168624505,-16.237844528860343,-19.88245143754387,-12.975119057918674
Overall,60,81,ReRZV_2d,2024,dC_GP_NonPHN,-9.416100457055439,-9.40856709895635,-10.61704042999722,-8.229000724349598
Overall,60,81,ReRZV_2d,2024,dC_GP_PHN,-3.1434875610830026,-3.1349958864629324,-3.6671544669339013,-2.6731983169317144
Overall,60,81,ReRZV_2d,2024,dC_GP,-12.559588018138442,-12.539650080778967,-14.175429304251214,-10.959969704607659
Overall,60,81,ReRZV_2d,2024,dC_Med,-28.896309704383487,-28.785075365238427,-33.686404411618135,-24.451062815007102
Overall,60,81,ReRZV_2d,2024,dC_VacZVL,110,110,110,110
Overall,60,81,ReRZV_2d,2024,dC_VacRZV,120.12447941954187,120.12449673374178,120.12391728959996,120.12495178600159
Overall,60,81,ReRZV_2d,2024,dC_Vac,230.12447941954187,230.12449673374178,230.12391728959994,230.1249517860016
Overall,60,81,ReRZV_2d,2024,dC_All,201.22816971515837,201.33956037060537,196.4382688275888,205.67270981924165
Overall,60,81,ReRZV_2d,2024,dC_Hosp_d,-11.387048229654818,-11.322573775845544,-13.74997668160269,-9.169963135277543
Overall,60,81,ReRZV_2d,2024,dC_GP_NonPHN_d,-7.624412786306118,-7.630404843011725,-8.559132467002694,-6.643472682859042
Overall,60,81,ReRZV_2d,2024,dC_GP_PHN_d,-2.417799579858932,-2.406545580276374,-2.8313814441366607,-2.0499702053938584
Overall,60,81,ReRZV_2d,2024,dC_GP_d,-10.04221236616505,-10.047200701996244,-11.358144706356319,-8.736997261743117
Overall,60,81,ReRZV_2d,2024,dC_Med_d,-21.42926059581987,-21.383563201017616,-24.75036829474253,-18.362605839273353
Overall,60,81,ReRZV_2d,2024,dC_VacZVL_d,110,110,110,110
Overall,60,81,ReRZV_2d,2024,dC_VacRZV_d,87.87081031875881,87.87082298406054,87.87039912185924,87.87115585385529
Overall,60,81,ReRZV_2d,2024,dC_Vac_d,197.87081031875883,197.87082298406054,197.87039912185924,197.87115585385527
Overall,60,81,ReRZV_2d,2024,dC_All_d,176.44154972293896,176.48733167247053,173.12049571860558,179.50823194287543
Overall,60,81,ReRZV_2d,2024,dN_VacZVL,1,1,1,1
Overall,60,81,ReRZV_2d,2024,dN_VacRZV,1.413229169641669,1.4132293733381385,1.4132225563482348,1.4132347268941363
Overall,60,81,ReRZV_2d,2024,dN_VacZVL_d,1,1,1,1
Overall,60,81,ReRZV_2d,2024,dN_VacRZV_d,1.0337742390442213,1.033774388047771,1.0337694014336383,1.033778304163003
Overall,60,81,ReRZV_2d,2024,ICER,16032.113854790647,15949.405952074168,13530.727761644568,19140.44207297036
Overall,60,81,ReRZV_2d,2024,Price0,85,85,84.99999999999999,85.00000000000001
Overall,60,81,ReRZV_2d,2024,Thres20,235.25347520676468,234.60263874362732,199.13720339848865,272.4334667753352
Overall,60,81,ReRZV_2d,2024,Thres30,342.5156387776538,341.43144019687094,289.13999196924283,397.64433125701396
Overall,60,81,ReRZV_2d,2024,Thres20_50,NA,234.60263874362732,NA,NA
Overall,60,81,ReRZV_2d,2024,Thres30_90,NA,308.08028393331887,NA,NA
Overall,60,81,ReRZV_2d,2024,Thres,NA,234.60263874362732,NA,NA
Overall,60,82,ReRZV_1d,2024,dYear_Life,4.413127980488518e-4,4.3939021536232303e-4,3.5703646157596585e-4,5.309761307144001e-4
Overall,60,82,ReRZV_1d,2024,dYear_Immunised,12.156484858133021,12.165885385720602,10.562008697598369,13.746809941125072
Overall,60,82,ReRZV_1d,2024,dRisk_HZ,-0.09381924159635562,-0.09393507284262091,-0.10721553287093996,-0.08012674708368661
Overall,60,82,ReRZV_1d,2024,dRisk_Hosp,-0.003340332349834584,-0.003331413533030448,-0.004148228672330695,-0.0026446771861619845
Overall,60,82,ReRZV_1d,2024,dRisk_PHN,-0.006354724993656287,-0.006342530414643379,-0.00748628349854976,-0.005315477661293618
Overall,60,82,ReRZV_1d,2024,dRisk_Death,-8.189909676552093e-7,-8.133315178130217e-7,-9.786621951112815e-7,-6.674654140813711e-7
Overall,60,82,ReRZV_1d,2024,dQ_Life,3.0340621571101425e-4,3.018935342851137e-4,2.4669890590347523e-4,3.6511025737677726e-4
Overall,60,82,ReRZV_1d,2024,dQ_HZ,0.01245228644756592,0.012418901096547919,0.010263711346895842,0.01491164294719814
Overall,60,82,ReRZV_1d,2024,dQ_HZ_Norm,0.003936435663795458,0.003922234662007229,0.003193850355938074,0.004752093140129698
Overall,60,82,ReRZV_1d,2024,dQ_All,0.012751063096887056,0.012711840313112788,0.010533656890642895,0.015263162455556322
Overall,60,82,ReRZV_1d,2024,dQ_HZ_d,0.009994496969951961,0.009976288619188225,0.008311178309145323,0.011862521732234219
Overall,60,82,ReRZV_1d,2024,dQ_HZ_Norm_d,0.0033019060153747387,0.003294490578078935,0.0026957923320201985,0.003958515740734913
Overall,60,82,ReRZV_1d,2024,dQ_Life_d,1.9744425823161826e-4,1.9671151445077584e-4,1.615350578917152e-4,2.3765173815486483e-4
Overall,60,82,ReRZV_1d,2024,dQ_All_d,0.010191941228183515,0.010176183635161706,0.008485534122448036,0.012069542684060597
Overall,60,82,ReRZV_1d,2024,dC_Hosp,-14.166614263526668,-14.063236184296755,-17.67681443737845,-11.050524540288919
Overall,60,82,ReRZV_1d,2024,dC_GP_NonPHN,-8.653438519078044,-8.648172494383058,-9.913067301187432,-7.408529100105012
Overall,60,82,ReRZV_1d,2024,dC_GP_PHN,-2.8003682271477395,-2.7936556677371414,-3.3406906551825872,-2.3144630652003744
Overall,60,82,ReRZV_1d,2024,dC_GP,-11.453806746225784,-11.442702123815788,-13.166354364542393,-9.792038731071996
Overall,60,82,ReRZV_1d,2024,dC_Med,-25.62042100975245,-25.559483855348414,-30.19940636517434,-21.213967403097428
Overall,60,82,ReRZV_1d,2024,dC_VacZVL,110,110,110,110
Overall,60,82,ReRZV_1d,2024,dC_VacRZV,57.436823459119154,57.436833371428044,57.436521491208815,57.4370881009801
Overall,60,82,ReRZV_1d,2024,dC_Vac,167.43682345911915,167.43683337142807,167.4365214912088,167.43708810098008
Overall,60,82,ReRZV_1d,2024,dC_All,141.8164024493667,141.87737443400883,137.23747217956327,146.22285400827872
Overall,60,82,ReRZV_1d,2024,dC_Hosp_d,-9.903094543913177,-9.88561163163123,-12.262253363080253,-7.856111690628507
Overall,60,82,ReRZV_1d,2024,dC_GP_NonPHN_d,-7.087691393843934,-7.094073479896458,-8.074883132838131,-6.081020150976279
Overall,60,82,ReRZV_1d,2024,dC_GP_PHN_d,-2.1758464743473023,-2.1702837753013253,-2.5904903622323805,-1.7937734707942803
Overall,60,82,ReRZV_1d,2024,dC_GP_d,-9.263537868191236,-9.260670363706183,-10.593746540974033,-7.917045673781087
Overall,60,82,ReRZV_1d,2024,dC_Med_d,-19.166632412104413,-19.133480474700498,-22.422489854370678,-15.985903060006262
Overall,60,82,ReRZV_1d,2024,dC_VacZVL_d,110,110,110,110
Overall,60,82,ReRZV_1d,2024,dC_VacRZV_d,41.39400843033046,41.394015574008904,41.39379080579147,41.39419915444721
Overall,60,82,ReRZV_1d,2024,dC_Vac_d,151.39400843033044,151.3940155740089,151.3937908057915,151.3941991544472
Overall,60,82,ReRZV_1d,2024,dC_All_d,132.22737601822604,132.26051956027618,128.97159606822882,135.40812415871648
Overall,60,82,ReRZV_1d,2024,dN_VacZVL,1,1,1,1
Overall,60,82,ReRZV_1d,2024,dN_VacRZV,0.6757273348131665,0.6757274514285652,0.6757237822495153,0.6757304482468247
Overall,60,82,ReRZV_1d,2024,dN_VacZVL_d,1,1,1,1
Overall,60,82,ReRZV_1d,2024,dN_VacRZV_d,0.486988334474476,0.48698841851775176,0.48698577418578193,0.48699057828761416
Overall,60,82,ReRZV_1d,2024,ICER,13092.804251544796,13042.953561751448,10794.864917012337,15896.605139915002
Overall,60,82,ReRZV_1d,2024,Price0,85,85,84.99999999999999,85.00000000000001
Overall,60,82,ReRZV_1d,2024,Thres20,457.9276660530526,456.31479578553655,382.30235260560136,539.4950157013523
Overall,60,82,ReRZV_1d,2024,Thres30,667.2127621240885,665.3274433633528,556.3915726962578,787.9811820273208
Overall,60,82,ReRZV_1d,2024,Thres20_50,NA,456.31479578553655,NA,NA
Overall,60,82,ReRZV_1d,2024,Thres30_90,NA,591.0627106928599,NA,NA
Overall,60,82,ReRZV_1d,2024,Thres,NA,456.31479578553655,NA,NA
Overall,60,82,ReRZV_2d,2024,dYear_Life,4.885100570950378e-4,4.868632944159401e-4,4.026491434535373e-4,5.743214414472676e-4
Overall,60,82,ReRZV_2d,2024,dYear_Immunised,12.667141859795466,12.666303750702236,11.126280131778062,14.148443461951715
Overall,60,82,ReRZV_2d,2024,dRisk_HZ,-0.09859990052065638,-0.0985642777332548,-0.1114541621260581,-0.08531036820544255
Overall,60,82,ReRZV_2d,2024,dRisk_Hosp,-0.0037208200131429326,-0.0037094082603307734,-0.004494119442598138,-0.003008467734794132
Overall,60,82,ReRZV_2d,2024,dRisk_PHN,-0.00677938825204342,-0.006772730550959041,-0.007896834308327747,-0.005809951876913712
Overall,60,82,ReRZV_2d,2024,dRisk_Death,-8.734944057602404e-7,-8.688281969877525e-7,-1.024817144203203e-6,-7.280027825921139e-7
Overall,60,82,ReRZV_2d,2024,dQ_Life,3.349262477671573e-4,3.339510830837611e-4,2.764780650685417e-4,3.9391094705667486e-4
Overall,60,82,ReRZV_2d,2024,dQ_HZ,0.013137906792038355,0.013099272513312846,0.010960135720543952,0.015512617755114944
Overall,60,82,ReRZV_2d,2024,dQ_HZ_Norm,0.00408434861356342,0.00406623718286666,0.0033329883915671123,0.004902441634073839
Overall,60,82,ReRZV_2d,2024,dQ_All,0.013467279641760534,0.013423044785985994,0.01125814797276794,0.015887937163021525
Overall,60,82,ReRZV_2d,2024,dQ_HZ_d,0.010447312648587665,0.010434051239927418,0.008720139766493627,0.012338261499011065
Overall,60,82,ReRZV_2d,2024,dQ_HZ_Norm_d,0.003399866164364851,0.0033977027289431687,0.0027953277654297853,0.0040544641397066775
