Scenario,Age0,Arm,Year0,ICER_A,ICER25_A,ICER50_A,ICER75_A,ICER100_A,ICER_Thres_A,ICER_M,ICER25_M,ICER50_M,ICER75_M,ICER100_M,ICER_Thres_M,ICER_L,ICER25_L,ICER50_L,ICER75_L,ICER100_L,ICER_Thres_L,ICER_U,ICER25_U,ICER50_U,ICER75_U,ICER100_U,ICER_Thres_U
Vac_46,46,Vac,2024,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA
Vac_47,47,Vac,2024,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA
Vac_48,48,Vac,2024,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA
Vac_49,49,Vac,2024,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA
Vac_50,50,Vac,2024,12262.593504503364,392.85709953704554,5338.580601606345,10284.304103675644,15230.027605744943,20000,12541.937646712928,453.6335467238571,5465.791416827461,10559.710633627856,15512.237727826996,20000,3310.8777245684023,-2310.2229272038235,76.29731133689454,2406.9141329821205,4737.331635879513,19999.999999999996,21205.932400077574,3214.877533443435,10671.25602271037,18164.339744158387,25791.768832013713,20000.000000000004
Vac_51,51,Vac,2024,11862.118968686991,281.80817580108965,5106.937672836882,9932.067169872673,14757.196666908465,20000,12100.561883336646,346.67152989270835,5217.508107192999,10149.286326377922,15015.316354813072,20000,3299.8007054093414,-2279.450915814343,104.54057423036905,2400.8214969924315,4694.045458297799,19999.999999999996,20423.4619049735,3007.900978756535,10244.406570588048,17504.307947880938,24935.16849762743,20000.000000000004
Vac_52,52,Vac,2024,11472.69531922351,175.69579799372315,4882.778931839468,9589.862065685213,14296.945199530957,20000,11753.057553127132,236.34397898245652,5030.678368075389,9808.975800266428,14564.940863416346,20000,3267.044653490897,-2300.0571733830807,40.48892058079092,2364.4858416376965,4640.034896561678,19999.999999999996,19847.115384967026,2652.4704449833844,9846.944137254617,16919.867898108554,24091.4669301709,20000.000000000004
Vac_53,53,Vac,2024,11101.748174866649,78.9579916533889,4671.787234658914,9264.616477664438,13857.445720669963,20000,11314.282580640356,150.51171877350805,4786.594804106708,9469.987350012732,14072.97113625425,20000,3244.121518842915,-2311.4595755572227,49.499631669467895,2360.199824256615,4585.821834010267,19999.999999999996,18943.294990089555,2400.679503477231,9287.714822202759,16190.900787524435,23004.707331219008,20000.000000000004
Vac_54,54,Vac,2024,10755.851324435904,-10.293311280862529,4475.600286934457,8961.493885149775,13447.387483365095,20000,10944.762739769641,20.1235879809129,4569.044169537854,9099.677173946042,13675.145282608337,20000,3238.2446482659125,-2314.996864893909,27.316877032044992,2355.649414694315,4587.407354004579,19999.999999999996,18039.487703352817,2301.908566821205,8804.739385868324,15402.855727539589,22119.152399842114,20000.000000000004
Vac_55,55,Vac,2024,10422.68158970786,-98.91662163630315,4285.082633090431,8669.081887817165,13053.081142543899,20000,10579.337189074333,-84.20547750722397,4345.136097533325,8806.009337342142,13263.230672175232,20000,3283.2056259058204,-2303.976866082001,48.09295522014323,2374.892071005574,4647.255097314197,19999.999999999996,17447.795648362393,2121.2966894059873,8435.82293547445,14886.45234300183,21395.826473232617,20000.000000000004
Vac_56,56,Vac,2024,10100.697199316784,-188.94312188543836,4098.4070119488215,8385.757145783082,12673.107279617341,20000,10280.998329696933,-158.1308873469402,4196.854863086033,8532.92903731138,12894.20165020142,20000,3213.215715586506,-2318.067084770042,12.017135026642496,2296.979334347972,4565.01667163471,19999.999999999996,17074.826647418002,1998.2327758911822,8166.695829796735,14552.122962786047,21019.763181902606,20000.000000000004
Vac_57,57,Vac,2024,9809.457225394557,-267.03945344244795,3931.500829406304,8130.041112255056,12328.581395103807,20000,9965.602032982246,-231.8892183346536,4023.3676305438285,8266.506593230262,12520.999309487936,20000,3222.7273623303695,-2326.997595044136,-13.315728447954148,2327.4574366993274,4564.297889062142,19999.999999999996,16539.497079580902,1791.5934344233956,7837.509855257378,14007.17329574809,20232.802144459652,20000.000000000004
Vac_58,58,Vac,2024,9532.287410046858,-349.08693067460524,3768.1523779593376,7885.39168659328,12002.630995227222,20000,9631.956537015649,-317.46974155098405,3820.9933033929274,7994.463547496465,12155.05085818408,20000,3201.5957078281126,-2355.55115430572,34.87254367059059,2300.3189821372366,4538.468004451838,19999.999999999996,15913.21732816203,1683.3919612209613,7631.462871970006,13450.063231143537,19548.530240283868,20000.000000000004
Vac_59,59,Vac,2024,9282.923460868235,-421.5019942015836,3622.008612077507,7665.519218356598,11709.029824635689,20000,9382.5979480104,-390.14827162790834,3674.877319319691,7740.934981910725,11851.967669793225,20000,3247.0260466405493,-2382.781885188309,63.078442758408926,2367.9447396004757,4578.477663982738,19999.999999999996,15271.321498092819,1549.1981270488095,7282.275301094339,12929.4306056837,18874.788947756508,20000.000000000004
Vac_60,60,Vac,2024,9061.74836955632,-484.99822881626403,3492.8128538389797,7470.623936494223,11448.435019149467,20000,9158.043414159754,-460.7104244549282,3532.170705659102,7547.628781186933,11531.412778248749,20000,3296.250834659572,-2390.249936812467,96.77766887426603,2385.3529140602764,4622.680878194819,19999.999999999996,15038.004863130982,1440.1166136554875,7008.014651432761,12634.112695006372,18558.116442719213,20000.000000000004
Vac_61,61,Vac,2024,8861.479201320219,-543.3937944743104,3375.3032871067435,7294.000368687797,11212.697450268852,20000,8848.88698875804,-524.8685446629768,3383.424197326459,7275.317227774092,11254.330306204214,20000,3322.7504936994305,-2340.87944045862,114.04968752192728,2426.486511468904,4675.989338924593,19999.999999999996,14678.42787381506,1276.6704777791879,6866.531694826968,12436.212087298747,18057.97458914276,20000.000000000004
Vac_62,62,Vac,2024,8686.451738254775,-599.831584576022,3269.4531332701436,7138.73785111631,11008.022568962475,20000,8704.974496157418,-577.4849560395204,3266.044341387268,7137.928454418152,11051.243504325777,20000,3419.314101962815,-2370.0999509316525,98.32917487896354,2468.947779460769,4802.52688805928,19999.999999999996,14294.08970601372,1198.5678688601904,6643.1483649170295,12083.2153899866,17580.64238280943,20000.000000000004
Vac_63,63,Vac,2024,8536.199676812283,-647.386386520467,3179.107806534845,7005.601999590157,10832.09619264547,20000,8512.55959101119,-641.8981613292617,3144.66904193525,7000.045449250406,10800.96255836932,20000,3428.6274867850375,-2400.2888452151196,149.18170427936101,2499.253058331818,4826.7837682355585,19999.999999999996,13889.421560420977,1136.4023955990247,6474.635342997775,11725.24336553984,17133.23650342852,20000.000000000004
Vac_64,64,Vac,2024,8397.002858509217,-696.825673688796,3092.269548060376,6881.364769809548,10670.45999155872,20000,8376.764823053574,-684.957025559678,3075.7960827236284,6861.817287535083,10638.385598423536,20000,3435.946585671461,-2396.565660591682,176.919591143474,2519.2540844738114,4845.739773063834,19999.999999999996,13743.031620268976,1013.3249556900855,6312.823410915333,11619.928158178218,16958.894129875942,20000.000000000004
Vac_65,65,Vac,2024,8281.304383942977,-741.9698643865121,3017.727739084108,6777.425342554729,10537.122946025349,20000,8245.550010608165,-751.2438344082041,2993.0392548779314,6764.297815382306,10495.02621993113,20000,3497.669918718296,-2382.1723034605875,192.70261058295395,2564.464564333239,4912.353534590721,19999.999999999996,13463.393721158414,1018.3862762469753,6175.70503836161,11311.395805256143,16673.391070570357,20000.000000000004
Vac_66,66,Vac,2024,8179.992668667042,-784.3040095532267,2950.819606371885,6685.943222296997,10421.06683822211,20000,8116.503998408767,-800.1116752338241,2919.053798463486,6620.82219308845,10318.928909141821,20000,3608.375089153222,-2343.8503403960863,203.9273659733708,2629.3035109483785,5084.4801274285055,19999.999999999996,13185.63859963214,919.6079531330638,5981.313708054539,11060.397351763717,16442.114790180305,20000.000000000004
Vac_67,67,Vac,2024,8096.693658072988,-826.2196032674364,2891.660922291074,6609.541447849584,10327.421973408094,20000,8051.494611012782,-843.6299868333663,2852.1599761154635,6542.906339311338,10296.829701993314,20000,3714.9713584682504,-2362.0364279896507,282.6476641459127,2742.5083579308516,5196.034545408635,19999.999999999996,13037.124419442229,843.0975245368835,5810.426432699621,10926.752421573392,15972.855381932735,20000.000000000004
Vac_68,68,Vac,2024,8038.473179307464,-863.3455013331497,2845.7456156004396,6554.836732534029,10263.927849467618,20000,7981.6824023393565,-866.8568245843619,2783.6585080389505,6489.113206440077,10155.58637399106,20000,3870.7204695599544,-2331.9515204620666,331.3747791019994,2893.5406222253646,5401.117578396874,19999.999999999996,12744.629083578207,757.9567365981743,5685.837619153328,10770.447796733288,15832.945993589938,20000.000000000004
Vac_69,69,Vac,2024,8007.052260782893,-892.004941678838,2815.935559346883,6523.876060372605,10231.816561398326,20000,7963.19098486719,-892.8238801417606,2755.619302612362,6500.427562382374,10150.163999292261,20000,4011.7230143875386,-2369.5384502616207,374.90177547404386,2988.4222959928725,5540.15453174063,19999.999999999996,12743.125722359906,630.4775329253044,5671.124511131155,10753.204795215672,15792.764404302627,20000.000000000004
Vac_70,70,Vac,2024,8000.851120425984,-915.0408612693642,2799.9141311036974,6514.869123476759,10229.82411584982,20000,7915.619367317452,-902.5796362452911,2763.849391626118,6449.854929212708,10119.605505080874,20000,4207.400401572847,-2348.3840277682757,495.1219309758002,3143.969841892814,5748.954609312343,19999.999999999996,12644.063173576851,552.9168937573796,5623.666494733121,10575.718418944612,15663.70914105091,20000.000000000004
Vac_71,71,Vac,2024,8013.563747510719,-939.0092477477189,2791.22950027663,6521.468248300979,10251.706996325329,20000,7935.795171862828,-934.9539240281541,2745.306906855453,6444.5071422758865,10184.142378474371,20000,4331.944166838905,-2346.5824011355585,582.855215349857,3279.5347857277825,5918.2221557848025,19999.999999999996,12566.293497157641,509.77273826051527,5514.042623989765,10555.342432313004,15549.83927830458,20000.000000000004
Vac_72,72,Vac,2024,8049.657554078615,-957.7746578141357,2795.322097141177,6548.41885209649,10301.515607051802,20000,7979.84544443943,-946.9644721611389,2741.5942060321163,6462.12430845304,10189.021663404506,20000,4518.401087035212,-2324.135152253779,609.0049920266955,3449.864884858323,6144.869143379967,19999.999999999996,12607.326563238237,544.5509051420488,5531.137205331235,10540.204747169262,15683.266005364323,20000.000000000004
Vac_73,73,Vac,2024,8115.487787502656,-967.7944866710734,2816.906460901314,6601.607408473701,10386.30835604609,20000,7991.959809994997,-958.720984724042,2807.3640252498326,6504.322150554529,10222.251754934281,20000,4579.64538030539,-2365.737555923924,559.1190430295293,3472.1254251774194,6280.287714682204,19999.999999999996,12534.822981436671,506.6262347627966,5553.2321227757875,10527.684467314102,15538.338545440345,20000.000000000004
Vac_74,74,Vac,2024,8218.980650938542,-958.9439632280348,2865.191292674705,6689.326548577445,10513.461804480185,20000,8073.998699773868,-946.5667508943495,2828.3691840853962,6573.3177518236525,10339.705713200194,20000,4786.223808706555,-2357.80505220733,684.1980066503161,3653.5834598479614,6482.6437451240545,19999.999999999996,12667.819417684887,520.3089097228979,5631.642262029768,10629.607535921152,15702.760351117939,20000.000000000004
Vac_75,75,Vac,2024,8371.047261635209,-937.2577402591509,2941.202677196832,6819.663094652815,10698.123512108798,20000,8217.733221888024,-915.8502189198099,2882.4690718616716,6684.239602669171,10520.858349691836,20000,4926.785802319062,-2320.7797179628833,806.2293295035068,3768.6081269728434,6628.213748976224,19999.999999999996,12766.0549710239,570.9610923926631,5587.03794635825,10660.329255737406,15790.815199222194,20000.000000000004
Vac_76,76,Vac,2024,8559.00393498277,-902.0495896835548,3040.0560455940804,6982.161680871715,10924.267316149351,20000,8372.058276170816,-887.8743524653086,2962.797454030214,6843.2840319993775,10721.776573275361,20000,5107.303631039994,-2313.3190129484265,936.7577191145323,3862.4633794244282,6884.1367889684225,19999.999999999996,13023.770839501696,607.9665065904876,5750.478657105806,10905.6398141087,16183.082971911203,20000.000000000004
Vac_77,77,Vac,2024,8762.683471488428,-868.5024478660382,3144.491685198323,7157.485818262684,11170.479951327046,20000,8575.114221835192,-880.0907186830428,3039.133140313039,6987.751418672595,10952.708662608798,20000,5391.410039064733,-2287.239228491919,1033.8606815733863,4107.31630189157,7141.343837830122,19999.999999999996,13335.891251304593,636.4449661037511,5813.745109333252,11179.490497706318,16540.64994784187,20000.000000000004
Vac_78,78,Vac,2024,9019.0815956150691,-809.2950267581411,3285.861899230696,7381.018825219533,11476.175751208371,20000,8825.70119773474,-831.6343100778912,3165.074766404424,7214.000096166491,11230.082343477363,20000,5677.068880914882,-2202.209088137471,1168.1402622672117,4410.50009014044,7544.427704480407,19999.999999999996,13463.879505058421,745.9807488961604,5987.9619628545115,11294.162890206648,16815.91898228931,20000.000000000004
Vac_79,79,Vac,2024,9327.879946369741,-735.6846397679125,3457.4672711227768,7650.619182013465,11843.771092904155,20000,9112.275801016036,-771.3194015451611,3351.9630151000033,7465.241398627052,11570.294091539194,20000,5931.399098470639,-2152.255941778439,1371.779068067993,4652.57096182304,7872.894489278028,19999.999999999996,13854.944226788684,808.1518411330535,6172.404609369899,11644.132161443498,17094.104900325165,20000.000000000004
Vac_80,80,Vac,2024,9677.944854970196,-654.3139354343908,3650.793893900853,7955.9017232360975,12261.00955257134,20000,9459.249681737365,-686.7142117412512,3543.556624341215,7764.742199777526,11964.309377961787,20000,6241.763723041165,-2140.5154724246468,1506.19196191734,4931.443371890556,8228.77515821198,19999.999999999996,14257.947447066681,1021.4647666228101,6482.224821037482,11976.934758250874,17697.40732731189,20000.000000000004
Vac_81,81,Vac,2024,10108.012612930639,-535.1393741123159,3899.5072871555817,8334.15394842348,12768.800609691378,20000,9870.738081784279,-569.6411764279733,3768.916507048956,8124.463832280232,12477.700078080583,20000,6580.785277727259,-2077.3061787312527,1630.418776542628,5207.6775633248335,8623.349422566389,19999.999999999996,14746.9058475508,1129.4915293604058,6768.941831194931,12446.758913448826,18247.15179010321,20000.000000000004
Vac_82,82,Vac,2024,10597.555364776237,-401.8697972967253,4181.224020233675,8764.317837764076,13347.411655294478,20000,10350.43143602134,-427.3774107341843,4082.361871377302,8522.131455930583,13058.90153992853,20000,6939.097593895968,-1994.2545344243983,1833.392109026684,5540.072479539828,9111.34291359555,19999.999999999996,15636.598751049467,1343.5578891649668,7226.247424632823,13235.001547504804,19209.223726153166,20000.000000000004
Vac_83,83,Vac,2024,11130.049839890624,-260.5438012798827,4485.5368825411615,9231.617566362205,13977.69825018325,20000,10899.042074826491,-275.94550054279057,4393.63457267725,9043.797298885926,13670.094114831632,20000,7343.338098999598,-1887.1696939945564,2080.1150222582264,5871.335300089246,9539.497026861436,19999.999999999996,16154.792090785973,1499.7790936208603,7690.946850010218,13783.7614418529,19881.611189572315,20000.000000000004
Vac_84,84,Vac,2024,11719.042343949784,-97.48491056426747,4826.068112149921,9749.62113486411,14673.174157578298,20000,11517.362629580111,-121.2337139075604,4691.164921902451,9558.139776067948,14397.212078456014,20000,7832.591038791248,-1743.5095814884228,2369.6700257742896,6284.467917897288,10117.491906410716,19999.999999999996,17137.16813092475,1688.1076599413886,8047.542299428408,14501.393381072397,21055.99710091345,20000.000000000004
Vac_85,85,Vac,2024,12407.97721987233,103.05320307274876,5230.10487673924,10357.156550405733,15484.208224072225,20000,12155.06069332494,102.59793864887568,5077.453597145732,10137.775833245283,15150.292269946325,20000,8313.723091570842,-1600.2572488159271,2621.919377278361,6663.064633769128,10693.655453213803,19999.999999999996,17987.36673011617,1996.4655518914067,8599.282762927156,15287.771750664082,22101.837125695587,20000.000000000004
Vac_86,86,Vac,2024,13165.533536151019,317.16530340597865,5670.652067049745,11024.138830693511,16377.625594337278,20000,12889.777436368593,331.8299988097058,5540.175337804497,10791.324752571636,16042.684611503137,20000,8709.401061734252,-1552.1271588960226,2915.8359138494343,7019.77373556383,11313.171026377682,19999.999999999996,19097.896242369636,2265.8307999615336,9080.512501503736,16154.507129695878,23381.548979571475,20000.000000000004
Vac_87,87,Vac,2024,14063.998241187155,579.2127333244811,6197.873361600595,11816.533989876709,17435.194618152822,20000,13816.221398056667,578.5517027126247,6034.666230022816,11608.854492766906,17146.78960938438,20000,9445.351763515228,-1358.247839300785,3222.475924408036,7771.032837137953,11984.686382580854,19999.999999999996,20759.340557856103,2659.1704078134526,10106.029605653419,17613.740728933222,25331.724102408003,20000.000000000004
Vac_88,88,Vac,2024,15105.174829315507,867.1338577040086,6799.650929208799,12732.168000713591,18664.68507221838,20000,14785.489404537057,854.2382073568051,6652.941994372542,12465.554261628524,18292.67107264839,20000,10057.020775960547,-1308.5956613096118,3601.5750051332325,8138.309589936839,12812.592361443132,19999.999999999996,22374.303806540825,3129.0843175303607,11136.135407969401,19195.519018240015,27286.50990390603,20000.000000000004
Vac_89,89,Vac,2024,16299.725031078135,1186.6462564602073,7483.76241255101,13780.878568641812,20077.994724732616,20000,15894.606249687771,1158.1882760086248,7292.569937496389,13438.259380463041,19616.692379087166,20000,10829.674779165158,-1185.7286308476027,3973.124545358772,8853.258086812515,13700.339999593745,19999.999999999996,23993.110461928387,3590.2583997153433,12098.04909358768,20598.55702701734,29084.940614294956,20000.000000000004
Vac_90,90,Vac,2024,17808.44519828827,1583.548004410806,8343.921835193083,15104.29566597536,21864.669496757637,20000,17385.368528396484,1574.9822838010937,8165.000949372103,14752.995233702746,21363.391292060027,20000,11631.860273660088,-985.1379879275735,4345.723992521318,9598.885218306072,14835.525498336263,19999.999999999996,25960.171623085585,4189.075598631355,13320.441254555917,22280.429162360557,31352.12064331148,20000.000000000004
Vac_91,91,Vac,2024,19497.28178242466,2010.7628542746297,9296.812407670475,16582.86196106632,23868.911514462165,20000,19116.03794635153,1987.511294851247,9108.338391472571,16217.938549669918,23375.238917911774,20000,12641.168962291904,-696.5362820079953,5122.073033803979,10488.769809790996,15968.537599224914,19999.999999999996,28398.400475796778,4848.885070090283,14479.960271766095,24378.30500330643,34539.63656348085,20000.000000000004
Vac_92,92,Vac,2024,21464.87227550048,2531.0591435303304,10420.147948517892,18309.236753505455,26198.325558493016,20000,21093.7521266427,2483.0964921530363,10226.01192188239,18018.923437145513,25656.477012697782,20000,13773.923988139166,-536.7081797110005,5573.340312015058,11382.493278974694,17277.210944626633,19999.999999999996,31755.18562637375,5884.064944734095,16374.431138468151,27482.0539469643,38111.9879258131,20000.000000000004
Vac_93,93,Vac,2024,23665.447035431866,3115.297109688465,11677.859578748215,20240.422047807966,28802.984516867717,20000,23134.421174077386,3049.732458383868,11393.173878063615,19746.072767816295,28154.832857548106,20000,15458.347214152303,11.36840150735847,6494.446223729693,12983.845541133154,19202.70669921445,19999.999999999996,35421.33996044508,6689.881474998636,18510.23608889848,30550.339733172925,42670.303924237916,20000.000000000004
Vac_94,94,Vac,2024,26250.360298782838,3807.325717460973,13158.590126345083,22509.85453522919,31861.118944113303,20000,25461.485821375936,3628.2124287561182,12720.72192649544,21861.55082391009,30974.744575550856,20000,16920.29761546857,416.7235331984681,7432.8062359225205,14155.780314239195,20908.344751742712,19999.999999999996,39333.472630156844,7757.520724774619,20850.114930807973,34038.04906245722,47295.89335981598,20000.000000000004
Vac_95,95,Vac,2024,29391.380477241604,4653.860545222819,14961.160516897313,25268.460488571807,35575.7604602463,20000,28519.86912925901,4457.534996081312,14517.876696063555,24469.65603079052,34646.23188198684,20000,18907.342278458273,804.0835738408168,8553.330254712064,15979.8820067601,23199.311741088328,19999.999999999996,44860.81376320531,9312.34482618551,23975.41659894544,38850.51671967366,53812.39944113668,20000.000000000004
Vac_96,96,Vac,2024,33543.95076353437,5805.023832464322,17362.910053743508,28920.796275022694,40478.68249630188,20000,32447.309544389358,5526.351722230551,16782.28753375182,27986.090652698218,39297.64164143034,20000,21581.489965164197,1509.699531282364,10080.829027352269,18323.661282327488,26305.45207354041,19999.999999999996,51457.95310309317,11203.234250663541,27778.18697589721,44771.53691528711,61638.49770902586,20000.000000000004
Vac_97,97,Vac,2024,39128.79102418255,7349.794395767258,20591.042990940296,33832.29158611334,47073.54018128637,20000,38284.43222139485,7129.760832126538,20012.754947384157,33079.94561606008,46047.221482015986,20000,24567.256654675424,1965.958347336055,11431.737400687172,20811.022278152483,30120.665556063388,19999.999999999996,60761.28879423056,13930.146766684646,33178.01467439205,52880.35333141956,72470.01121473653,20000.000000000004
Vac_98,98,Vac,2024,48026.19296017881,9866.047837271804,25766.108305149723,41666.16877302764,57566.22924090556,20000,46730.98324999785,9434.839682541551,25015.743012911895,40532.8560471205,56066.57281741394,20000,29481.05736774371,3888.738579368081,14780.454673387456,25140.4628850567,35952.759718535024,19999.999999999996,73274.05186695428,17872.283608217855,41027.793414364365,64060.97620141303,87285.00746588812,20000.000000000004
Vac_99,99,Vac,2024,64791.94425097778,14706.718137868571,35575.56235166408,56444.406565459576,77313.25077925508,20000,62707.423289403625,14253.963064716798,34685.506093248725,54814.10362098049,74994.41649868179,20000,39622.85096592052,6563.404185315731,20292.85481592323,34093.80538431978,48075.94331631949,19999.999999999996,101131.12866700157,25890.635097491795,57340.006182332996,88632.56537739366,119925.0010031543,20000.000000000004
