Scenario,Type,Arm,Age0,Price,CostVac,N_HZ,N_NewUptake,Q_Life_d,Q_HZ_d,Q_All_d,C_Med_d,C_Vac_d,C_All_d,N_Uptake0,N_HZ0,Q_Life_d0,Q_HZ_d0,Q_All_d0,C_Med_d0,C_Vac_d0,C_All_d0,dN_Uptake,dN_HZ,dQ_Life_d,dQ_HZ_d,dQ_All_d,dC_Med_d,dC_Vac_d,dC_All_d,ICER,NMB
Vac_69,Overall,Vac,69,25,70,17680.659771656014,268610.79,2621680.0308369687,-1361.3640204258143,2620318.666816543,3210150.1136326445,18802755.299999997,22012905.413632642,0,41482.46333657156,2621642.32075556,-3483.897048883852,2618158.423706676,6973091.363551389,0,6973091.363551389,268610.79,-23801.803564915546,0,2122.533028458038,2160.2431098667507,-3762941.249918745,18802755.299999997,15039814.050081251,6988.848592410327,633033118.909944
Vac_69,Overall,Vac,69,50,120,17680.659771656014,268610.79,2621680.0308369687,-1361.3640204258143,2620318.666816543,3210150.1136326445,32233294.799999997,35443444.91363264,0,41482.46333657156,2621642.32075556,-3483.897048883852,2618158.423706676,6973091.363551389,0,6973091.363551389,268610.79,-23801.803564915546,0,2122.533028458038,2160.2431098667507,-3762941.249918745,32233294.799999997,28470353.550081253,13229.003439548202,619602579.409944
Vac_69,Overall,Vac,69,75,170,17680.659771656014,268610.79,2621680.0308369687,-1361.3640204258143,2620318.666816543,3210150.1136326445,45663834.3,48873984.41363264,0,41482.46333657156,2621642.32075556,-3483.897048883852,2618158.423706676,6973091.363551389,0,6973091.363551389,268610.79,-23801.803564915546,0,2122.533028458038,2160.2431098667507,-3762941.249918745,45663834.3,41900893.05008125,19469.158286686077,606172039.909944
Vac_69,Overall,Vac,69,100,220,17680.659771656014,268610.79,2621680.0308369687,-1361.3640204258143,2620318.666816543,3210150.1136326445,59094373.8,62304523.91363264,0,41482.46333657156,2621642.32075556,-3483.897048883852,2618158.423706676,6973091.363551389,0,6973091.363551389,268610.79,-23801.803564915546,0,2122.533028458038,2160.2431098667507,-3762941.249918745,59094373.8,55331432.55008125,25709.31313382395,592741500.409944
Vac_70,Overall,SOC,70,25,70,39764.73886953482,0,2512165.2674860675,-3415.9231690684587,2508749.3443169994,6966898.83011825,0,6966898.83011825,0,39764.73886953482,2512165.2674860675,-3415.9231690684587,2508749.3443169994,6966898.83011825,0,6966898.83011825,0,0,0,0,0,0,0,0,0,0
Vac_70,Overall,SOC,70,50,120,39764.73886953482,0,2512165.2674860675,-3415.9231690684587,2508749.3443169994,6966898.83011825,0,6966898.83011825,0,39764.73886953482,2512165.2674860675,-3415.9231690684587,2508749.3443169994,6966898.83011825,0,6966898.83011825,0,0,0,0,0,0,0,0,0,0
Vac_70,Overall,SOC,70,75,170,39764.73886953482,0,2512165.2674860675,-3415.9231690684587,2508749.3443169994,6966898.83011825,0,6966898.83011825,0,39764.73886953482,2512165.2674860675,-3415.9231690684587,2508749.3443169994,6966898.83011825,0,6966898.83011825,0,0,0,0,0,0,0,0,0,0
Vac_70,Overall,SOC,70,100,220,39764.73886953482,0,2512165.2674860675,-3415.9231690684587,2508749.3443169994,6966898.83011825,0,6966898.83011825,0,39764.73886953482,2512165.2674860675,-3415.9231690684587,2508749.3443169994,6966898.83011825,0,6966898.83011825,0,0,0,0,0,0,0,0,0,0
Vac_70,Overall,Vac,70,25,70,16306.340569595755,266729.505,2512205.7175198807,-1286.5583041093187,2510919.1592157716,3086795.728175647,18671065.35,21757861.07817565,0,39764.73886953482,2512165.2674860675,-3415.9231690684587,2508749.3443169994,6966898.83011825,0,6966898.83011825,266729.505,-23458.398299939065,0,2129.36486495914,2169.814898772098,-3880103.1019426035,18671065.35,14790962.248057397,6843.307820187604,636153507.3835719
Vac_70,Overall,Vac,70,50,120,16306.340569595755,266729.505,2512205.7175198807,-1286.5583041093187,2510919.1592157716,3086795.728175647,32007540.6,35094336.32817565,0,39764.73886953482,2512165.2674860675,-3415.9231690684587,2508749.3443169994,6966898.83011825,0,6966898.83011825,266729.505,-23458.398299939065,0,2129.36486495914,2169.814898772098,-3880103.1019426035,32007540.6,28127437.4980574,13012.77405060073,622817032.1335719
Vac_70,Overall,Vac,70,75,170,16306.340569595755,266729.505,2512205.7175198807,-1286.5583041093187,2510919.1592157716,3086795.728175647,45344015.85,48430811.57817565,0,39764.73886953482,2512165.2674860675,-3415.9231690684587,2508749.3443169994,6966898.83011825,0,6966898.83011825,266729.505,-23458.398299939065,0,2129.36486495914,2169.814898772098,-3880103.1019426035,45344015.85,41463912.748057395,19182.24028101386,609480556.8835719
Vac_70,Overall,Vac,70,100,220,16306.340569595755,266729.505,2512205.7175198807,-1286.5583041093187,2510919.1592157716,3086795.728175647,58680491.1,61767286.82817565,0,39764.73886953482,2512165.2674860675,-3415.9231690684587,2508749.3443169994,6966898.83011825,0,6966898.83011825,266729.505,-23458.398299939065,0,2129.36486495914,2169.814898772098,-3880103.1019426035,58680491.1,54800387.998057395,25351.706511426983,596144081.6335719
Vac_71,Overall,SOC,71,25,70,37419.340597041315,0,2363428.473332968,-3286.8543005601227,2360141.6190324076,6837659.032711561,0,6837659.032711561,0,37419.340597041315,2363428.473332968,-3286.8543005601227,2360141.6190324076,6837659.032711561,0,6837659.032711561,0,0,0,0,0,0,0,0,0,0
Vac_71,Overall,SOC,71,50,120,37419.340597041315,0,2363428.473332968,-3286.8543005601227,2360141.6190324076,6837659.032711561,0,6837659.032711561,0,37419.340597041315,2363428.473332968,-3286.8543005601227,2360141.6190324076,6837659.032711561,0,6837659.032711561,0,0,0,0,0,0,0,0,0,0
Vac_71,Overall,SOC,71,75,170,37419.340597041315,0,2363428.473332968,-3286.8543005601227,2360141.6190324076,6837659.032711561,0,6837659.032711561,0,37419.340597041315,2363428.473332968,-3286.8543005601227,2360141.6190324076,6837659.032711561,0,6837659.032711561,0,0,0,0,0,0,0,0,0,0
Vac_71,Overall,SOC,71,100,220,37419.340597041315,0,2363428.473332968,-3286.8543005601227,2360141.6190324076,6837659.032711561,0,6837659.032711561,0,37419.340597041315,2363428.473332968,-3286.8543005601227,2360141.6190324076,6837659.032711561,0,6837659.032711561,0,0,0,0,0,0,0,0,0,0
Vac_71,Overall,Vac,71,25,70,14747.9710570148,260544.207,2363471.004631516,-1192.21371818337,2362278.7909133327,2910826.5657820073,18238094.49,21148921.055782005,0,37419.340597041315,2363428.473332968,-3286.8543005601227,2360141.6190324076,6837659.032711561,0,6837659.032711561,260544.207,-22671.369540026513,0,2094.6405823767527,2137.1718809249487,-3926832.4669295535,18238094.49,14311262.023070445,6722.556284237616,626840302.2544141
Vac_71,Overall,Vac,71,50,120,14747.9710570148,260544.207,2363471.004631516,-1192.21371818337,2362278.7909133327,2910826.5657820073,31265304.84,34176131.40578201,0,37419.340597041315,2363428.473332968,-3286.8543005601227,2360141.6190324076,6837659.032711561,0,6837659.032711561,260544.207,-22671.369540026513,0,2094.6405823767527,2137.1718809249487,-3926832.4669295535,31265304.84,27338472.373070445,12841.044901138986,613813091.904414
Vac_71,Overall,Vac,71,75,170,14747.9710570148,260544.207,2363471.004631516,-1192.21371818337,2362278.7909133327,2910826.5657820073,44292515.19,47203341.75578201,0,37419.340597041315,2363428.473332968,-3286.8543005601227,2360141.6190324076,6837659.032711561,0,6837659.032711561,260544.207,-22671.369540026513,0,2094.6405823767527,2137.1718809249487,-3926832.4669295535,44292515.19,40365682.72307044,18959.533518040353,600785881.5544142
Vac_71,Overall,Vac,71,100,220,14747.9710570148,260544.207,2363471.004631516,-1192.21371818337,2362278.7909133327,2910826.5657820073,57319725.54,60230552.10578201,0,37419.340597041315,2363428.473332968,-3286.8543005601227,2360141.6190324076,6837659.032711561,0,6837659.032711561,260544.207,-22671.369540026513,0,2094.6405823767527,2137.1718809249487,-3926832.4669295535,57319725.54,53392893.073070444,25078.022134941726,587758671.2044141
Vac_72,Overall,SOC,72,25,70,34536.13356930741,0,2181425.647614479,-3100.81371383974,2178324.8339006393,6592987.529832208,0,6592987.529832208,0,34536.13356930741,2181425.647614479,-3100.81371383974,2178324.8339006393,6592987.529832208,0,6592987.529832208,0,0,0,0,0,0,0,0,0,0
Vac_72,Overall,SOC,72,50,120,34536.13356930741,0,2181425.647614479,-3100.81371383974,2178324.8339006393,6592987.529832208,0,6592987.529832208,0,34536.13356930741,2181425.647614479,-3100.81371383974,2178324.8339006393,6592987.529832208,0,6592987.529832208,0,0,0,0,0,0,0,0,0,0
Vac_72,Overall,SOC,72,75,170,34536.13356930741,0,2181425.647614479,-3100.81371383974,2178324.8339006393,6592987.529832208,0,6592987.529832208,0,34536.13356930741,2181425.647614479,-3100.81371383974,2178324.8339006393,6592987.529832208,0,6592987.529832208,0,0,0,0,0,0,0,0,0,0
Vac_72,Overall,SOC,72,100,220,34536.13356930741,0,2181425.647614479,-3100.81371383974,2178324.8339006393,6592987.529832208,0,6592987.529832208,0,34536.13356930741,2181425.647614479,-3100.81371383974,2178324.8339006393,6592987.529832208,0,6592987.529832208,0,0,0,0,0,0,0,0,0,0
Vac_72,Overall,Vac,72,25,70,13071.646832486913,250202.21099999998,2181469.4530978645,-1082.5233650711748,2180386.9297327935,2690989.5397047056,17514154.77,20205144.309704706,0,34536.13356930741,2181425.647614479,-3100.81371383974,2178324.8339006393,6592987.529832208,0,6592987.529832208,250202.21099999998,-21464.486736820498,0,2018.290348768565,2062.0958321539174,-3901997.990127502,17514154.77,13612156.779872498,6626.840324365631,605016592.8663027
Vac_72,Overall,Vac,72,50,120,13071.646832486913,250202.21099999998,2181469.4530978645,-1082.5233650711748,2180386.9297327935,2690989.5397047056,30024265.319999997,32715254.859704703,0,34536.13356930741,2181425.647614479,-3100.81371383974,2178324.8339006393,6592987.529832208,0,6592987.529832208,250202.21099999998,-21464.486736820498,0,2018.290348768565,2062.0958321539174,-3901997.990127502,30024265.319999997,26122267.329872496,12716.337718165661,592506482.3163027
Vac_72,Overall,Vac,72,75,170,13071.646832486913,250202.21099999998,2181469.4530978645,-1082.5233650711748,2180386.9297327935,2690989.5397047056,42534375.87,45225365.4097047,0,34536.13356930741,2181425.647614479,-3100.81371383974,2178324.8339006393,6592987.529832208,0,6592987.529832208,250202.21099999998,-21464.486736820498,0,2018.290348768565,2062.0958321539174,-3901997.990127502,42534375.87,38632377.87987249,18805.835111965695,579996371.7663027
Vac_72,Overall,Vac,72,100,220,13071.646832486913,250202.21099999998,2181469.4530978645,-1082.5233650711748,2180386.9297327935,2690989.5397047056,55044486.419999994,57735475.9597047,0,34536.13356930741,2181425.647614479,-3100.81371383974,2178324.8339006393,6592987.529832208,0,6592987.529832208,250202.21099999998,-21464.486736820498,0,2018.290348768565,2062.0958321539174,-3901997.990127502,55044486.419999994,51142488.42987249,24895.332505765724,567486261.2163028
Vac_73,Overall,SOC,73,25,70,32933.21186705299,0,2080134.8055603516,-3021.5786189655864,2077113.226941386,6573849.826707465,0,6573849.826707465,0,32933.21186705299,2080134.8055603516,-3021.5786189655864,2077113.226941386,6573849.826707465,0,6573849.826707465,0,0,0,0,0,0,0,0,0,0
Vac_73,Overall,SOC,73,50,120,32933.21186705299,0,2080134.8055603516,-3021.5786189655864,2077113.226941386,6573849.826707465,0,6573849.826707465,0,32933.21186705299,2080134.8055603516,-3021.5786189655864,2077113.226941386,6573849.826707465,0,6573849.826707465,0,0,0,0,0,0,0,0,0,0
Vac_73,Overall,SOC,73,75,170,32933.21186705299,0,2080134.8055603516,-3021.5786189655864,2077113.226941386,6573849.826707465,0,6573849.826707465,0,32933.21186705299,2080134.8055603516,-3021.5786189655864,2077113.226941386,6573849.826707465,0,6573849.826707465,0,0,0,0,0,0,0,0,0,0
Vac_73,Overall,SOC,73,100,220,32933.21186705299,0,2080134.8055603516,-3021.5786189655864,2077113.226941386,6573849.826707465,0,6573849.826707465,0,32933.21186705299,2080134.8055603516,-3021.5786189655864,2077113.226941386,6573849.826707465,0,6573849.826707465,0,0,0,0,0,0,0,0,0,0
Vac_73,Overall,Vac,73,25,70,11959.771619713627,248781.70799999998,2080181.348832272,-1014.5392254018612,2079166.8096068702,2568223.457582235,17414719.56,19982943.017582234,0,32933.21186705299,2080134.8055603516,-3021.5786189655864,2077113.226941386,6573849.826707465,0,6573849.826707465,248781.70799999998,-20973.44024733936,0,2007.039393563725,2053.5826654841135,-4005626.3691252293,17414719.56,13409093.19087477,6555.427243559128,602665706.4543593
Vac_73,Overall,Vac,73,50,120,11959.771619713627,248781.70799999998,2080181.348832272,-1014.5392254018612,2079166.8096068702,2568223.457582235,29853804.959999997,32422028.417582233,0,32933.21186705299,2080134.8055603516,-3021.5786189655864,2077113.226941386,6573849.826707465,0,6573849.826707465,248781.70799999998,-20973.44024733936,0,2007.039393563725,2053.5826654841135,-4005626.3691252293,29853804.959999997,25848178.59087477,12635.760189297374,590226621.0543592
Vac_73,Overall,Vac,73,75,170,11959.771619713627,248781.70799999998,2080181.348832272,-1014.5392254018612,2079166.8096068702,2568223.457582235,42292890.36,44861113.817582235,0,32933.21186705299,2080134.8055603516,-3021.5786189655864,2077113.226941386,6573849.826707465,0,6573849.826707465,248781.70799999998,-20973.44024733936,0,2007.039393563725,2053.5826654841135,-4005626.3691252293,42292890.36,38287263.99087477,18716.093135035622,577787535.6543592
Vac_73,Overall,Vac,73,100,220,11959.771619713627,248781.70799999998,2080181.348832272,-1014.5392254018612,2079166.8096068702,2568223.457582235,54731975.76,57300199.21758223,0,32933.21186705299,2080134.8055603516,-3021.5786189655864,2077113.226941386,6573849.826707465,0,6573849.826707465,248781.70799999998,-20973.44024733936,0,2007.039393563725,2053.5826654841135,-4005626.3691252293,54731975.76,50726349.390874766,24796.426080773872,565348450.2543592
Vac_74,Overall,SOC,74,25,70,31678.475114518053,0,2000447.8521389836,-2969.1170372514343,1997478.735101732,6613060.677871601,0,6613060.677871601,0,31678.475114518053,2000447.8521389836,-2969.1170372514343,1997478.735101732,6613060.677871601,0,6613060.677871601,0,0,0,0,0,0,0,0,0,0
Vac_74,Overall,SOC,74,50,120,31678.475114518053,0,2000447.8521389836,-2969.1170372514343,1997478.735101732,6613060.677871601,0,6613060.677871601,0,31678.475114518053,2000447.8521389836,-2969.1170372514343,1997478.735101732,6613060.677871601,0,6613060.677871601,0,0,0,0,0,0,0,0,0,0
Vac_74,Overall,SOC,74,75,170,31678.475114518053,0,2000447.8521389836,-2969.1170372514343,1997478.735101732,6613060.677871601,0,6613060.677871601,0,31678.475114518053,2000447.8521389836,-2969.1170372514343,1997478.735101732,6613060.677871601,0,6613060.677871601,0,0,0,0,0,0,0,0,0,0
Vac_74,Overall,SOC,74,100,220,31678.475114518053,0,2000447.8521389836,-2969.1170372514343,1997478.735101732,6613060.677871601,0,6613060.677871601,0,31678.475114518053,2000447.8521389836,-2969.1170372514343,1997478.735101732,6613060.677871601,0,6613060.677871601,0,0,0,0,0,0,0,0,0,0
Vac_74,Overall,Vac,74,25,70,11029.212067386046,250073.25,2000497.6571268812,-958.2398159650587,1999539.4173109161,2469908.766453734,17505127.5,19975036.266453736,0,31678.475114518053,2000447.8521389836,-2969.1170372514343,1997478.735101732,6613060.677871601,0,6613060.677871601,250073.25,-20649.263047132008,0,2010.8772212863757,2060.6822091840277,-4143151.9114178666,17505127.5,13361975.588582134,6510.2308267997605,604842687.1666262
Vac_74,Overall,Vac,74,50,120,11029.212067386046,250073.25,2000497.6571268812,-958.2398159650587,1999539.4173109161,2469908.766453734,30008790,32478698.766453736,0,31678.475114518053,2000447.8521389836,-2969.1170372514343,1997478.735101732,6613060.677871601,0,6613060.677871601,250073.25,-20649.263047132008,0,2010.8772212863757,2060.6822091840277,-4143151.9114178666,30008790,25865638.088582132,12601.310272244638,592339024.6666262
Vac_74,Overall,Vac,74,75,170,11029.212067386046,250073.25,2000497.6571268812,-958.2398159650587,1999539.4173109161,2469908.766453734,42512452.5,44982361.266453736,0,31678.475114518053,2000447.8521389836,-2969.1170372514343,1997478.735101732,6613060.677871601,0,6613060.677871601,250073.25,-20649.263047132008,0,2010.8772212863757,2060.6822091840277,-4143151.9114178666,42512452.5,38369300.588582136,18692.38971768952,579835362.1666262
Vac_74,Overall,Vac,74,100,220,11029.212067386046,250073.25,2000497.6571268812,-958.2398159650587,1999539.4173109161,2469908.766453734,55016115,57486023.766453736,0,31678.475114518053,2000447.8521389836,-2969.1170372514343,1997478.735101732,6613060.677871601,0,6613060.677871601,250073.25,-20649.263047132008,0,2010.8772212863757,2060.6822091840277,-4143151.9114178666,55016115,50872963.088582136,24783.469163134396,567331699.6666262
Vac_75,Overall,SOC,75,25,70,30511.032412273893,0,1926397.0002313876,-2920.3748734337246,1923476.6253579538,6674203.9288217155,0,6674203.9288217155,0,30511.032412273893,1926397.0002313876,-2920.3748734337246,1923476.6253579538,6674203.9288217155,0,6674203.9288217155,0,0,0,0,0,0,0,0,0,0
Vac_75,Overall,SOC,75,50,120,30511.032412273893,0,1926397.0002313876,-2920.3748734337246,1923476.6253579538,6674203.9288217155,0,6674203.9288217155,0,30511.032412273893,1926397.0002313876,-2920.3748734337246,1923476.6253579538,6674203.9288217155,0,6674203.9288217155,0,0,0,0,0,0,0,0,0,0
Vac_75,Overall,SOC,75,75,170,30511.032412273893,0,1926397.0002313876,-2920.3748734337246,1923476.6253579538,6674203.9288217155,0,6674203.9288217155,0,30511.032412273893,1926397.0002313876,-2920.3748734337246,1923476.6253579538,6674203.9288217155,0,6674203.9288217155,0,0,0,0,0,0,0,0,0,0
Vac_75,Overall,SOC,75,100,220,30511.032412273893,0,1926397.0002313876,-2920.3748734337246,1923476.6253579538,6674203.9288217155,0,6674203.9288217155,0,30511.032412273893,1926397.0002313876,-2920.3748734337246,1923476.6253579538,6674203.9288217155,0,6674203.9288217155,0,0,0,0,0,0,0,0,0,0
Vac_75,Overall,Vac,75,25,70,10178.527103214446,252316.302,1926450.263020768,-905.5886837827965,1925544.6743369852,2378358.0607747,17662141.14,20040499.2007747,0,30511.032412273893,1926397.0002313876,-2920.3748734337246,1923476.6253579538,6674203.9288217155,0,6674203.9288217155,252316.302,-20332.505309059445,0,2014.786189650928,2068.0489790314027,-4295845.868047016,17662141.14,13366295.271952985,6489.639575049562,607048398.4374678
Vac_75,Overall,Vac,75,50,120,10178.527103214446,252316.302,1926450.263020768,-905.5886837827965,1925544.6743369852,2378358.0607747,30277956.24,32656314.300774697,0,30511.032412273893,1926397.0002313876,-2920.3748734337246,1923476.6253579538,6674203.9288217155,0,6674203.9288217155,252316.302,-20332.505309059445,0,2014.786189650928,2068.0489790314027,-4295845.868047016,30277956.24,25982110.37195298,12613.865495242251,594432583.3374679
Vac_75,Overall,Vac,75,75,170,10178.527103214446,252316.302,1926450.263020768,-905.5886837827965,1925544.6743369852,2378358.0607747,42893771.339999996,45272129.400774695,0,30511.032412273893,1926397.0002313876,-2920.3748734337246,1923476.6253579538,6674203.9288217155,0,6674203.9288217155,252316.302,-20332.505309059445,0,2014.786189650928,2068.0489790314027,-4295845.868047016,42893771.339999996,38597925.47195298,18738.09141543494,581816768.2374679
Vac_75,Overall,Vac,75,100,220,10178.527103214446,252316.302,1926450.263020768,-905.5886837827965,1925544.6743369852,2378358.0607747,55509586.44,57887944.5007747,0,30511.032412273893,1926397.0002313876,-2920.3748734337246,1923476.6253579538,6674203.9288217155,0,6674203.9288217155,252316.302,-20332.505309059445,0,2014.786189650928,2068.0489790314027,-4295845.868047016,55509586.44,51213740.571952984,24862.31733562763,569200953.1374679
Vac_76,Overall,SOC,76,25,70,30040.950535512326,0,1914968.7418840833,-2935.4442669090445,1912033.2976171742,6890495.900536668,0,6890495.900536668,0,30040.950535512326,1914968.7418840833,-2935.4442669090445,1912033.2976171742,6890495.900536668,0,6890495.900536668,0,0,0,0,0,0,0,0,0,0
Vac_76,Overall,SOC,76,50,120,30040.950535512326,0,1914968.7418840833,-2935.4442669090445,1912033.2976171742,6890495.900536668,0,6890495.900536668,0,30040.950535512326,1914968.7418840833,-2935.4442669090445,1912033.2976171742,6890495.900536668,0,6890495.900536668,0,0,0,0,0,0,0,0,0,0
Vac_76,Overall,SOC,76,75,170,30040.950535512326,0,1914968.7418840833,-2935.4442669090445,1912033.2976171742,6890495.900536668,0,6890495.900536668,0,30040.950535512326,1914968.7418840833,-2935.4442669090445,1912033.2976171742,6890495.900536668,0,6890495.900536668,0,0,0,0,0,0,0,0,0,0
Vac_76,Overall,SOC,76,100,220,30040.950535512326,0,1914968.7418840833,-2935.4442669090445,1912033.2976171742,6890495.900536668,0,6890495.900536668,0,30040.950535512326,1914968.7418840833,-2935.4442669090445,1912033.2976171742,6890495.900536668,0,6890495.900536668,0,0,0,0,0,0,0,0,0,0
Vac_76,Overall,Vac,76,25,70,9598.041433202527,260874.579,1915026.8446887652,-874.3340578972686,1914152.510630868,2340128.736451119,18261220.53,20601349.26645112,0,30040.950535512326,1914968.7418840833,-2935.4442669090445,1912033.2976171742,6890495.900536668,0,6890495.900536668,260874.579,-20442.909102309797,0,2061.110209011776,2119.2130136936053,-4550367.164085548,18261220.53,13710853.365914453,6496.342366942487,622053050.7421671
Vac_76,Overall,Vac,76,50,120,9598.041433202527,260874.579,1915026.8446887652,-874.3340578972686,1914152.510630868,2340128.736451119,31304949.48,33645078.216451116,0,30040.950535512326,1914968.7418840833,-2935.4442669090445,1912033.2976171742,6890495.900536668,0,6890495.900536668,260874.579,-20442.909102309797,0,2061.110209011776,2119.2130136936053,-4550367.164085548,31304949.48,26754582.315914452,12675.707420174242,609009321.7921672
Vac_76,Overall,Vac,76,75,170,9598.041433202527,260874.579,1915026.8446887652,-874.3340578972686,1914152.510630868,2340128.736451119,44348678.43,46688807.16645112,0,30040.950535512326,1914968.7418840833,-2935.4442669090445,1912033.2976171742,6890495.900536668,0,6890495.900536668,260874.579,-20442.909102309797,0,2061.110209011776,2119.2130136936053,-4550367.164085548,44348678.43,39798311.26591445,18855.072473405995,595965592.8421671
Vac_76,Overall,Vac,76,100,220,9598.041433202527,260874.579,1915026.8446887652,-874.3340578972686,1914152.510630868,2340128.736451119,57392407.38,59732536.11645112,0,30040.950535512326,1914968.7418840833,-2935.4442669090445,1912033.2976171742,6890495.900536668,0,6890495.900536668,260874.579,-20442.909102309797,0,2061.110209011776,2119.2130136936053,-4550367.164085548,57392407.38,52842040.21591445,25034.437526637754,582921863.8921671
Vac_77,Overall,SOC,77,25,70,30231.85818956693,0,1948268.2769946258,-3014.5577507734147,1945253.7192438524,7278940.860169162,0,7278940.860169162,0,30231.85818956693,1948268.2769946258,-3014.5577507734147,1945253.7192438524,7278940.860169162,0,7278940.860169162,0,0,0,0,0,0,0,0,0,0
Vac_77,Overall,SOC,77,50,120,30231.85818956693,0,1948268.2769946258,-3014.5577507734147,1945253.7192438524,7278940.860169162,0,7278940.860169162,0,30231.85818956693,1948268.2769946258,-3014.5577507734147,1945253.7192438524,7278940.860169162,0,7278940.860169162,0,0,0,0,0,0,0,0,0,0
Vac_77,Overall,SOC,77,75,170,30231.85818956693,0,1948268.2769946258,-3014.5577507734147,1945253.7192438524,7278940.860169162,0,7278940.860169162,0,30231.85818956693,1948268.2769946258,-3014.5577507734147,1945253.7192438524,7278940.860169162,0,7278940.860169162,0,0,0,0,0,0,0,0,0,0
Vac_77,Overall,SOC,77,100,220,30231.85818956693,0,1948268.2769946258,-3014.5577507734147,1945253.7192438524,7278940.860169162,0,7278940.860169162,0,30231.85818956693,1948268.2769946258,-3014.5577507734147,1945253.7192438524,7278940.860169162,0,7278940.860169162,0,0,0,0,0,0,0,0,0,0
Vac_77,Overall,Vac,77,25,70,9249.129057255359,276471.615,1948332.9290351018,-862.4695308302868,1947470.4595042714,2353612.607595001,19353013.05,21706625.657595,0,30231.85818956693,1948268.2769946258,-3014.5577507734147,1945253.7192438524,7278940.860169162,0,7278940.860169162,276471.615,-20982.72913231157,0,2152.0882199431276,2216.740260419139,-4925328.252574161,19353013.05,14427684.79742584,6535.160113061356,650594393.3283159
Vac_77,Overall,Vac,77,50,120,9249.129057255359,276471.615,1948332.9290351018,-862.4695308302868,1947470.4595042714,2353612.607595001,33176593.799999997,35530206.407595,0,30231.85818956693,1948268.2769946258,-3014.5577507734147,1945253.7192438524,7278940.860169162,0,7278940.860169162,276471.615,-20982.72913231157,0,2152.0882199431276,2216.740260419139,-4925328.252574161,33176593.799999997,28251265.547425836,12795.910843745774,636770812.5783159
Vac_77,Overall,Vac,77,75,170,9249.129057255359,276471.615,1948332.9290351018,-862.4695308302868,1947470.4595042714,2353612.607595001,47000174.55,49353787.157595,0,30231.85818956693,1948268.2769946258,-3014.5577507734147,1945253.7192438524,7278940.860169162,0,7278940.860169162,276471.615,-20982.72913231157,0,2152.0882199431276,2216.740260419139,-4925328.252574161,47000174.55,42074846.29742584,19056.661574430193,622947231.8283159
Vac_77,Overall,Vac,77,100,220,9249.129057255359,276471.615,1948332.9290351018,-862.4695308302868,1947470.4595042714,2353612.607595001,60823755.3,63177367.907595,0,30231.85818956693,1948268.2769946258,-3014.5577507734147,1945253.7192438524,7278940.860169162,0,7278940.860169162,276471.615,-20982.72913231157,0,2152.0882199431276,2216.740260419139,-4925328.252574161,60823755.3,55898427.04742584,25317.412305114613,609123651.0783159
Vac_78,Overall,SOC,78,25,70,21597.11717663842,0,1409037.3538263822,-2196.725856860584,1406840.6279695218,5454351.668433016,0,5454351.668433016,0,21597.11717663842,1409037.3538263822,-2196.725856860584,1406840.6279695218,5454351.668433016,0,5454351.668433016,0,0,0,0,0,0,0,0,0,0
Vac_78,Overall,SOC,78,50,120,21597.11717663842,0,1409037.3538263822,-2196.725856860584,1406840.6279695218,5454351.668433016,0,5454351.668433016,0,21597.11717663842,1409037.3538263822,-2196.725856860584,1406840.6279695218,5454351.668433016,0,5454351.668433016,0,0,0,0,0,0,0,0,0,0
Vac_78,Overall,SOC,78,75,170,21597.11717663842,0,1409037.3538263822,-2196.725856860584,1406840.6279695218,5454351.668433016,0,5454351.668433016,0,21597.11717663842,1409037.3538263822,-2196.725856860584,1406840.6279695218,5454351.668433016,0,5454351.668433016,0,0,0,0,0,0,0,0,0,0
Vac_78,Overall,SOC,78,100,220,21597.11717663842,0,1409037.3538263822,-2196.725856860584,1406840.6279695218,5454351.668433016,0,5454351.668433016,0,21597.11717663842,1409037.3538263822,-2196.725856860584,1406840.6279695218,5454351.668433016,0,5454351.668433016,0,0,0,0,0,0,0,0,0,0
Vac_78,Overall,Vac,78,25,70,6327.0148688865875,208609.63199999998,1409088.307813642,-603.7855836738423,1408484.5222299683,1679373.5293011724,14602674.239999998,16282047.76930117,0,21597.11717663842,1409037.3538263822,-2196.725856860584,1406840.6279695218,5454351.668433016,0,5454351.668433016,208609.63199999998,-15270.102307751833,0,1592.9402731867417,1643.8942604466365,-3774978.1391318436,14602674.239999998,10827696.100868154,6613.6084831389735,482340582.0331228
Vac_78,Overall,Vac,78,50,120,6327.0148688865875,208609.63199999998,1409088.307813642,-603.7855836738423,1408484.5222299683,1679373.5293011724,25033155.839999996,26712529.36930117,0,21597.11717663842,1409037.3538263822,-2196.725856860584,1406840.6279695218,5454351.668433016,0,5454351.668433016,208609.63199999998,-15270.102307751833,0,1592.9402731867417,1643.8942604466365,-3774978.1391318436,25033155.839999996,21258177.700868152,12983.866918273849,471910100.4331228
Vac_78,Overall,Vac,78,75,170,6327.0148688865875,208609.63199999998,1409088.307813642,-603.7855836738423,1408484.5222299683,1679373.5293011724,35463637.44,37143010.96930117,0,21597.11717663842,1409037.3538263822,-2196.725856860584,1406840.6279695218,5454351.668433016,0,5454351.668433016,208609.63199999998,-15270.102307751833,0,1592.9402731867417,1643.8942604466365,-3774978.1391318436,35463637.44,31688659.300868154,19354.125353408726,461479618.8331228
